,index,ln_abs_c_interface_mean,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,BCUT2D_MRLOW,PEOE_VSA1,PEOE_VSA7,SMR_VSA1,TPSA,EState_VSA1,EState_VSA10,EState_VSA5,EState_VSA8,VSA_EState6,NHOHCount,NOCount,MolLogP,fr_NH2
140,141,4.365437054,10.82907785,-0.616759259,10.82907785,-0.138744007,15.37044016,6.9237372,14.32593732,67.43,11.81435946,9.589074368,7.109797541,15.37044016,0.0,2,5,-1.1149,0
141,142,5.075100872,10.65759259,-0.7075,10.65759259,-0.1387154,15.7401046,6.9237372,14.69560176,78.43,11.81435946,9.589074368,0.0,10.63357721,0.0,3,5,-1.769,0
142,143,4.779584329,10.21967593,-0.618055556,10.21967593,-0.138082378,10.63357721,0.0,9.589074368,58.2,11.81435946,9.589074368,14.09534397,10.63357721,0.0,2,4,-1.5216,0
143,144,5.254117929,10.96120748,-0.320740741,10.96120748,-0.141734649,5.316788604,0.0,14.38361155,66.48,0.0,14.38361155,7.047671983,5.316788604,0.0,1,5,-1.1186,0
144,145,4.900840436,10.23736111,-0.264768519,10.23736111,0.235884965,15.7401046,0.0,9.901064579,61.36,0.0,4.794537184,7.047671983,10.63357721,-0.264768519,3,4,-1.0923,0
145,146,4.99593694,10.46407407,-1.324074074,10.46407407,-0.153187367,15.20739338,0.0,19.06280028,78.62,17.98045141,9.589074368,0.0,9.473725908,-1.324074074,2,5,-1.3403,1
146,147,5.091459522,10.91083333,-1.204861111,10.91083333,-0.155400711,9.473725908,0.0,19.06280028,74.54,17.47753583,9.589074368,14.21959508,14.79051451,0.0,1,5,-1.3256,0
147,148,4.987110444,11.01708333,-1.663194444,11.01708333,-0.160822563,9.473725908,0.0,23.90038886,68.14,17.66359617,9.589074368,21.26726707,9.473725908,0.0,0,6,-1.0943,0
148,149,4.797241667,10.68861111,-0.852430556,10.68861111,-0.164180898,15.20739338,0.0,14.26826309,61.55,11.50823054,4.794537184,7.109797541,4.736862954,0.0,2,4,-1.1129,1
149,150,4.41401317,10.44601852,-0.921296296,10.44601852,-0.144051412,15.57705783,6.9237372,14.63792753,72.55,18.1151125,4.794537184,14.03353474,4.736862954,-0.921296296,3,4,-1.1325,1
150,151,4.328224429,10.44601852,-0.921296296,10.44601852,-0.144051412,15.57705783,6.9237372,14.63792753,72.55,18.1151125,4.794537184,14.03353474,4.736862954,-0.921296296,3,4,-1.1325,1
151,152,5.159303243,10.53361489,-1.900509259,10.53361489,-0.169200991,19.6867807,0.0,29.27585507,93.06,24.14654335,9.589074368,0.0,9.473725908,0.0,2,6,-1.9458,0
152,153,4.405689139,10.44601852,-0.921296296,10.44601852,-0.144051412,15.57705783,6.9237372,14.63792753,72.55,18.1151125,4.794537184,14.03353474,4.736862954,-0.921296296,3,4,-1.1325,1
153,154,4.375679987,10.44601852,-0.921296296,10.44601852,-0.144051412,15.57705783,6.9237372,14.63792753,72.55,18.1151125,4.794537184,14.03353474,4.736862954,-0.921296296,3,4,-1.1325,1
154,155,4.773409266,10.9803347,-0.538796296,10.9803347,-0.14244621,15.20739338,0.0,14.26826309,64.79,6.041840829,4.794537184,7.109797541,9.636772685,-0.538796296,2,5,-1.1811,1
155,156,4.741551638,11.03356859,-3.05037037,11.03356859,-0.142078059,10.05365156,0.0,17.94919712,72.47,21.84839925,13.21233417,7.109797541,10.05365156,-0.686342593,1,5,-1.454,0
156,157,4.976394785,10.8207224,-0.776466837,10.8207224,0.055769691,9.473725908,0.0,19.06280028,104.16,11.93861058,9.589074368,14.21959508,29.86845314,0.0,0,8,-1.1602,0
157,158,4.731542968,9.178981481,-1.037083333,9.178981481,-0.204651674,24.42364365,0.0,24.42364365,68.15,24.78798623,10.21305479,14.21959508,0.0,0.0,2,5,-1.3166,0
158,159,4.712994492,9.178981481,-1.037083333,9.178981481,-0.204651674,24.42364365,0.0,24.42364365,68.15,24.78798623,10.21305479,14.21959508,0.0,0.0,2,5,-1.3166,0
159,160,4.725588427,9.178981481,-1.037083333,9.178981481,-0.204651674,24.42364365,0.0,24.42364365,68.15,24.78798623,10.21305479,14.21959508,0.0,0.0,2,5,-1.3166,0
160,161,4.68728812,9.178981481,-1.037083333,9.178981481,-0.204651674,24.42364365,0.0,24.42364365,68.15,24.78798623,10.21305479,14.21959508,0.0,0.0,2,5,-1.3166,0
161,162,5.003994171,9.638888889,-3.356481481,9.638888889,0.243525832,5.207253025,0.0,13.62505001,66.4,10.02329115,8.417796984,0.0,0.0,0.0,2,4,-1.0752,0
162,163,4.915772256,10.42949074,-0.989305556,10.42949074,-0.128083253,15.52984339,6.9237372,15.00759197,69.56,12.01114612,4.794537184,6.9237372,5.316788604,0.0,3,4,-1.5243,0
163,164,4.762388085,10.39041667,-0.195740741,10.39041667,-0.124244639,10.63357721,0.0,9.589074368,58.2,0.0,9.589074368,13.97140918,10.63357721,0.0,2,4,-1.1315,0
164,165,4.629690425,10.27611111,-0.511666667,10.27611111,-0.116972742,11.46733495,5.156663257,9.423576121,108.03,5.907179729,4.794537184,0.0,14.94236545,0.0,4,6,-1.3204,2
165,166,4.529645162,10.195,-0.421666667,10.195,-0.116998221,5.733667477,0.0,4.794537184,84.66,5.907179729,4.794537184,6.327320075,15.18134214,0.0,3,5,-1.1675,1
166,167,4.527463729,9.960277778,-0.954583333,9.960277778,-0.122147684,10.84019487,0.0,14.69560176,92.42,18.54517621,9.589074368,0.0,5.733667477,-0.954583333,4,5,-1.8264,1
167,168,4.782159076,10.30888023,-0.455315334,10.30888023,0.038746374,15.78731903,0.0,9.531400138,67.59,6.031114512,4.794537184,0.0,10.21669833,-0.455315334,3,5,-1.0131,1
168,169,4.889273532,9.758194444,-0.602731481,9.758194444,0.241557126,16.15698348,0.0,9.901064579,75.35,6.031114512,4.794537184,0.0,11.05045608,-0.602731481,4,4,-1.353,1
169,170,5.201596941,10.269375,-1.41087963,10.269375,0.050243939,26.37003827,0.0,20.11411937,115.81,31.39068566,4.794537184,0.0,0.0,-0.900787037,6,6,-2.6296,1
170,171,4.461613162,10.18638889,-0.51212963,10.18638889,0.242413806,11.05045608,0.0,4.794537184,79.18,6.031114512,4.794537184,0.0,15.95036581,-0.51212963,5,5,-1.8689,1
171,172,4.885359885,10.5437963,-0.722222222,10.5437963,-0.131904455,11.46733495,18.75954929,9.589074368,86.18,17.7322655,9.589074368,0.0,0.0,0.0,4,4,-1.0168,2
172,173,4.741954657,10.80576153,-0.381064815,10.80576153,0.09496122,15.57355102,0.0,9.317632121,94.04,0.0,4.794537184,7.047671983,19.98052532,0.0,3,6,-1.1121,1
173,174,4.482913751,9.858796296,-0.351851852,9.858796296,-0.118663053,10.47053043,0.0,9.531400138,55.62,0.0,4.794537184,0.0,4.736862954,0.0,2,3,-1.1295,1
174,175,4.676580213,10.40296296,-1.025462963,10.40296296,-0.128189188,15.57705783,6.420821623,14.63792753,72.55,12.01114612,4.794537184,0.0,0.0,0.0,3,4,-1.1309,1
175,176,4.770840164,10.40296296,-1.025462963,10.40296296,-0.128189188,15.57705783,6.420821623,14.63792753,72.55,12.01114612,4.794537184,0.0,0.0,0.0,3,4,-1.1309,1
176,177,4.723588032,10.40296296,-1.025462963,10.40296296,-0.128189188,15.57705783,6.420821623,14.63792753,72.55,12.01114612,4.794537184,0.0,0.0,0.0,3,4,-1.1309,1
177,178,5.088708125,10.43902778,-0.443657407,10.43902778,-0.123345116,11.05045608,6.420821623,9.589074368,72.19,11.94902056,9.589074368,0.0,5.316788604,-0.418981481,3,4,-1.2497,1
178,179,4.781895225,10.43407407,-0.338240741,10.43407407,-0.122201149,15.78731903,0.0,9.531400138,64.35,0.0,4.794537184,0.0,5.316788604,-0.278935185,3,4,-1.5399,1
179,180,4.516363883,9.858796296,-0.351851852,9.858796296,-0.118663053,10.47053043,0.0,9.531400138,55.62,0.0,4.794537184,0.0,4.736862954,0.0,2,3,-1.1295,1
180,181,4.88012701,10.25347222,-0.532407407,10.25347222,-0.1179094,0.0,0.0,9.589074368,75.43,6.031114512,9.589074368,0.0,0.0,-0.532407407,3,5,-1.5881,1
181,182,5.131964971,3.685,0.681712963,3.685,0.674689491,10.74258,10.42677019,0.0,67.66,0.0,0.0,4.790805728,26.268032,0.0,2,6,-1.3579,0
182,183,5.288306895,10.74159722,-1.35587963,10.74159722,-0.120166554,20.63637079,6.076020107,20.11411937,89.79,31.26675088,4.794537184,0.0,11.89572429,0.0,4,5,-1.9957,0
183,184,4.716146368,10.49138889,-0.028703704,10.49138889,-0.117234098,5.733667477,17.35050739,4.794537184,86.69,0.0,4.794537184,11.60554013,15.525452,0.0,2,6,-1.1557,1
184,185,4.956988317,10.60343348,-0.840277778,10.60343348,-0.124328698,15.95036581,0.0,14.38361155,87.3,6.289710395,14.38361155,20.7712116,15.95036581,0.0,3,6,-1.3217,0
185,186,4.416184795,10.8225,-0.258171296,10.8225,-0.124805734,10.63357721,0.0,14.38361155,75.27,0.0,14.38361155,13.8474744,10.63357721,0.0,2,5,-1.1723,0
186,187,4.680441657,10.23555556,-1.25,10.23555556,-0.140562501,16.15698348,0.0,9.901064579,75.35,11.50823054,4.794537184,0.0,5.316788604,0.0,4,4,-2.194,1
187,188,4.824486588,11.51967593,-0.498240741,11.51967593,-0.146018547,15.53348694,13.8474744,9.589074368,61.44,11.81435946,9.589074368,0.0,10.63357721,0.008671816,2,5,-1.0572,0
188,189,4.886159323,9.930555556,-0.101851852,9.930555556,-0.115938949,11.46733495,0.0,4.794537184,69.11,0.0,4.794537184,0.0,0.0,0.0,4,3,-1.5271,2
189,190,5.274468805,10.07796296,-0.935185185,10.07796296,-0.12076893,16.57386235,6.9237372,9.901064579,89.34,18.05298695,4.794537184,6.9237372,0.0,-0.935185185,5,4,-1.8202,2
190,191,5.181145096,10.07796296,-0.935185185,10.07796296,-0.12076893,16.57386235,6.9237372,9.901064579,89.34,18.05298695,4.794537184,6.9237372,0.0,-0.935185185,5,4,-1.8202,2
191,192,5.12844348,9.36662037,-1.154305556,9.36662037,-0.138475066,20.42610958,7.047671983,20.42610958,84.16,24.35373999,15.31958218,0.0,0.0,-0.482962963,4,5,-2.6246,0
192,193,5.635701628,9.870963719,-1.082453704,9.870963719,-0.873678272,19.9075017,0.0,19.9075017,64.8,5.969305288,9.901064579,0.0,0.0,0.0,2,4,-3.7567,0
193,194,6.076507778,9.985324074,-1.184074074,9.985324074,-0.858086345,20.53464179,0.0,14.80097431,70.59,12.01114612,9.901064579,0.0,0.0,-0.837962963,3,4,-3.7919,1
194,195,4.542738753,10.89074074,-0.292824074,10.89074074,-0.133159934,15.37044016,0.0,9.531400138,50.36,0.0,4.794537184,0.0,10.63357721,0.0,2,4,-1.2792,0
195,196,6.158670859,9.985324074,-1.184074074,9.985324074,-0.858086345,20.53464179,0.0,14.80097431,70.59,12.01114612,9.901064579,0.0,0.0,-0.837962963,3,4,-3.7919,1
196,197,5.079499023,9.36662037,-1.154305556,9.36662037,-0.138475066,20.42610958,7.047671983,20.42610958,84.16,24.35373999,15.31958218,0.0,0.0,-0.482962963,4,5,-2.6246,0
197,198,5.101607312,10.34671296,-0.777777778,10.34671296,-0.122141763,16.15698348,0.0,9.901064579,75.35,6.041840829,4.794537184,7.047671983,5.316788604,-0.777777778,4,4,-1.948,1
198,199,5.107436848,10.34671296,-0.777777778,10.34671296,-0.122141763,16.15698348,0.0,9.901064579,75.35,6.041840829,4.794537184,7.047671983,5.316788604,-0.777777778,4,4,-1.948,1
199,200,5.282239207,9.911780045,-1.026898148,9.911780045,-0.871762908,20.53464179,0.0,14.80097431,70.59,5.969305288,9.901064579,0.0,0.0,0.0,3,4,-3.7903,1
200,201,5.313822912,10.50671296,-0.333333333,10.50671296,-0.121167481,5.733667477,0.0,4.794537184,58.36,0.0,4.794537184,0.0,5.425791397,-0.333333333,3,4,-1.7097,1
201,202,4.942198152,8.694027778,-0.111111111,8.694027778,-0.093643669,15.16017895,7.047671983,9.843390349,41.49,0.0,0.0,0.0,5.316788604,0.0,2,3,-1.0329,0
202,203,5.38118078,10.55712963,-0.440972222,10.55712963,-0.134647852,15.78731903,6.9237372,9.531400138,64.35,6.103966388,4.794537184,0.0,5.316788604,0.0,3,4,-1.1514,1
203,204,5.348791183,10.55712963,-0.440972222,10.55712963,-0.134647852,15.78731903,6.9237372,9.531400138,64.35,6.103966388,4.794537184,0.0,5.316788604,0.0,3,4,-1.1514,1
204,205,5.032988858,9.36662037,-1.154305556,9.36662037,-0.138475066,20.42610958,7.047671983,20.42610958,84.16,24.35373999,15.31958218,0.0,0.0,-0.482962963,4,5,-2.6246,0
205,206,5.432502894,9.585231481,-0.770833333,9.585231481,-0.018600643,10.423316,0.0,5.106527395,73.83,5.601050811,5.106527395,0.0,20.72753732,0.0,3,5,-1.4045,0
206,207,5.400924571,10.86426682,-0.60087963,10.86426682,-0.126449676,16.78412356,12.33872767,9.589074368,98.21,11.94902056,9.589074368,0.0,5.316788604,-0.60087963,5,5,-1.0387,2
207,208,4.974762519,8.692500709,0.25,8.692500709,0.098390787,10.21305479,0.0,10.21305479,46.94,0.0,0.0,0.0,9.799819462,0.0,2,4,-1.4114,0
208,209,4.637890052,8.624444444,-0.575231481,8.624444444,-0.112138949,15.16017895,0.0,9.843390349,41.49,6.290026729,0.0,0.0,5.316788604,0.0,2,3,-1.0754,0
209,210,5.442318279,11.03097254,-0.447909108,11.03097254,-0.124919696,10.63357721,0.0,14.38361155,87.3,6.041840829,14.38361155,6.9237372,15.95036581,-0.447909108,3,6,-1.8728,0
210,211,4.722752647,10.76363875,-0.150580121,10.76363875,0.077435848,20.68722877,0.0,9.531400138,62.39,0.0,4.794537184,0.0,15.95036581,0.095762472,3,5,-1.0962,0
211,212,4.9842103,10.65430556,-0.458333333,10.65430556,-0.125620969,16.36724469,7.047671983,4.794537184,67.15,5.538925252,4.794537184,0.0,10.63357721,0.0,4,4,-1.9669,1
212,213,4.746222716,8.331437075,0.21875,8.331437075,-0.006289226,15.16017895,0.0,9.843390349,41.49,0.0,0.0,0.0,5.316788604,0.501990741,2,3,-1.0329,0
213,214,5.408892499,10.94362765,-0.367916667,10.94362765,-0.124798801,10.05365156,0.0,14.32593732,67.43,0.0,9.589074368,0.0,10.63357721,-0.367916667,2,5,-1.3625,0
214,215,5.435153425,11.03097254,-0.447909108,11.03097254,-0.124919696,10.63357721,0.0,14.38361155,87.3,6.041840829,14.38361155,6.9237372,15.95036581,-0.447909108,3,6,-1.8728,0
215,216,5.206252772,10.4238892,-0.635409108,10.4238892,-0.118918158,16.78412356,0.0,9.589074368,98.21,11.94902056,9.589074368,18.68562215,5.316788604,-0.635409108,5,5,-1.3742,2
216,217,4.554041377,10.93441421,-0.687083333,10.93441421,-0.125700374,16.0344346,0.0,9.589074368,100.87,11.94902056,9.589074368,13.25105727,15.28474565,-0.687083333,4,6,-1.0578,1
217,218,4.296186547,11.03880433,-0.064673091,11.03880433,-0.122024463,15.53348694,14.09534397,9.589074368,61.44,0.0,9.589074368,0.0,10.63357721,0.0,2,5,-1.1997,0
218,219,4.829287487,10.93441421,-0.687083333,10.93441421,-0.125700374,16.0344346,0.0,9.589074368,100.87,11.94902056,9.589074368,13.25105727,15.28474565,-0.687083333,4,6,-1.0578,1
219,220,5.411844666,9.939212963,-1.101851852,9.939212963,-0.655005612,20.95152066,0.0,15.21785318,82.76,12.01114612,9.901064579,5.316788604,0.0,-0.587962963,4,4,-3.7432,2
220,221,4.75607715,10.72861111,-0.741319444,10.72861111,-0.14850845,15.78731903,0.0,9.531400138,64.35,5.538925252,4.794537184,7.109797541,10.05365156,0.0,3,4,-1.5399,1
221,222,5.468431562,10.94362765,-0.367916667,10.94362765,-0.124798801,10.05365156,0.0,14.32593732,67.43,0.0,9.589074368,0.0,10.63357721,-0.367916667,2,5,-1.3625,0
222,223,5.216388223,10.10643519,-0.666666667,10.10643519,-0.119797178,16.20419791,0.0,9.531400138,78.34,11.94902056,4.794537184,7.109797541,4.736862954,-0.666666667,4,4,-1.5546,2
223,224,5.190267571,10.10643519,-0.666666667,10.10643519,-0.119797178,16.20419791,0.0,9.531400138,78.34,11.94902056,4.794537184,7.109797541,4.736862954,-0.666666667,4,4,-1.5546,2
224,225,4.644884783,10.48277778,-0.642546296,10.48277778,-0.125676046,16.78412356,6.9237372,9.589074368,98.21,11.94902056,9.589074368,6.9237372,5.316788604,-0.642546296,5,5,-2.0649,2
225,226,5.401790444,10.07796296,-0.935185185,10.07796296,-0.12076893,16.57386235,6.9237372,9.901064579,89.34,18.05298695,4.794537184,6.9237372,0.0,-0.935185185,5,4,-1.8202,2
226,227,5.047903497,11.49152778,-0.784305556,11.49152778,-0.147496516,20.47696756,6.9237372,14.63792753,70.59,5.601050811,4.794537184,0.0,10.63357721,0.0,3,5,-1.5266,0
227,228,5.401105142,10.07796296,-0.935185185,10.07796296,-0.12076893,16.57386235,6.9237372,9.901064579,89.34,18.05298695,4.794537184,6.9237372,0.0,-0.935185185,5,4,-1.8202,2
228,229,5.304896953,10.58805556,-0.226435185,10.58805556,0.773775266,5.733667477,0.0,0.0,76.7,0.0,4.794537184,4.567099648,10.19736362,0.0,3,5,-1.4329,1
229,230,5.114230237,9.867546296,-0.902777778,9.867546296,-0.119499605,16.57386235,0.0,9.901064579,89.34,11.94902056,4.794537184,0.0,5.733667477,-0.902777778,5,4,-2.2087,2
230,231,5.082829847,9.867546296,-0.902777778,9.867546296,-0.119499605,16.57386235,0.0,9.901064579,89.34,11.94902056,4.794537184,0.0,5.733667477,-0.902777778,5,4,-2.2087,2
231,232,4.768651924,10.92148148,-0.868611111,10.92148148,-0.144037031,15.95036581,0.0,9.589074368,75.43,11.81435946,9.589074368,4.899909731,5.316788604,0.0,3,5,-2.0965,1
232,233,5.576235725,10.49142652,-0.265910231,10.49142652,-0.120821649,10.63357721,0.0,9.589074368,66.64,0.0,9.589074368,0.0,4.899909731,0.0,2,5,-1.3642,1
233,234,5.180002963,10.86507039,-0.356369992,10.86507039,-0.125198596,11.46733495,19.38639965,9.589074368,89.42,0.0,9.589074368,0.0,0.0,0.0,4,5,-1.331,2
234,235,4.421252457,10.39418934,-0.275,10.39418934,-0.118694018,15.78731903,0.0,9.531400138,64.35,0.0,4.794537184,0.0,5.316788604,0.130787037,3,4,-1.1498,1
235,236,4.349477836,10.39418934,-0.275,10.39418934,-0.118694018,15.78731903,0.0,9.531400138,64.35,0.0,4.794537184,0.0,5.316788604,0.130787037,3,4,-1.1498,1
236,237,5.278026472,10.80776644,-0.316064815,10.80776644,-0.119713364,10.717646,0.0,4.794537184,83.8,0.0,4.794537184,0.0,15.28474565,-0.263148148,4,5,-1.0907,1
237,238,4.741226478,10.89490741,-0.58912037,10.89490741,-0.132516444,11.05045608,0.0,9.589074368,72.19,11.82508578,9.589074368,0.0,5.316788604,0.0,3,4,-1.3497,1
238,239,4.500378668,10.41157407,-0.417824074,10.41157407,-0.130295529,15.78731903,0.0,9.531400138,64.35,6.103966388,4.794537184,0.0,5.316788604,0.0,3,4,-1.5399,1
239,240,4.514711414,10.41157407,-0.417824074,10.41157407,-0.130295529,15.78731903,0.0,9.531400138,64.35,6.103966388,4.794537184,0.0,5.316788604,0.0,3,4,-1.5399,1
240,241,4.815905501,10.54055556,-0.888888889,10.54055556,-0.122596029,16.20419791,6.420821623,9.531400138,78.34,11.44610498,4.794537184,0.0,0.0,0.0,4,4,-1.4105,2
241,242,5.315494212,10.80776644,-0.316064815,10.80776644,-0.119713364,10.717646,0.0,4.794537184,83.8,0.0,4.794537184,0.0,15.28474565,-0.263148148,4,5,-1.0907,1
242,243,4.812353115,5.237222222,0.104583333,5.237222222,0.890850521,17.20100243,0.0,0.0,116.73,0.0,0.0,0.0,14.95193556,0.0,6,6,-1.5053,3
243,244,5.75361713,10.18962963,-1.041666667,10.18962963,-0.664686509,20.95152066,0.0,15.21785318,82.76,12.01114612,9.901064579,0.0,0.0,-0.722222222,4,4,-3.6007,2
244,245,6.024576339,10.14921296,-0.997268519,10.14921296,-0.664430626,20.95152066,0.0,15.21785318,82.76,12.01114612,9.901064579,0.0,0.0,-0.367685185,4,4,-3.6007,2
245,246,5.150487259,8.95662037,-1.190972222,8.95662037,-0.184381484,25.79011262,0.0,20.05644514,95.94,24.53980033,0.0,0.0,0.0,0.0,5,5,-2.6159,1
246,247,4.751516866,10.76363875,-0.150580121,10.76363875,0.077435848,20.68722877,0.0,9.531400138,62.39,0.0,4.794537184,0.0,15.95036581,0.095762472,3,5,-1.0962,0
247,248,4.855235783,10.13925926,-0.619212963,10.13925926,0.099065322,5.733667477,0.0,4.794537184,84.66,5.907179729,4.794537184,6.327320075,15.18134214,0.0,3,5,-1.0964,1
248,249,4.701366553,11.07372638,-0.556435185,11.07372638,0.099373957,16.78412356,0.0,4.794537184,106.92,5.907179729,4.794537184,0.0,15.28474565,0.0,5,6,-1.1966,2
249,250,4.333224125,10.55712963,-0.810185185,10.55712963,-0.123443564,16.15698348,6.9237372,9.901064579,75.35,12.14580722,4.794537184,13.97140918,5.316788604,-0.810185185,4,4,-1.5595,1
