index,ln_abs_c_interface_mean,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_N,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_aldehyde,fr_allylic_oxid,fr_amide,fr_bicyclic,fr_ester,fr_ether,fr_methoxy,fr_priamide
62,4.297643978,10.64425926,-0.728333333,10.64425926,160.173,148.077,160.0847922,64,1.454545455,2,2.363636364,16.26666889,6.344950107,-0.138617009,3.612102615,155.9063854,8.853371151,6.548167227,6.548167227,5.074586063,3.25559913,3.25559913,2.138170497,2.138170497,0.991321254,0.991321254,0.434212924,0.434212924,-1.1,206.0149433,9.9,4.675103106,4.323324151,64.78096392,15.7401046,0,0,0,0,11.81435946,9.589074368,0,0,0,0,6.9237372,13.59242839,6.103966388,14.69560176,11.81435946,0,10.63357721,0,13.02770359,13.59242839,0,0,10.63357721,0,0,0,36.61728163,9.589074368,0,6.9237372,0,0,78.43,17.91832585,9.589074368,6.544756406,0,0,13.97140918,0,0,10.63357721,5.106527395,0,0,21.16379157,13.09697184,0,-1.431435185,0,-0.635549887,1.607523621,1.365364701,11,3,5,0,0,0,0,3,3,5,2,0,0,0,-1.7706,38.7572,1,1,0,2,2,0,2,0,1,0,0,2,0,0,0,0,0
63,4.137229172,10.40916667,-0.26912037,10.40916667,130.147,120.067,130.0742276,52,1.111111111,1.444444444,1.666666667,16.16044805,5.960213899,-0.128222638,3.471317626,108.1264024,7.276020882,5.523603362,5.523603362,4.201907263,2.615355072,2.615355072,1.523129366,1.523129366,0.878791798,0.878791798,0.322602435,0.322602435,-1.06,84.36491017,7.94,3.884108522,3.516368876,53.62178805,10.63357721,6.420821623,0,11.81435946,0,0,9.589074368,0,0,0,0,0,14.09534397,0,9.589074368,11.81435946,0,10.63357721,0,6.420821623,14.09534397,0,0,10.63357721,0,0,0,25.90970342,9.589074368,0,6.420821623,0,0,58.2,0,9.589074368,18.23518108,0,0,14.09534397,0,0,10.63357721,0,0,0,20.81833333,4.660833333,0,-0.538240741,0,-0.090277778,0,2.982685185,9,2,4,0,0,0,0,2,2,4,2,0,0,0,-1.1315,32.7504,0,0,0,2,2,0,2,0,0,0,0,2,0,0,0,0,0
64,4.328561331,10.48769322,-0.332034203,10.48769322,160.177,148.081,160.0960256,64,1,1.363636364,1.636363636,16.16669713,5.755707581,0.236387256,3.270375395,131.4178439,8.690234444,6.523603362,6.523603362,5.201907263,3.115355072,3.115355072,1.688578376,1.688578376,0.952015103,0.952015103,0.381528,0.381528,-1.46,242.1673463,9.54,5.334623982,5.008384075,64.72151242,21.26715442,0,0,0,0,12.06222902,0,9.589074368,0,0,0,0,14.09534397,6.668691189,9.589074368,12.06222902,0,21.26715442,0,0,20.76403515,0,0,21.26715442,9.589074368,0,0,32.82626418,0,0,0,0,0,82.26,0,9.589074368,18.73092021,0,0,14.09534397,0,0,21.26715442,0,0,0,20.97538643,9.421025605,0,0,-0.664068405,0,0.110462963,2.990526738,11,4,6,0,0,0,0,2,4,6,2,0,0,0,-1.1981,40.0498,0,0,0,2,2,0,4,0,0,0,0,4,0,0,0,0,0
65,5.172105298,10.67250378,-1.726898148,10.67250378,176.172,164.076,176.0797069,70,1,1.25,1.416666667,16.34602415,5.898177356,-0.144954595,4.178103015,162.3868988,9.723614639,6.86562431,6.86562431,5.54011122,3.335329672,3.335329672,2.11817616,2.11817616,1.329128609,1.329128609,0.582534488,0.582534488,-1.14,358.7532296,10.86,4.680178547,2.478798331,69.57519767,20.846632,0,12.20793278,0,11.81435946,0,9.589074368,0,0,0,0,0,14.09534397,0,19.80212916,11.81435946,0,10.63357721,0,12.20793278,14.09534397,0,0,10.63357721,0,0,0,48.33069099,9.589074368,0,0,0,0,98.66,24.02229223,9.589074368,0,0,0,14.09534397,0,0,10.63357721,10.21305479,0,0,21.34500756,22.12105631,0,-1.599814815,0,-3.453796296,0,2.587547241,12,4,6,0,0,0,0,4,4,6,3,0,0,0,-2.7998,40.147,2,2,0,2,2,0,2,0,2,0,0,2,0,0,0,0,0
66,4.841273338,10.52935185,-0.587962963,10.52935185,133.147,122.059,133.0738932,54,1.888888889,2.444444444,2.555555556,16.52590634,5.751246595,-0.143474667,3.643756448,90.20389705,7.276020882,5.548167227,5.548167227,4.256748817,2.618322907,2.618322907,1.546994917,1.546994917,1.016738159,1.016738159,0.425932721,0.425932721,-0.61,91.36757728,8.39,4.286691532,2.434954129,53.81818275,15.16017895,6.041840829,0,0,0,5.969305288,4.794537184,0,0,0,0,7.047671983,0,13.71667951,14.63792753,5.969305288,0,5.316788604,0,6.041840829,20.76435149,0,0,5.316788604,0,0,0,37.882025,9.531400138,0,0,0,0,58.56,12.01114612,4.794537184,6.606881965,0,0,7.109797541,7.047671983,0,10.05365156,5.106527395,4.332685185,0,10.52935185,11.04208333,0,-0.444444444,-0.587962963,0,-0.232962963,2.86125,9,2,4,0,0,0,0,4,2,4,3,0,0,0,-1.2603,31.9495,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0
67,4.991501606,10.75782407,-1.377314815,10.75782407,175.14,166.068,175.0480724,68,1.25,1.666666667,1.916666667,16.54508609,6.000748168,-0.155590333,4.305315635,174.3774663,9.560477932,6.695941991,6.695941991,5.66743242,3.023395961,3.023395961,1.763849977,1.763849977,1.108481496,1.108481496,0.53605145,0.53605145,-1.59,391.1023867,10.41,5.112229313,2.567880776,68.82548054,14.79051451,0,0,12.45193614,0,11.93861058,4.794537184,9.589074368,0,0,0,0,0,14.21959508,23.85733746,18.34870588,0,5.316788604,0,6.041840829,14.21959508,0,0,5.316788604,0,0,0,38.61014179,23.85733746,0,0,0,0,81.7,17.98045141,14.38361155,6.410095306,0,14.21959508,0,0,5.316788604,9.473725908,0,8.453425926,0,31.44500756,1.954351852,0,-1.733425926,-1.377314815,0.220740741,0,2.20388133,12,1,6,0,0,0,0,5,1,6,4,0,0,0,-1.553,37.0197,0,0,0,3,3,0,1,0,0,0,0,1,0,2,2,2,0
68,4.712310149,10.60361111,-1.241319444,10.60361111,131.131,122.059,131.0582431,52,1.777777778,2.333333333,2.444444444,16.54116831,5.805448937,-0.166958111,2.485685096,130.164797,6.905777394,5.177923739,5.177923739,4.188487257,2.704316941,2.704316941,2.12671957,2.12671957,1.400248212,1.400248212,0.69612208,0.69612208,-0.61,83.21014275,6.509189511,1.965638012,0.906451828,52.8123516,15.16017895,0,5.601050811,0,0,5.969305288,0,4.794537184,0,0,0,0,13.08951281,7.109797541,14.63792753,5.969305288,0,5.316788604,0,5.601050811,20.19931035,0,0,5.316788604,0,0,0,36.87619385,9.531400138,0,0,0,0,58.56,11.5703561,4.794537184,0,13.08951281,0,7.109797541,0,0,10.05365156,5.106527395,4.328194444,0,10.60361111,11.90759259,-1.241319444,-0.554398148,0,0,0.610462963,1.262523148,9,2,4,1,1,0,0,4,2,4,1,1,1,1,-1.5063,29.8355,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0
69,5.196487848,10.65861489,-1.678287037,10.65861489,177.156,166.068,177.0637225,70,1.25,1.666666667,2,16.54340174,5.853464236,-0.158223344,4.178103015,160.7772583,9.723614639,6.812257565,6.812257565,5.54011122,3.135208987,3.135208987,2.016940211,2.016940211,1.256186747,1.256186747,0.532337018,0.532337018,-1.14,358.7532296,10.86,4.680178547,2.478798331,69.24822071,20.31392078,6.041840829,6.103966388,0,0,11.93861058,4.794537184,4.794537184,0,0,0,0,0,14.21959508,24.16932767,11.93861058,0,0,5.733667477,12.14580722,14.21959508,0,0,5.733667477,0,0,0,43.41054027,19.06280028,0,0,0,0,98.85,24.08441779,9.589074368,0,0,14.21959508,0,0,0,9.473725908,10.84019487,8.347150416,0,21.27222978,8.987361111,5.122361111,-1.832592593,-1.400509259,-1.678287037,0,2.18228647,12,3,6,0,0,0,0,6,2,6,3,0,0,0,-1.9794,38.0142,1,1,0,2,2,0,0,1,0,0,0,0,0,2,2,2,0
70,5.179569548,10.65861489,-1.678287037,10.65861489,177.156,166.068,177.0637225,70,1.25,1.666666667,2,16.54340174,5.853464236,-0.158223344,4.178103015,160.7772583,9.723614639,6.812257565,6.812257565,5.54011122,3.135208987,3.135208987,2.016940211,2.016940211,1.256186747,1.256186747,0.532337018,0.532337018,-1.14,358.7532296,10.86,4.680178547,2.478798331,69.24822071,20.31392078,6.041840829,6.103966388,0,0,11.93861058,4.794537184,4.794537184,0,0,0,0,0,14.21959508,24.16932767,11.93861058,0,0,5.733667477,12.14580722,14.21959508,0,0,5.733667477,0,0,0,43.41054027,19.06280028,0,0,0,0,98.85,24.08441779,9.589074368,0,0,14.21959508,0,0,0,9.473725908,10.84019487,8.347150416,0,21.27222978,8.987361111,5.122361111,-1.832592593,-1.400509259,-1.678287037,0,2.18228647,12,3,6,0,0,0,0,6,2,6,3,0,0,0,-1.9794,38.0142,1,1,0,2,2,0,0,1,0,0,0,0,0,2,2,2,0
71,4.909645076,9.528148148,-1.052962963,9.528148148,192.211,176.083,192.0997736,78,1.307692308,1.923076923,2.384615385,16.69517076,4.857043431,-0.279832505,2.65939048,142.6133759,10.00807169,7.751995495,7.751995495,6.112590865,4.26691251,4.26691251,3.301503202,3.301503202,2.475063342,2.475063342,1.472917724,1.472917724,-0.2,791.423182,10.878125,4.34399697,2.000692042,76.89780639,24.79330809,6.103966388,6.290026729,0,0,0,0,0,0,0,6.9237372,0,13.02770359,18.81481474,24.79330809,0,0,0,5.917906046,31.52566309,13.71667951,0,0,0,0,0,0,53.63818758,9.473725908,5.917906046,6.9237372,0,0,79.15,24.60192589,10.21305479,12.52478801,0,0,7.109797541,6.9237372,0,0,14.5802533,10.00833333,0,0,27.87316043,0,-0.29962963,0,-3.314490741,1.519305556,1.379987717,13,3,5,1,1,0,0,5,3,5,2,1,1,1,-1.2921,43.9334,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
72,4.938041866,9.528148148,-1.052962963,9.528148148,192.211,176.083,192.0997736,78,1.307692308,1.923076923,2.384615385,16.69517076,4.857043431,-0.279832505,2.65939048,142.6133759,10.00807169,7.751995495,7.751995495,6.112590865,4.26691251,4.26691251,3.301503202,3.301503202,2.475063342,2.475063342,1.472917724,1.472917724,-0.2,791.423182,10.878125,4.34399697,2.000692042,76.89780639,24.79330809,6.103966388,6.290026729,0,0,0,0,0,0,0,6.9237372,0,13.02770359,18.81481474,24.79330809,0,0,0,5.917906046,31.52566309,13.71667951,0,0,0,0,0,0,53.63818758,9.473725908,5.917906046,6.9237372,0,0,79.15,24.60192589,10.21305479,12.52478801,0,0,7.109797541,6.9237372,0,0,14.5802533,10.00833333,0,0,27.87316043,0,-0.29962963,0,-3.314490741,1.519305556,1.379987717,13,3,5,1,1,0,0,5,3,5,2,1,1,1,-1.2921,43.9334,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
73,4.940085514,9.528148148,-1.052962963,9.528148148,192.211,176.083,192.0997736,78,1.307692308,1.923076923,2.384615385,16.69517076,4.857043431,-0.279832505,2.65939048,142.6133759,10.00807169,7.751995495,7.751995495,6.112590865,4.26691251,4.26691251,3.301503202,3.301503202,2.475063342,2.475063342,1.472917724,1.472917724,-0.2,791.423182,10.878125,4.34399697,2.000692042,76.89780639,24.79330809,6.103966388,6.290026729,0,0,0,0,0,0,0,6.9237372,0,13.02770359,18.81481474,24.79330809,0,0,0,5.917906046,31.52566309,13.71667951,0,0,0,0,0,0,53.63818758,9.473725908,5.917906046,6.9237372,0,0,79.15,24.60192589,10.21305479,12.52478801,0,0,7.109797541,6.9237372,0,0,14.5802533,10.00833333,0,0,27.87316043,0,-0.29962963,0,-3.314490741,1.519305556,1.379987717,13,3,5,1,1,0,0,5,3,5,2,1,1,1,-1.2921,43.9334,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
74,4.700114815,10.95784061,-1.159583333,10.95784061,190.195,176.083,190.0841235,76,1.461538462,2.076923077,2.538461538,16.68733717,5.787611701,-0.246717445,2.638670562,192.9734076,10.00807169,7.63567992,7.63567992,6.074586063,4.085773296,4.085773296,3.135754621,3.135754621,2.235537183,2.235537183,1.35998789,1.35998789,-0.49,732.5605088,10.58993605,4.146755826,2.054401708,76.26509474,19.6867807,11.88721133,6.290026729,0,0,0,4.794537184,0,0,0,0,6.9237372,7.109797541,18.6287544,24.48131788,5.783244946,0,0,5.917906046,25.4216967,13.71667951,0,0,0,0,0,0,48.21093875,14.26826309,5.917906046,6.9237372,0,0,75.99,24.41586555,15.00759197,12.39012691,0,0,14.03353474,0,0,0,9.473725908,9.788998488,0,10.95784061,18.88310185,0,-0.844904573,0,-3.102361111,1.4475822,1.369742536,13,2,5,1,1,0,0,5,2,5,2,1,1,1,-1.0839,42.9336,2,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0
75,5.359638107,10.81439815,-3.52337963,10.81439815,190.18,184.132,190.0048277,66,1.25,1.833333333,2.25,32.22775459,7.901810714,0.59652619,3.592494547,466.419772,9.353371151,6.118591722,6.935088302,5.392865416,2.931304329,4.822715867,2.22412878,4.208286239,1.135121991,2.153978356,0.646012844,1.245220216,-1.37,311.7381809,8.724073377,2.593363416,1.816667192,67.18408378,0,5.025959979,9.837253136,0,5.559266895,5.689743398,14.76249423,13.21233417,0,0,0,0,12.32213625,0,8.417796984,9.837253136,0,9.967957042,0,5.025959979,6.255769184,26.90445173,0,11.24901029,0,0,0,24.64152321,9.837253136,0,0,20.68140142,0,99.86,21.08626343,18.00687135,5.025959979,0,12.32213625,0,0,9.967957042,0,0,21.6287963,0,25.04050926,-0.378472222,-1.5675,0,0.816203704,0.900509259,0,-3.52337963,12,2,6,0,0,1,1,4,2,7,1,0,0,1,-1.5333,40.7932,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
76,5.051415087,10.89289352,-1.136643519,10.89289352,177.2,162.08,177.100108,72,1.5,1.916666667,2.166666667,16.28828158,5.802761711,-0.131074081,4.117589426,153.4853656,9.776020882,7.241452909,7.241452909,5.448506166,3.667910752,3.667910752,3.042112177,3.042112177,1.50236801,1.50236801,0.530931263,0.530931263,-0.65,301.6187148,11.35,4.393997135,3.165780209,71.02298925,20.63637079,6.103966388,0,5.907179729,0,0,4.794537184,0,0,0,0,13.8474744,0,18.75268918,20.11411937,5.907179729,0,5.316788604,0,25.49036604,13.21376393,0,0,5.316788604,0,0,0,46.08341748,4.794537184,0,13.8474744,0,0,89.79,17.55007137,4.794537184,13.21376393,0,0,13.8474744,0,0,5.316788604,15.31958218,0,0,10.89289352,28.62238568,-1.061435185,-0.610555556,0,-1.136643519,2.043355064,0,12,4,5,0,0,0,0,4,4,5,4,0,0,0,-1.7733,42.4001,3,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
77,4.189966046,10.5750463,-1.001157407,10.5750463,147.174,134.07,147.0895433,60,1.5,2,2.3,16.28498697,5.794167869,-0.128368627,3.403753306,111.5605563,8.14626437,6.164482801,6.164482801,4.53658126,3.175699279,3.175699279,2.270146446,2.270146446,0.951147215,0.951147215,0.39600347,0.39600347,-0.61,111.0417522,9.39,4.244433587,4.286691532,59.86381339,15.52984339,6.103966388,0,5.907179729,0,0,4.794537184,0,0,0,0,13.8474744,6.544756406,6.103966388,15.00759197,5.907179729,0,5.316788604,0,26.05540717,6.544756406,0,0,5.316788604,0,0,0,34.8729237,4.794537184,0,13.8474744,0,0,69.56,18.1151125,4.794537184,6.544756406,0,0,6.9237372,6.9237372,0,5.316788604,10.21305479,0,0,10.5750463,19.66937642,0,-0.4575,0,-1.568101852,3.114512472,0,10,3,4,0,0,0,0,3,3,4,3,0,0,0,-1.1358,36.3713,2,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
78,5.087211956,9.916666667,-1.787222222,9.916666667,192.211,176.083,192.0997736,78,1.230769231,1.692307692,1.846153846,16.66343525,5.126989998,-0.18538588,3.10996306,212.5799258,10.49156383,7.981559723,7.981559723,5.688487257,4.103695182,4.103695182,4.078914654,4.078914654,3.169652895,3.169652895,1.442836318,1.442836318,-0.2,498.5961797,10.878125,2.647645429,1.120675606,76.57849491,25.16297253,16.80315243,6.290026729,0,0,0,0,0,0,0,0,20.7712116,0,6.606881965,25.16297253,0,0,0,0,43.86439076,6.606881965,0,0,0,0,0,0,50.12617071,4.736862954,0,20.7712116,0,0,90.15,29.70006113,15.31958218,0,0,0,20.7712116,0,0,0,9.843390349,4.934027778,0,0,37.95768519,-4.838726852,0,0,-1.500324074,3.530671296,0,13,4,5,1,1,0,0,5,4,5,1,1,1,1,-1.412,43.8302,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
79,5.258427051,11.18481481,-0.58625,11.18481481,181.151,174.095,181.0487411,68,1.461538462,2.153846154,2.846153846,16.25695427,5.811029018,0.480755869,3.178460986,574.6607844,9.585421959,6.788274041,6.788274041,6.109060905,3.603632548,3.603632548,2.715816047,2.715816047,1.92612194,1.92612194,1.235773066,1.235773066,-1.98,1173.006844,7.657871988,2.253511462,0.882766347,71.45371559,10.09050592,16.78291327,0,0,5.559266895,5.689743398,14.34561535,4.794537184,0,0,0,0,13.24451555,0,5.106527395,11.03340144,0,14.53505669,7.047671983,0,0,27.03492823,5.749511833,11.24901029,0,5.749511833,0,19.64158408,7.047671983,0,0,15.78591794,11.03340144,90.88,11.24901029,14.69560176,11.13573605,5.647177221,0,17.8116152,0,0,9.967957042,0,1.218703704,0,26.96462113,9.339915911,-0.789398148,-0.160324074,0,1.263240741,0,1.496574074,13,3,6,0,0,2,2,4,3,6,0,0,0,2,-0.7395,45.8252,0,0,3,0,0,1,2,0,0,0,0,0,1,0,0,0,0
80,4.129077278,10.77325728,-0.618132559,10.77325728,174.2,160.088,174.1004423,70,1.333333333,2,2.5,16.46146506,6.344840003,-0.138417036,3.376633535,158.7304781,9.397341225,7.346065215,7.346065215,5.718744015,3.708725106,3.708725106,2.181377656,2.181377656,1.244086351,1.244086351,0.612235337,0.612235337,-1.1,412.3600514,10.9,6.600277754,4.675103106,71.46521751,15.37044016,0,0,0,0,11.81435946,9.589074368,0,0,0,0,6.420821623,27.30910789,0,14.32593732,11.81435946,0,10.63357721,0,6.420821623,27.30910789,0,0,10.63357721,0,0,0,39.12346735,14.32593732,0,6.420821623,0,0,67.43,11.81435946,9.589074368,0,19.57245999,0,7.047671983,7.109797541,0,10.63357721,4.736862954,4.758590561,0,21.39437177,4.660585632,0,-1.221277872,0,0.707573696,1.035830735,2.997658809,12,2,5,0,0,0,0,3,2,5,4,0,0,0,-1.1149,43.5694,0,0,0,2,2,0,2,0,1,0,0,2,0,0,1,1,0
81,4.095594893,10.67018896,-0.637867536,10.67018896,160.173,148.077,160.0847922,64,1.363636364,2,2.454545455,16.46222916,6.344872299,-0.138496902,3.444530849,146.7628219,8.690234444,6.638958434,6.638958434,5.218744015,3.208725106,3.208725106,1.827824266,1.827824266,1.025034161,1.025034161,0.460433747,0.460433747,-1.1,245.8273534,9.9,5.667268646,4.323324151,65.1002754,15.37044016,0,0,0,0,11.81435946,9.589074368,0,0,0,0,0,20.70222593,6.606881965,14.32593732,11.81435946,0,10.63357721,0,0,27.30910789,0,0,10.63357721,0,0,0,39.12346735,14.32593732,0,0,0,0,67.43,11.81435946,9.589074368,0,13.15163837,0,14.15746952,0,0,15.37044016,0,4.659176351,0,21.21219624,4.558145077,0,-1.272543462,0,0,0.755444067,2.92091506,11,2,5,0,0,0,0,3,2,5,3,0,0,0,-1.505,38.9524,0,0,0,2,2,0,2,0,1,0,0,2,0,0,1,1,0
82,4.837442923,10.29514952,-0.475470522,10.29514952,159.189,146.085,159.1007767,64,1.545454545,2.181818182,2.727272727,16.47753015,5.708961774,0.035705359,2.092513389,133.7890853,8.104448007,6.376594352,6.376594352,5.2876937,3.622386238,3.622386238,2.429547773,2.429547773,1.580599448,1.580599448,0.948999496,0.948999496,-0.81,349.029098,8.288135427,4.148354896,3.197171117,65.48278433,15.78731903,0,0,0,0,6.031114512,4.899909731,4.794537184,0,0,0,0,13.08951281,19.88245512,9.531400138,6.031114512,0,10.21669833,5.733667477,0,32.97196793,0,0,11.05045608,4.794537184,0,0,43.90299217,4.736862954,0,0,0,0,67.59,6.031114512,4.794537184,0,6.668691189,26.30327674,0,0,0,10.21669833,10.47053043,5.120887188,0,12.37278841,2.524444444,4.901658872,0,-0.475470522,0,3.722358277,0,11,3,5,1,1,0,0,3,2,5,2,1,1,1,-1.0556,39.9781,0,0,0,1,1,1,1,1,0,0,0,2,0,0,1,0,1
83,5.49167666,10.54736111,-1.116898148,10.54736111,158.157,148.077,158.0691422,62,1.363636364,1.909090909,2.181818182,16.36810908,5.791378417,-0.683555528,2.468979578,172.2664171,8.43072142,5.948359511,5.948359511,5.109060905,3.461561087,3.461561087,2.704191024,2.704191024,1.921491072,1.921491072,1.265503891,1.265503891,-1.1,346.7113537,8.001010101,2.874846022,1.676076896,63.56516128,20.95152066,6.041840829,6.041840829,0,5.907179729,0,4.794537184,0,0,0,0,0,12.84164325,5.969305288,20.01239037,11.87648502,0,0,5.733667477,24.9253249,0,0,0,16.15698348,0,0,0,23.96016668,9.589074368,0,12.84164325,0,0,99.83,17.91832585,14.69560176,6.041840829,12.84164325,0,5.316788604,0,0,0,5.733667477,0,0,20.82261338,11.73127079,4.976578798,-1.56712963,-0.967222222,1.003888889,0,0,11,4,5,1,1,0,0,3,2,5,2,1,1,1,-3.684,32.9368,0,0,0,2,2,0,0,2,0,0,0,1,0,0,0,0,1
84,5.131059164,11.00685185,-0.590277778,11.00685185,182.179,172.099,182.0691422,70,1,1.384615385,1.692307692,16.51051294,5.880849112,-0.130050446,2.304370081,271.7642646,9.585421959,6.843547025,6.843547025,6.109060905,4.03435335,4.03435335,3.306518877,3.306518877,2.55658801,2.55658801,1.986334761,1.986334761,-1.36,1343.013263,8.24787534,2.56337845,1.03966407,74.70895131,16.20419791,0,0,11.81435946,0,0,9.589074368,0,0,0,12.15204021,0,0,24.04374487,14.32593732,11.81435946,0,0,23.30314705,12.20793278,0,12.15204021,0,11.46733495,0,0,0,24.02229223,14.32593732,11.83581209,0,12.15204021,0,95.41,23.65017155,9.589074368,12.20793278,0,0,0,12.15204021,0,0,16.20419791,5.307314815,0,22.0137037,0,10.3037037,-2.234907407,0,2.776851852,0,0,13,4,5,2,2,0,0,3,2,5,2,1,1,2,-1.4734,43.1698,0,0,0,2,2,0,0,2,0,0,0,2,2,0,1,0,2
85,4.97760811,11.45324074,-0.368055556,11.45324074,180.163,172.099,180.0534921,68,1.153846154,1.615384615,2.076923077,16.51148167,6.055530594,-0.14215269,2.076338491,308.2808407,9.162772228,6.713410351,6.713410351,6.198377303,4.162415566,4.162415566,3.548258647,3.548258647,2.94469722,2.94469722,2.326656447,2.326656447,-1.2,2070.435319,7.227221172,1.995290859,0.652563902,74.09319915,4.736862954,0,0,0,11.81435946,0,9.589074368,10.85158279,0,0,12.15204021,0,0,24.04374487,14.32593732,11.81435946,0,5.008912524,17.67848236,12.20793278,0,12.15204021,0,5.84267027,0,0,0,29.03120476,14.32593732,11.83581209,0,12.15204021,0,72.63,0,9.589074368,35.85810433,0,5.008912524,0,0,12.15204021,0,10.57953322,5.393425926,0,22.90648148,0.727037037,0,3.95287037,0,3.186851852,0,0,13,2,5,3,3,0,0,4,1,5,0,2,2,3,-1.2015,40.8214,0,0,0,2,2,1,0,1,0,0,0,2,5,0,1,0,0
86,5.096688482,3.962592593,0.653333333,3.962592593,164.172,156.108,164.0810443,62,0.666666667,1,1.25,15.49772055,5.388076144,0.842488642,1.860731517,256.4115495,7.966255326,6.511708698,6.511708698,5.93265299,4.006551851,4.006551851,2.974096319,2.974096319,1.917883492,1.917883492,0.971867651,0.971867651,-1.46,2381.401197,6.100174904,2.024159152,0.955636522,69.21467567,9.799819462,0,0,0,11.89667856,0,0,0,0,20.39472723,0,0,26.17902562,0,0,11.89667856,0,20.39472723,0,0,35.97884509,0,0,9.799819462,11.89667856,0,0,46.57375286,0,0,0,0,0,57.58,0,0,0,11.89667856,26.17902562,0,0,9.799819462,20.39472723,0,0,0,4.039705215,15.85037037,0,1.306666667,0,0,4.136591081,0,12,0,6,2,2,1,1,6,0,6,2,2,2,3,-1.0934,42.048,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0
87,4.645041534,3.796111111,0.798611111,3.796111111,125.135,118.079,125.0701452,48,1.555555556,2.555555556,3.444444444,15.54970877,4.82325571,0.464004103,2.390967371,183.9778411,6.104448007,4.910174726,4.910174726,4.466326495,2.924101533,2.924101533,1.995031937,1.995031937,1.389563801,1.389563801,0.908693667,0.908693667,-0.97,254.26899,4.866880633,1.766276516,0.692188294,52.05369705,5.316788604,0,5.824404498,0,0,0,0,4.681802935,0,5.098681808,0,10.42677019,6.544756406,13.08951281,0,0,0,25.52404354,0,13.08951281,6.544756406,5.824404498,0,5.316788604,0,0,0,26.75201134,13.08951281,0,5.824404498,0,0,55.63,0,0,0,0,25.45867372,0,0,4.681802935,20.8422406,0,1.815972222,0,0,14.25888889,0,0.931712963,0,0,2.660092593,0,9,1,5,1,1,1,1,5,1,5,0,0,0,2,-1.2237,29.5237,0,0,4,0,0,4,1,0,0,0,0,0,1,0,0,0,0
88,4.589762763,3.0625,0.9375,3.0625,87.126,78.054,87.07964729,36,0.666666667,1,1.166666667,15.2470691,4.48690529,0.44309471,2,21.509775,4.242640687,3.621320344,3.621320344,3,2.121320344,2.121320344,1.280330086,1.280330086,0.75,0.75,0.452665043,0.452665043,-0.12,34.39946188,4.050068027,2.124851682,0.930812162,37.11289065,0,0,0,0,0,0,15.95036581,0,0,0,0,0,20.00607357,0,0,0,0,15.95036581,0,0,20.00607357,0,0,15.95036581,0,0,0,20.00607357,0,0,0,0,0,36.09,0,0,0,0,20.00607357,0,0,0,15.95036581,0,0,0,0,9.1875,0,0,0,0,2.8125,0,6,3,3,1,1,0,0,3,3,3,0,1,1,1,-1.3587,24.0081,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
