index,ln_abs_c_interface_mean,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_N,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_aldehyde,fr_allylic_oxid,fr_amide,fr_bicyclic,fr_ester,fr_ether,fr_methoxy,fr_priamide
11,4.486751655,1.62037037,1.155648148,1.62037037,192.346,168.154,192.1878008,80,0.428571429,0.714285714,1,14.43436487,4.889400111,0.051981452,1.68248843,154.2149912,9.380468889,9.380468889,9.380468889,6.93265299,6.93265299,6.93265299,6.080637243,6.080637243,5.343990882,5.343990882,4.587856261,4.587856261,0,3255.128956,9.2421875,3.867768595,1.613333333,88.46600505,0,0,0,0,0,0,0,0,0,0,51.36657298,36.51326743,0,0,0,0,0,0,23.67162418,64.20821623,0,0,0,0,0,0,0,0,0,23.67162418,64.20821623,0,0,0,0,0,0,0,23.67162418,0,64.20821623,0,0,0,0,0,0,0,0,4.622592593,0,15.71074074,0,0,14,0,0,0,3,0,0,0,0,0,0,0,3,3,4.393,60.13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
12,4.282630504,2.195324074,1.370324074,2.195324074,190.292,184.244,189.9910922,58,0.666666667,1.166666667,1.666666667,32.13596311,7.251514329,1.975907495,2.710366735,481.0132858,7.966255326,6.280598196,7.913591358,5.949489743,3.78435335,5.543658972,2.743466347,4.575698503,2.040040768,4.064638342,1.449461415,3.433711933,-0.86,1629.881468,6.633922145,2.312312248,0.764798133,78.07545872,0,0,0,0,0,0,0,0,0,22.67357176,12.13273414,33.66530811,0,9.399839833,0,42.84586002,0,0,0,0,0,35.02559381,0,0,0,0,22.67357176,0,0,0,0,35.02559381,20.17228826,0,0,0,0,0,0,20.17228826,0,22.67357176,35.02559381,0,2.865740741,3.663703704,0,7.053796296,0,0,8.750092593,0,0,0,12,0,0,0,0,2,3,2,0,2,0,0,0,3,4.116,57.208,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
13,4.234671669,3.348131929,0.771857521,3.348131929,198.309,180.165,198.1408506,78,1.133333333,1.8,2.4,14.21267225,5.214425223,0.517218217,2.029708305,356.2846008,10.5102254,9.369879009,9.369879009,7.398178148,5.838987503,5.838987503,4.221523389,4.221523389,3.208590675,3.208590675,2.373260484,2.373260484,-1.26,4114.200669,10.26433036,4.999959065,2.607453436,92.33084493,0,0,0,0,0,0,0,0,0,5.731218591,30.33183534,55.73750587,0,0,0,0,0,0,0,38.52492974,0,53.27563006,0,0,0,0,0,0,0,0,44.08838123,47.71217857,0,0,0,0,0,0,5.917906046,36.81984251,0,6.076020107,42.98679113,0,0,0,0,0,6.363603395,0.771857521,10.90359001,7.07574641,2.051869331,0,15,0,0,0,1,0,1,0,0,0,1,0,1,2,4.4456,64.921,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,5.42539223,10.26828704,-0.975138889,10.26828704,128.131,120.067,128.0585775,50,1.666666667,2.222222222,2.555555556,16.18734233,6.339457893,-0.136666032,3.508405122,141.8934211,7.276020882,4.885410682,4.885410682,4.180739213,2.366973397,2.366973397,1.36295089,1.36295089,0.630748823,0.630748823,0.251981915,0.251981915,-1.32,80.20139956,7.68,3.653849826,3.278802395,52.72221353,11.05045608,0,0,0,0,11.81435946,9.589074368,0,0,6.578935684,6.076020107,0,6.544756406,0,9.589074368,11.81435946,0,5.316788604,5.733667477,0,6.544756406,12.65495579,0,11.05045608,0,0,0,18.35911586,9.589074368,0,0,12.65495579,0,72.19,11.81435946,9.589074368,6.544756406,0,0,6.076020107,0,0,17.62939176,0,0,0,20.24931784,2.200231481,4.591472978,-1.757638889,0,1.459166667,3.590783258,0,9,3,4,0,0,0,0,2,2,4,2,0,0,0,-1.2261,32.4011,0,0,0,2,2,0,1,1,0,0,0,2,0,0,0,0,1
15,5.088760411,10.31517621,-1.548472222,10.31517621,193.199,178.079,193.0950226,78,1.307692308,1.846153846,2.153846154,16.37509695,5.582584733,-0.119477815,4.206137731,153.818328,10.43072142,7.2909608,7.2909608,6.078116023,3.856783454,3.856783454,2.681648125,2.681648125,1.779074453,1.779074453,0.867332912,0.867332912,-0.53,606.7749387,12.47,6.005092742,3.370369888,75.81722301,30.53743537,24.59805969,0,0,0,0,0,0,0,0,0,7.047671983,0,12.64872279,25.22064676,6.286160523,0,5.316788604,0,24.35373999,13.65455395,0,0,5.316788604,0,0,0,64.72056404,4.794537184,0,0,0,0,110.02,30.96062196,9.901064579,0,6.286160523,0,7.047671983,0,0,5.316788604,15.31958218,0,0,10.31517621,38.24913029,0,0,-0.961851852,-4.026910431,-0.673097128,1.430886243,13,5,6,0,0,0,0,6,5,6,6,0,0,0,-3.1517,44.0179,4,4,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
16,4.863707912,9.536296296,-1.222222222,9.536296296,104.105,96.041,104.0473441,42,1.571428571,2,2,16.33226979,5.557323393,-0.118917718,3.329976598,59.95524698,5.86180732,4.034726289,4.034726289,3.180739213,1.996116976,1.996116976,1.367278672,1.367278672,0.633679734,0.633679734,0.113703839,0.113703839,-0.41,27.9770933,6.59,2.711854283,2.305563506,41.58406698,15.00759197,6.103966388,6.286160523,0,0,0,0,0,0,0,0,6.9237372,0,6.103966388,15.00759197,6.286160523,0,0,0,19.13166998,0,0,0,0,0,0,0,28.70714809,4.794537184,0,6.9237372,0,0,57.53,12.20793278,4.794537184,0,6.286160523,0,6.9237372,0,0,0,10.21305479,0,0,9.536296296,16.65675926,0,0,0,-1.872685185,1.346296296,0,7,2,3,0,0,0,0,3,2,3,2,0,0,0,-1.073,23.7516,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
17,4.993501224,8.313013039,-0.36375,8.313013039,132.167,120.071,132.101111,54,1.777777778,2.444444444,2.777777778,16.25109104,4.521005317,0.27810661,3.195411846,76.96788691,7.112884175,5.385991023,5.385991023,4.346065215,2.728937113,2.728937113,1.498041979,1.498041979,0.852026589,0.852026589,0.41352357,0.41352357,-0.52,99.31601295,8.48,5.61368984,4.014759358,53.96484185,5.106527395,0,6.289710395,0,0,0,10.63357721,5.531128999,5.114250126,0,0,7.047671983,6.544756406,6.606881965,5.106527395,0,5.531128999,10.63357721,5.114250126,6.289710395,20.19931035,0,0,10.63357721,0,0,0,31.59554814,0,5.531128999,0,5.114250126,0,80.5,0,0,12.89659236,6.544756406,0,0,7.047671983,0,15.74782733,10.63765639,0,0,0,16.93731859,6.556721466,0,0,-0.36375,0.515462963,1.68758031,9,4,5,0,0,0,0,5,4,5,5,0,0,0,-0.89773,33.0839,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
18,5.687420547,10.71180556,-1.36400463,10.71180556,142.114,136.066,142.0378421,54,1.5,2.1,2.3,16.19151807,6.145935989,-0.127597686,2.900276165,212.938603,7.776020882,5.302095141,5.302095141,4.582334107,2.682625685,2.682625685,2.22844969,2.22844969,1.307651611,1.307651611,0.639789835,0.639789835,-1.39,173.4955561,6.726144019,1.795028405,0.754028771,56.777479,10.11132579,0,11.82508578,0,5.907179729,6.031114512,10.11132579,4.794537184,0,0,0,6.9237372,0,0,14.38361155,18.22445476,0,10.63357721,0,12.46266245,0,0,0,10.63357721,4.794537184,0,0,23.76338002,9.589074368,0,6.9237372,0,0,75.27,17.47721949,14.38361155,0,6.286160523,0,6.9237372,0,5.316788604,5.316788604,0,0,0,31.34715278,4.100092593,-1.36400463,-0.604166667,-0.62537037,0.396064815,1.333564815,0,10,2,5,1,1,0,0,3,2,5,1,1,1,1,-1.2166,31.1434,0,0,0,3,3,0,2,0,0,1,0,3,0,0,0,0,0
19,5.31538428,6.379907407,-0.444444444,6.379907407,103.129,94.057,103.0857953,42,1.857142857,2.428571429,2.428571429,15.39856961,4.43756372,0.458620573,3.164609309,48.04184398,5.698670613,4.101914134,4.101914134,3.346065215,1.847831091,1.847831091,0.986977703,0.986977703,0.56040539,0.56040539,0.185150855,0.185150855,-0.52,34.39946188,6.48,3.662481752,2.209927007,41.75075058,0,0,6.289710395,0,0,0,11.15945887,10.9569204,5.114250126,0,0,7.047671983,0,0,0,0,5.531128999,10.74258,10.9569204,6.289710395,7.047671983,0,0,16.58525027,0,0,0,13.33738238,0,5.531128999,0,5.114250126,0,86.29,6.289710395,0,0,0,0,0,7.047671983,0,15.85683013,11.37379927,0,0,0,5.638888889,8.616018519,4.867546296,0,-0.444444444,0,1.655324074,7,5,5,0,0,0,0,5,4,5,3,0,0,0,-1.01633,25.3185,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0
20,4.87081034,9.72962963,-1.481481481,9.72962963,134.131,124.051,134.0579088,54,1.333333333,1.777777778,1.888888889,16.36231088,5.56119569,-0.124642341,3.707849674,90.95878456,7.439157589,5.059290154,5.059290154,4.091422815,2.587649199,2.587649199,1.857871159,1.857871159,0.983590104,0.983590104,0.365855165,0.365855165,-0.45,75.58143215,8.55,3.551589869,2.549917765,52.74324284,20.11411937,12.20793278,6.286160523,0,0,0,0,0,0,0,0,6.9237372,0,6.103966388,20.11411937,6.286160523,0,0,0,25.23563636,0,0,0,0,0,0,0,39.91764187,4.794537184,0,6.9237372,0,0,77.76,18.31189916,4.794537184,6.286160523,0,0,6.9237372,0,0,0,15.31958218,0,0,9.72962963,25.73601852,0,0,0,-3.754722222,1.289074074,0,9,3,4,0,0,0,0,4,3,4,3,0,0,0,-1.7121,29.7584,3,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
21,5.132223449,9.420462963,-1.541828704,9.420462963,192.167,180.071,192.0633881,76,0.846153846,1.230769231,1.538461538,16.6274436,5.148692138,-0.208922128,2.240175813,197.0283069,9.800964908,6.738174395,6.738174395,6.00454173,4.048030722,4.048030722,3.605082,3.605082,2.825768611,2.825768611,1.753463805,1.753463805,-0.24,1569.501068,9.320269064,2.628375129,1.043804515,74.0019554,30.26949993,36.12088275,0,0,0,0,0,0,0,0,0,0,0,6.606881965,30.26949993,0,0,0,0,36.12088275,6.606881965,0,0,0,0,0,0,68.26040169,4.736862954,0,0,0,0,113.68,36.12088275,25.53263697,6.606881965,0,0,0,0,0,0,4.736862954,4.819537037,0,0,46.53023148,-1.279699074,0,0,-7.232939815,0.079537037,0,13,5,6,1,2,0,0,6,5,6,0,1,2,2,-3.4265,38.717,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,5.139834813,9.420462963,-1.541828704,9.420462963,192.167,180.071,192.0633881,76,0.846153846,1.230769231,1.538461538,16.6274436,5.148692138,-0.208922128,2.240175813,197.0283069,9.800964908,6.738174395,6.738174395,6.00454173,4.048030722,4.048030722,3.605082,3.605082,2.825768611,2.825768611,1.753463805,1.753463805,-0.24,1569.501068,9.320269064,2.628375129,1.043804515,74.0019554,30.26949993,36.12088275,0,0,0,0,0,0,0,0,0,0,0,6.606881965,30.26949993,0,0,0,0,36.12088275,6.606881965,0,0,0,0,0,0,68.26040169,4.736862954,0,0,0,0,113.68,36.12088275,25.53263697,6.606881965,0,0,0,0,0,0,4.736862954,4.819537037,0,0,46.53023148,-1.279699074,0,0,-7.232939815,0.079537037,0,13,5,6,1,2,0,0,6,5,6,0,1,2,2,-3.4265,38.717,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,5.15136447,10.05587113,-1.085787037,10.05587113,162.141,152.061,162.0528234,64,1.454545455,2.090909091,2.363636364,16.68410537,5.581013971,-0.169217857,3.758239966,110.1410502,8.690234444,6.096714615,6.096714615,5.277916868,2.977902316,2.977902316,1.733366999,1.733366999,0.984059815,0.984059815,0.433602639,0.433602639,-0.78,265.3375586,10.22,5.964482443,3.817856514,63.90833001,19.37479049,6.103966388,12.57232105,6.290026729,0,0,4.794537184,0,0,0,0,0,7.109797541,6.606881965,24.16932767,12.57232105,0,0,0,12.39399312,13.71667951,0,0,0,0,0,0,43.78952106,19.06280028,0,0,0,0,72.83,19.00087508,9.589074368,0,12.57232105,0,7.109797541,0,0,9.473725908,5.106527395,9.112222222,0,20.10281935,8.438215231,0,0,0,-1.287685185,-0.461111111,1.26220616,11,1,5,0,0,0,0,5,1,5,6,0,0,0,-1.2658,34.8838,1,1,0,2,2,0,0,0,0,2,0,0,0,0,2,1,0
24,5.101478231,10.31517621,-1.548472222,10.31517621,193.199,178.079,193.0950226,78,1.307692308,1.846153846,2.153846154,16.37509695,5.582584733,-0.119477815,4.206137731,153.818328,10.43072142,7.2909608,7.2909608,6.078116023,3.856783454,3.856783454,2.681648125,2.681648125,1.779074453,1.779074453,0.867332912,0.867332912,-0.53,606.7749387,12.47,6.005092742,3.370369888,75.81722301,30.53743537,24.59805969,0,0,0,0,0,0,0,0,0,7.047671983,0,12.64872279,25.22064676,6.286160523,0,5.316788604,0,24.35373999,13.65455395,0,0,5.316788604,0,0,0,64.72056404,4.794537184,0,0,0,0,110.02,30.96062196,9.901064579,0,6.286160523,0,7.047671983,0,0,5.316788604,15.31958218,0,0,10.31517621,38.24913029,0,0,-0.961851852,-4.026910431,-0.673097128,1.430886243,13,5,6,0,0,0,0,6,5,6,6,0,0,0,-3.1517,44.0179,4,4,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
25,5.555032651,10.06055556,-0.783518519,10.06055556,130.103,124.055,130.0378421,50,1.444444444,2,2.333333333,16.46678939,5.949029659,-0.124139266,3.705808466,151.8917376,7.276020882,4.495760984,4.495760984,4.16390246,2.081213825,2.081213825,1.211756429,1.211756429,0.509167744,0.509167744,0.19508837,0.19508837,-1.36,78.51304536,7.64,3.618591596,4.494132086,51.10554367,5.733667477,0,0,5.907179729,5.907179729,0,14.79632739,5.480096598,0,0,0,0,12.15204021,0,14.79632739,11.81435946,0,5.480096598,5.733667477,0,0,12.15204021,0,11.21376408,0,0,0,17.02161248,9.589074368,0,0,12.15204021,0,92.42,11.81435946,9.589074368,0,0,12.15204021,5.480096598,0,0,5.733667477,5.207253025,0,0,19.95401927,7.844760015,5.894878118,-1.520925926,0,1.660601852,0,0,9,4,5,0,0,0,0,3,3,5,2,0,0,0,-1.4667,28.2636,0,0,0,2,2,0,1,1,0,0,0,2,0,0,0,0,1
26,4.891804954,9.72962963,-1.481481481,9.72962963,134.131,124.051,134.0579088,54,1.333333333,1.777777778,1.888888889,16.36231088,5.56119569,-0.124642341,3.707849674,90.95878456,7.439157589,5.059290154,5.059290154,4.091422815,2.587649199,2.587649199,1.857871159,1.857871159,0.983590104,0.983590104,0.365855165,0.365855165,-0.45,75.58143215,8.55,3.551589869,2.549917765,52.74324284,20.11411937,12.20793278,6.286160523,0,0,0,0,0,0,0,0,6.9237372,0,6.103966388,20.11411937,6.286160523,0,0,0,25.23563636,0,0,0,0,0,0,0,39.91764187,4.794537184,0,6.9237372,0,0,77.76,18.31189916,4.794537184,6.286160523,0,0,6.9237372,0,0,0,15.31958218,0,0,9.72962963,25.73601852,0,0,0,-3.754722222,1.289074074,0,9,3,4,0,0,0,0,4,3,4,3,0,0,0,-1.7121,29.7584,3,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
