,index,ln_abs_c_interface_mean,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,BCUT2D_MWHI,BCUT2D_MRLOW,Chi1v,PEOE_VSA1,PEOE_VSA6,PEOE_VSA7,PEOE_VSA9,SMR_VSA1,SlogP_VSA1,TPSA,EState_VSA1,EState_VSA10,EState_VSA5,EState_VSA8,VSA_EState3,VSA_EState6,NHOHCount,NOCount,NumHeteroatoms,MolLogP,MolMR,fr_Al_OH,fr_Al_OH_noTert,fr_NH2
86,87,4.645041534,3.796111111,0.798611111,3.796111111,15.54970877,0.464004103,2.924101533,5.316788604,0.0,10.42677019,13.08951281,0.0,5.316788604,55.63,0.0,0.0,0.0,20.8422406,14.25888889,0.0,1,5,5,-1.2237,29.5237,0,0,0
87,88,4.589762763,3.0625,0.9375,3.0625,15.2470691,0.44309471,2.121320344,0.0,0.0,0.0,0.0,0.0,15.95036581,36.09,0.0,0.0,0.0,15.95036581,9.1875,0.0,3,3,3,-1.3587,24.0081,0,0,0
88,89,4.597039849,3.820694444,0.550925926,3.820694444,15.60715278,0.483459425,3.433989504,0.0,0.0,20.85354038,0.0,0.0,0.0,87.2,0.0,0.0,0.0,31.050904,22.28537037,0.0,0,8,8,-1.9304,33.838,0,0,0
89,90,4.952388647,10.4675,-0.538055556,10.4675,16.49913327,-0.119717424,3.228178353,15.16017895,0.0,0.0,25.35957115,14.63792753,5.316788604,58.56,6.103966388,4.794537184,6.9237372,5.316788604,11.67564815,-0.210648148,2,4,4,-1.1178,34.4305,1,1,0
90,91,5.223582532,10.72619237,-0.907175926,10.72619237,16.61740138,-0.202083768,4.291115097,20.26670635,0.0,6.9237372,12.14580722,19.74445493,5.316788604,78.79,24.53980033,15.00759197,6.9237372,5.316788604,21.31270597,-0.420138889,3,5,5,-1.0208,44.7823,2,2,0
91,92,5.026155603,10.78509023,-0.552075775,10.78509023,16.58813685,-0.119892286,4.36624954,19.89704191,0.0,0.0,19.25560476,19.37479049,5.316788604,67.79,6.103966388,9.901064579,6.9237372,5.316788604,12.12220852,-0.111435185,2,5,5,-1.3504,43.0915,1,1,0
92,93,5.500047563,11.41393519,-0.995185185,11.41393519,16.19209128,-0.142885401,4.17208419,0.0,0.0,0.0,5.917906046,19.17814874,5.316788604,83.55,35.46453101,19.17814874,7.047671983,0.0,2.04462963,0.0,1,6,6,-1.7361,42.5237,0,0,0
93,94,5.515075391,11.41393519,-0.995185185,11.41393519,16.19209128,-0.142885401,4.17208419,0.0,0.0,0.0,5.917906046,19.17814874,5.316788604,83.55,35.46453101,19.17814874,7.047671983,0.0,2.04462963,0.0,1,6,6,-1.7361,42.5237,0,0,0
94,95,5.016151144,8.280694444,0.014444444,8.280694444,16.27431928,0.110971525,2.21212466,10.21305479,0.0,7.047671983,13.33769871,10.21305479,0.0,43.7,0.0,0.0,0.0,0.0,16.49569444,0.0,2,3,3,-1.1397,26.8016,2,2,0
95,96,5.396554048,10.36226852,-0.203703704,10.36226852,16.15787396,-0.139689741,2.221429063,10.63357721,0.0,0.0,0.0,4.794537184,5.733667477,46.33,0.0,4.794537184,0.0,0.0,0.0,-0.203703704,2,3,3,-1.2143,25.6124,0,0,1
96,97,5.294301405,11.11166667,-0.744027778,11.11166667,16.3351794,-0.123531494,4.207736662,10.21305479,0.0,7.047671983,12.20793278,15.00759197,0.0,60.77,12.20793278,15.00759197,0.0,0.0,19.02435185,-0.321759259,2,4,4,-1.2463,41.5936,2,2,0
97,98,4.538520861,8.431064815,-0.173611111,8.431064815,16.25573712,0.265727005,2.486775909,15.19703331,0.0,0.0,0.0,10.21305479,0.0,82.03,0.0,0.0,0.0,15.18134214,23.84203704,0.0,3,5,5,-1.2107,28.2283,2,2,0
98,99,5.134270491,10.73333333,-0.793402778,10.73333333,16.50863171,-0.143756459,3.296258731,15.78731903,0.0,6.9237372,6.606881965,9.531400138,11.05045608,64.35,11.50823054,4.794537184,0.0,5.316788604,3.030833333,0.0,3,4,4,-1.1498,36.4211,0,0,1
99,100,5.256432486,9.143842593,-1.21412037,9.143842593,16.54302921,-0.214699157,3.490018126,25.79011262,0.0,6.9237372,6.103966388,20.05644514,5.733667477,95.94,30.64376672,0.0,0.0,0.0,27.34527778,0.0,5,5,5,-2.2274,36.5428,3,3,1
100,101,4.903659104,9.13837963,-1.189814815,9.13837963,16.46408779,0.13075111,1.286388341,5.207253025,0.0,5.176881928,0.0,5.207253025,11.21376408,87.71,6.289710395,0.0,5.480096598,10.91054941,9.83962963,0.0,4,5,5,-1.0261,18.6926,0,0,1
101,102,5.23943279,9.143842593,-1.21412037,9.143842593,16.54302921,-0.214699157,3.490018126,25.79011262,0.0,6.9237372,6.103966388,20.05644514,5.733667477,95.94,30.64376672,0.0,0.0,0.0,27.34527778,0.0,5,5,5,-2.2274,36.5428,3,3,1
102,103,4.790589732,10.69796296,-0.479166667,10.69796296,16.47641587,-0.121708899,2.915284563,15.78731903,0.0,0.0,13.21376393,9.531400138,11.05045608,64.35,6.041840829,4.794537184,0.0,5.316788604,2.605324074,-0.479166667,3,4,4,-1.5399,31.8041,0,0,1
103,104,4.750039288,10.69796296,-0.479166667,10.69796296,16.47641587,-0.121708899,2.915284563,15.78731903,0.0,0.0,13.21376393,9.531400138,11.05045608,64.35,6.041840829,4.794537184,0.0,5.316788604,2.605324074,-0.479166667,3,4,4,-1.5399,31.8041,0,0,1
104,105,5.195233713,9.17537037,-1.158888889,9.17537037,16.36470992,-0.100511716,3.549549541,25.74289818,0.0,0.0,24.85665557,20.42610958,5.316788604,92.95,24.35373999,5.106527395,0.0,5.316788604,38.61819444,-0.533888889,5,5,5,-2.9668,36.8969,4,4,0
105,106,5.309285378,9.199537037,-1.346712963,9.199537037,16.62768392,-0.248306319,3.637143913,30.89664001,0.0,0.0,12.64872279,25.16297253,5.733667477,116.17,37.25064869,10.21305479,0.0,0.0,36.06475151,-1.039074074,6,6,6,-3.255,37.9546,4,4,1
106,107,5.285684961,9.199537037,-1.346712963,9.199537037,16.62768392,-0.248306319,3.637143913,30.89664001,0.0,0.0,12.64872279,25.16297253,5.733667477,116.17,37.25064869,10.21305479,0.0,0.0,36.06475151,-1.039074074,6,6,6,-3.255,37.9546,4,4,1
107,108,5.232995314,10.38837963,-0.712962963,10.38837963,16.27388452,-0.120321322,2.429466517,16.15698348,0.0,0.0,6.103966388,9.901064579,11.05045608,75.35,12.14580722,4.794537184,0.0,5.316788604,11.16486111,-0.712962963,4,4,4,-2.1956,26.9919,1,1,1
108,109,4.29119192,10.55712963,-0.810185185,10.55712963,16.26883183,-0.123443564,2.745015105,16.15698348,0.0,6.9237372,6.103966388,9.901064579,11.05045608,75.35,12.14580722,4.794537184,13.97140918,5.316788604,11.0587037,-0.810185185,4,4,4,-1.5595,33.7229,1,1,1
109,110,5.384622631,10.61807162,-0.991189531,10.61807162,16.1873904,-0.13692179,3.247778255,16.0344346,0.0,0.0,18.56600448,9.589074368,11.05045608,100.87,11.81435946,9.589074368,6.327320075,15.28474565,2.299768519,0.0,4,6,6,-1.4888,39.6288,0,0,1
110,111,4.904233878,10.294375,-0.452546296,10.294375,16.50316795,-0.124835985,2.773038246,16.20419791,0.0,0.0,18.75268918,9.531400138,11.46733495,78.34,5.538925252,4.794537184,0.0,0.0,0.0,0.0,4,4,4,-1.4105,31.5488,0,0,2
111,112,5.010637027,10.20722222,-0.399166667,10.20722222,16.14611825,-0.116947426,2.424469926,5.733667477,5.213385096,0.0,12.11474962,4.794537184,5.733667477,84.66,5.907179729,4.794537184,6.196843572,15.41074871,9.408657407,0.0,3,5,5,-1.1675,29.2811,0,0,1
112,113,4.786548147,10.61227915,-0.552685185,10.61227915,16.47747301,-0.119477586,4.049089605,16.20419791,0.0,0.0,19.25560476,9.531400138,11.46733495,81.58,11.94902056,4.794537184,0.0,4.899909731,0.0,-0.552685185,4,5,5,-1.8688,44.4288,0,0,2
113,114,5.839969523,10.18962963,-1.041666667,10.18962963,16.36820703,-0.664686509,3.013420006,20.95152066,0.0,0.0,12.58659724,15.21785318,16.15698348,82.76,12.01114612,9.901064579,0.0,0.0,11.89796296,-0.722222222,4,4,4,-3.6007,28.1798,0,0,2
114,115,5.662350189,10.20087963,-1.017361111,10.20087963,16.36686196,-0.63782176,2.996583254,20.95152066,0.0,0.0,31.01856498,15.21785318,16.15698348,82.76,11.88721133,9.901064579,0.0,0.0,12.09486111,-0.212962963,4,4,4,-3.7432,28.1318,0,0,2
115,116,5.234835108,8.95662037,-1.190972222,8.95662037,16.53229821,-0.184381484,3.040555688,25.79011262,0.0,0.0,6.606881965,20.05644514,5.733667477,95.94,24.53980033,0.0,0.0,0.0,26.78856481,0.0,5,5,5,-2.6159,31.9478,3,3,1
116,117,5.344745927,9.332037037,-1.245740741,9.332037037,16.58836515,-0.216576958,3.891226956,30.99736564,0.0,0.0,12.64872279,25.26369816,11.21376408,128.2,37.18852313,10.21305479,0.0,0.0,35.91063114,-0.941851852,7,7,7,-3.2685,40.658,3,3,1
117,118,5.323849175,9.332037037,-1.245740741,9.332037037,16.58836515,-0.216576958,3.891226956,30.99736564,0.0,0.0,12.64872279,25.26369816,11.21376408,128.2,37.18852313,10.21305479,0.0,0.0,35.91063114,-0.941851852,7,7,7,-3.2685,40.658,3,3,1
118,119,5.33939934,9.332037037,-1.245740741,9.332037037,16.58836515,-0.216576958,3.891226956,30.99736564,0.0,0.0,12.64872279,25.26369816,11.21376408,128.2,37.18852313,10.21305479,0.0,0.0,35.91063114,-0.941851852,7,7,7,-3.2685,40.658,3,3,1
119,120,5.830451191,10.18962963,-1.041666667,10.18962963,16.36820703,-0.664686509,3.013420006,20.95152066,0.0,0.0,12.58659724,15.21785318,16.15698348,82.76,12.01114612,9.901064579,0.0,0.0,11.89796296,-0.722222222,4,4,4,-3.6007,28.1798,0,0,2
120,121,5.84427559,10.18962963,-1.041666667,10.18962963,16.36820703,-0.664686509,3.013420006,20.95152066,0.0,0.0,12.58659724,15.21785318,16.15698348,82.76,12.01114612,9.901064579,0.0,0.0,11.89796296,-0.722222222,4,4,4,-3.6007,28.1798,0,0,2
121,122,6.046848661,10.14921296,-0.997268519,10.14921296,16.36801476,-0.664430626,2.996583254,20.95152066,0.0,0.0,18.55590252,15.21785318,16.15698348,82.76,12.01114612,9.901064579,0.0,0.0,11.8575463,-0.367685185,4,4,4,-3.6007,28.1798,0,0,2
122,123,5.682794225,10.20087963,-1.017361111,10.20087963,16.36686196,-0.63782176,2.996583254,20.95152066,0.0,0.0,31.01856498,15.21785318,16.15698348,82.76,11.88721133,9.901064579,0.0,0.0,12.09486111,-0.212962963,4,4,4,-3.7432,28.1318,0,0,2
123,124,5.665057308,10.20087963,-1.017361111,10.20087963,16.36686196,-0.63782176,2.996583254,20.95152066,0.0,0.0,31.01856498,15.21785318,16.15698348,82.76,11.88721133,9.901064579,0.0,0.0,12.09486111,-0.212962963,4,4,4,-3.7432,28.1318,0,0,2
124,125,5.23782595,8.95662037,-1.190972222,8.95662037,16.53229821,-0.184381484,3.040555688,25.79011262,0.0,0.0,6.606881965,20.05644514,5.733667477,95.94,24.53980033,0.0,0.0,0.0,26.78856481,0.0,5,5,5,-2.6159,31.9478,3,3,1
125,126,5.25283178,10.12680556,-0.094907407,10.12680556,16.2512468,-0.117846277,2.135706983,10.84019487,0.0,0.0,13.15163837,9.901064579,5.733667477,63.32,0.0,4.794537184,0.0,0.0,8.091388889,0.0,3,3,3,-1.1034,25.7642,1,1,1
126,127,5.570730429,10.47055556,-1.317777778,10.47055556,16.36766639,-0.435827371,2.832899223,21.36839953,0.0,0.0,18.93488332,20.42926924,16.57386235,110.86,12.01114612,14.69560176,0.0,5.733667477,9.984048564,-0.97587963,5,5,5,-3.7353,30.3615,0,0,1
127,128,5.575958239,10.47055556,-1.317777778,10.47055556,16.36766639,-0.435827371,2.832899223,21.36839953,0.0,0.0,18.93488332,20.42926924,16.57386235,110.86,12.01114612,14.69560176,0.0,5.733667477,9.984048564,-0.97587963,5,5,5,-3.7353,30.3615,0,0,1
128,129,4.231644608,10.55712963,-0.810185185,10.55712963,16.26883183,-0.123443564,2.745015105,16.15698348,0.0,6.9237372,6.103966388,9.901064579,11.05045608,75.35,12.14580722,4.794537184,13.97140918,5.316788604,11.0587037,-0.810185185,4,4,4,-1.5595,33.7229,1,1,1
129,130,5.18901563,9.17079932,-0.575549887,9.17079932,16.31712284,0.043414555,4.419275662,15.11296452,0.0,7.047671983,12.71084835,10.21305479,0.0,46.94,6.103966388,5.106527395,0.0,16.84749144,17.80112402,0.0,2,4,4,-1.413,47.0296,2,2,0
130,131,5.113436263,10.73333333,-0.793402778,10.73333333,16.50863171,-0.143756459,3.296258731,15.78731903,0.0,6.9237372,6.606881965,9.531400138,11.05045608,64.35,11.50823054,4.794537184,0.0,5.316788604,3.030833333,0.0,3,4,4,-1.1498,36.4211,0,0,1
131,132,5.149344698,9.17079932,-0.575549887,9.17079932,16.31712284,0.043414555,4.419275662,15.11296452,0.0,7.047671983,12.71084835,10.21305479,0.0,46.94,6.103966388,5.106527395,0.0,16.84749144,17.80112402,0.0,2,4,4,-1.413,47.0296,2,2,0
132,133,5.32426774,11.11166667,-0.744027778,11.11166667,16.3351794,-0.123531494,4.207736662,10.21305479,0.0,7.047671983,12.20793278,15.00759197,0.0,60.77,12.20793278,15.00759197,0.0,0.0,19.02435185,-0.321759259,2,4,4,-1.2463,41.5936,2,2,0
133,134,4.692895961,10.80991119,-0.168703704,10.80991119,16.25156276,-0.12123156,3.785136228,15.7401046,0.0,0.0,6.606881965,14.69560176,10.63357721,78.43,0.0,9.589074368,6.9237372,10.63357721,13.30073056,0.0,3,5,5,-1.3789,43.3962,1,1,0
134,135,4.583274526,10.34946854,-1.480185185,10.34946854,16.35523304,-0.131054626,3.335329672,20.846632,0.0,0.0,0.0,19.80212916,10.63357721,98.66,24.2701618,9.589074368,13.8474744,0.0,21.88018519,0.0,4,6,6,-2.1046,39.647,2,2,0
135,136,4.519915565,10.34946854,-1.480185185,10.34946854,16.35523304,-0.131054626,3.335329672,20.846632,0.0,0.0,0.0,19.80212916,10.63357721,98.66,24.2701618,9.589074368,13.8474744,0.0,21.88018519,0.0,4,6,6,-2.1046,39.647,2,2,0
136,137,4.985345455,10.24226852,-0.56712963,10.24226852,16.15550344,-0.125283257,2.601623963,11.05045608,0.0,6.9237372,0.0,9.589074368,11.05045608,72.19,11.94902056,9.589074368,13.8474744,5.316788604,2.328703704,-0.56712963,3,4,4,-1.0037,32.4731,0,0,1
137,138,4.609125147,10.34946854,-1.480185185,10.34946854,16.35523304,-0.131054626,3.335329672,20.846632,0.0,0.0,0.0,19.80212916,10.63357721,98.66,24.2701618,9.589074368,13.8474744,0.0,21.88018519,0.0,4,6,6,-2.1046,39.647,2,2,0
138,139,4.975907263,11.12414352,-1.260138889,11.12414352,16.29509229,-0.136727791,4.129235617,20.63637079,13.8474744,0.0,13.21376393,20.11411937,5.316788604,89.79,17.42613659,9.901064579,0.0,5.316788604,29.0014607,0.0,4,5,5,-1.5257,46.9691,3,3,0
139,140,4.985099141,11.12414352,-1.260138889,11.12414352,16.29509229,-0.136727791,4.129235617,20.63637079,13.8474744,0.0,13.21376393,20.11411937,5.316788604,89.79,17.42613659,9.901064579,0.0,5.316788604,29.0014607,0.0,4,5,5,-1.5257,46.9691,3,3,0
140,141,4.365437054,10.82907785,-0.616759259,10.82907785,16.46223076,-0.138744007,3.769385278,15.37044016,0.0,6.9237372,6.606881965,14.32593732,10.63357721,67.43,11.81435946,9.589074368,7.109797541,15.37044016,4.772589522,0.0,2,5,5,-1.1149,43.5694,0,0,0
141,142,5.075100872,10.65759259,-0.7075,10.65759259,16.25195409,-0.1387154,3.388689619,15.7401046,0.0,6.9237372,6.606881965,14.69560176,10.63357721,78.43,11.81435946,9.589074368,0.0,10.63357721,12.81789816,0.0,3,5,5,-1.769,38.7792,1,1,0
142,143,4.779584329,10.21967593,-0.618055556,10.21967593,16.18908742,-0.138082378,2.15824829,10.63357721,0.0,0.0,0.0,9.589074368,10.63357721,58.2,11.81435946,9.589074368,14.09534397,10.63357721,4.329351852,0.0,2,4,4,-1.5216,28.1334,0,0,0
143,144,5.254117929,10.96120748,-0.320740741,10.96120748,16.18352032,-0.141734649,3.686473969,5.316788604,0.0,0.0,0.0,14.38361155,5.316788604,66.48,0.0,14.38361155,7.047671983,5.316788604,2.347916667,0.0,1,5,5,-1.1186,40.0207,0,0,0
144,145,4.900840436,10.23736111,-0.264768519,10.23736111,16.25169441,0.235884965,2.373905302,15.7401046,0.0,0.0,6.606881965,9.901064579,10.63357721,61.36,0.0,4.794537184,7.047671983,10.63357721,12.88871599,-0.264768519,3,4,4,-1.0923,29.5442,1,1,0
145,146,4.99593694,10.46407407,-1.324074074,10.46407407,16.5444572,-0.153187367,2.543676764,15.20739338,0.0,0.0,14.21959508,19.06280028,5.733667477,78.62,17.98045141,9.589074368,0.0,9.473725908,0.0,-1.324074074,2,5,5,-1.3403,32.0074,0,0,1
146,147,5.091459522,10.91083333,-1.204861111,10.91083333,16.54956388,-0.155400711,3.090099943,9.473725908,0.0,0.0,14.21959508,19.06280028,5.316788604,74.54,17.47753583,9.589074368,14.21959508,14.79051451,2.600185185,0.0,1,5,5,-1.3256,34.7657,0,0,0
147,148,4.987110444,11.01708333,-1.663194444,11.01708333,16.87849067,-0.160822563,3.190511886,9.473725908,0.0,0.0,14.21959508,23.90038886,0.0,68.14,17.66359617,9.589074368,21.26726707,9.473725908,1.074074074,0.0,0,6,6,-1.0943,35.611,0,0,0
148,149,4.797241667,10.68861111,-0.852430556,10.68861111,16.54836714,-0.164180898,2.639628766,15.20739338,0.0,0.0,20.32356147,14.26826309,5.733667477,61.55,11.50823054,4.794537184,7.109797541,4.736862954,0.0,0.0,2,4,4,-1.1129,29.7534,0,0,1
149,150,4.41401317,10.44601852,-0.921296296,10.44601852,16.52590804,-0.144051412,2.607387541,15.57705783,0.0,6.9237372,13.21376393,14.63792753,5.733667477,72.55,18.1151125,4.794537184,14.03353474,4.736862954,8.696574074,-0.921296296,3,4,4,-1.1325,31.6722,1,1,1
150,151,4.328224429,10.44601852,-0.921296296,10.44601852,16.52590804,-0.144051412,2.607387541,15.57705783,0.0,6.9237372,13.21376393,14.63792753,5.733667477,72.55,18.1151125,4.794537184,14.03353474,4.736862954,8.696574074,-0.921296296,3,4,4,-1.1325,31.6722,1,1,1
151,152,5.159303243,10.53361489,-1.900509259,10.53361489,16.55436879,-0.169200991,3.060074544,19.6867807,0.0,0.0,14.21959508,29.27585507,0.0,93.06,24.14654335,9.589074368,0.0,9.473725908,17.72472222,0.0,2,6,6,-1.9458,36.0456,2,2,0
152,153,4.405689139,10.44601852,-0.921296296,10.44601852,16.52590804,-0.144051412,2.607387541,15.57705783,0.0,6.9237372,13.21376393,14.63792753,5.733667477,72.55,18.1151125,4.794537184,14.03353474,4.736862954,8.696574074,-0.921296296,3,4,4,-1.1325,31.6722,1,1,1
153,154,4.375679987,10.44601852,-0.921296296,10.44601852,16.52590804,-0.144051412,2.607387541,15.57705783,0.0,6.9237372,13.21376393,14.63792753,5.733667477,72.55,18.1151125,4.794537184,14.03353474,4.736862954,8.696574074,-0.921296296,3,4,4,-1.1325,31.6722,1,1,1
154,155,4.773409266,10.9803347,-0.538796296,10.9803347,16.5251113,-0.14244621,4.372786907,15.20739338,0.0,0.0,20.32356147,14.26826309,5.733667477,64.79,6.041840829,4.794537184,7.109797541,9.636772685,0.0,-0.538796296,2,5,5,-1.1811,47.2504,0,0,1
155,156,4.741551638,11.03356859,-3.05037037,11.03356859,32.22782927,-0.142078059,5.387699339,10.05365156,0.0,0.0,18.61550475,17.94919712,5.316788604,72.47,21.84839925,13.21233417,7.109797541,10.05365156,2.771689815,-0.686342593,1,5,6,-1.454,42.4605,0,0,0
156,157,4.976394785,10.8207224,-0.776466837,10.8207224,16.52888296,0.055769691,3.427420353,9.473725908,0.0,0.0,14.21959508,19.06280028,0.0,104.16,11.93861058,9.589074368,14.21959508,29.86845314,13.27796296,0.0,0,8,8,-1.1602,40.301,0,0,0
157,158,4.731542968,9.178981481,-1.037083333,9.178981481,16.77773555,-0.204651674,3.275703402,24.42364365,0.0,0.0,0.0,24.42364365,0.0,68.15,24.78798623,10.21305479,14.21959508,0.0,18.35796296,0.0,2,5,5,-1.3166,34.6926,2,2,0
158,159,4.712994492,9.178981481,-1.037083333,9.178981481,16.77773555,-0.204651674,3.275703402,24.42364365,0.0,0.0,0.0,24.42364365,0.0,68.15,24.78798623,10.21305479,14.21959508,0.0,18.35796296,0.0,2,5,5,-1.3166,34.6926,2,2,0
159,160,4.725588427,9.178981481,-1.037083333,9.178981481,16.77773555,-0.204651674,3.275703402,24.42364365,0.0,0.0,0.0,24.42364365,0.0,68.15,24.78798623,10.21305479,14.21959508,0.0,18.35796296,0.0,2,5,5,-1.3166,34.6926,2,2,0
160,161,4.68728812,9.178981481,-1.037083333,9.178981481,16.77773555,-0.204651674,3.275703402,24.42364365,0.0,0.0,0.0,24.42364365,0.0,68.15,24.78798623,10.21305479,14.21959508,0.0,18.35796296,0.0,2,5,5,-1.3166,34.6926,2,2,0
161,162,5.003994171,9.638888889,-3.356481481,9.638888889,32.23313691,0.243525832,3.060724105,5.207253025,4.885402859,0.0,6.255769184,13.62505001,4.885402859,66.4,10.02329115,8.417796984,0.0,0.0,7.564814815,0.0,2,4,5,-1.0752,19.766,0,0,0
162,163,4.915772256,10.42949074,-0.989305556,10.42949074,16.28402634,-0.128083253,2.748129595,15.52984339,0.0,6.9237372,6.606881965,15.00759197,5.316788604,69.56,12.01114612,4.794537184,6.9237372,5.316788604,19.0472345,0.0,3,4,4,-1.5243,31.7763,2,2,0
163,164,4.762388085,10.39041667,-0.195740741,10.39041667,16.15595871,-0.124244639,2.615355072,10.63357721,0.0,0.0,6.544756406,9.589074368,10.63357721,58.2,0.0,9.589074368,13.97140918,10.63357721,4.711898148,0.0,2,4,4,-1.1315,32.7504,0,0,0
164,165,4.629690425,10.27611111,-0.511666667,10.27611111,16.56431855,-0.116972742,2.550943163,11.46733495,5.156663257,5.156663257,6.420821623,9.423576121,11.46733495,108.03,5.907179729,4.794537184,0.0,14.94236545,6.597546296,0.0,4,6,6,-1.3204,31.6088,0,0,2
165,166,4.529645162,10.195,-0.421666667,10.195,16.14616134,-0.116998221,2.417600479,5.733667477,0.0,0.0,6.420821623,4.794537184,5.733667477,84.66,5.907179729,4.794537184,6.327320075,15.18134214,6.085648148,0.0,3,5,5,-1.1675,29.2811,0,0,1
166,167,4.527463729,9.960277778,-0.954583333,9.960277778,16.27026044,-0.122147684,1.866704582,10.84019487,0.0,0.0,0.0,14.69560176,11.05045608,92.42,18.54517621,9.589074368,0.0,5.733667477,9.606203704,-0.954583333,4,5,5,-1.8264,24.8119,1,1,1
167,168,4.782159076,10.30888023,-0.455315334,10.30888023,16.47746432,0.038746374,4.122386238,15.78731903,0.0,0.0,13.21376393,9.531400138,11.05045608,67.59,6.031114512,4.794537184,0.0,10.21669833,2.54917517,-0.455315334,3,5,5,-1.0131,44.8451,0,0,1
168,169,4.889273532,9.758194444,-0.602731481,9.758194444,16.25164178,0.241557126,1.912580436,16.15698348,0.0,0.0,6.606881965,9.901064579,11.05045608,75.35,6.031114512,4.794537184,0.0,11.05045608,10.22888889,-0.602731481,4,4,4,-1.353,24.6719,1,1,1
169,170,5.201596941,10.269375,-1.41087963,10.269375,16.29153047,0.050243939,3.00214275,26.37003827,0.0,0.0,19.82064589,20.11411937,11.05045608,115.81,31.39068566,4.794537184,0.0,0.0,27.93666667,-0.900787037,6,6,6,-2.6296,36.7075,3,3,1
170,171,4.461613162,10.18638889,-0.51212963,10.18638889,16.15922914,0.242413806,2.815931465,11.05045608,0.0,0.0,0.0,4.794537184,21.68403329,79.18,6.031114512,4.794537184,0.0,15.95036581,8.388055556,-0.51212963,5,5,5,-1.8689,32.5125,0,0,1
171,172,4.885359885,10.5437963,-0.722222222,10.5437963,16.15930836,-0.131904455,3.212778743,11.46733495,0.0,18.75954929,0.0,9.589074368,11.46733495,86.18,17.7322655,9.589074368,0.0,0.0,0.0,0.0,4,4,4,-1.0168,34.6028,0,0,2
172,173,4.741954657,10.80576153,-0.381064815,10.80576153,16.4700535,0.09496122,3.023444551,15.57355102,5.156663257,0.0,6.544756406,9.317632121,11.05045608,94.04,0.0,4.794537184,7.047671983,19.98052532,5.733554422,0.0,3,6,6,-1.1121,35.5796,0,0,1
173,174,4.482913751,9.858796296,-0.351851852,9.858796296,16.58460638,-0.118663053,1.7141001,10.47053043,0.0,0.0,6.606881965,9.531400138,5.733667477,55.62,0.0,4.794537184,0.0,4.736862954,0.0,0.0,2,3,3,-1.1295,18.9344,0,0,1
174,175,4.676580213,10.40296296,-1.025462963,10.40296296,16.48092476,-0.128189188,3.266853488,15.57705783,0.0,6.420821623,6.606881965,14.63792753,5.733667477,72.55,12.01114612,4.794537184,0.0,0.0,9.071666667,0.0,3,4,4,-1.1309,34.1272,1,1,1
175,176,4.770840164,10.40296296,-1.025462963,10.40296296,16.48092476,-0.128189188,3.266853488,15.57705783,0.0,6.420821623,6.606881965,14.63792753,5.733667477,72.55,12.01114612,4.794537184,0.0,0.0,9.071666667,0.0,3,4,4,-1.1309,34.1272,1,1,1
176,177,4.723588032,10.40296296,-1.025462963,10.40296296,16.48092476,-0.128189188,3.266853488,15.57705783,0.0,6.420821623,6.606881965,14.63792753,5.733667477,72.55,12.01114612,4.794537184,0.0,0.0,9.071666667,0.0,3,4,4,-1.1309,34.1272,1,1,1
177,178,5.088708125,10.43902778,-0.443657407,10.43902778,16.15725546,-0.123345116,2.786075375,11.05045608,0.0,6.420821623,0.0,9.589074368,11.05045608,72.19,11.94902056,9.589074368,0.0,5.316788604,2.439814815,-0.418981481,3,4,4,-1.2497,30.3591,0,0,1
178,179,4.781895225,10.43407407,-0.338240741,10.43407407,16.4782965,-0.122201149,2.909301499,15.78731903,0.0,0.0,13.21376393,9.531400138,11.05045608,64.35,0.0,4.794537184,0.0,5.316788604,2.918981481,-0.278935185,3,4,4,-1.5399,31.8041,0,0,1
179,180,4.516363883,9.858796296,-0.351851852,9.858796296,16.58460638,-0.118663053,1.7141001,10.47053043,0.0,0.0,6.606881965,9.531400138,5.733667477,55.62,0.0,4.794537184,0.0,4.736862954,0.0,0.0,2,3,3,-1.1295,18.9344,0,0,1
180,181,4.88012701,10.25347222,-0.532407407,10.25347222,16.19426684,-0.1179094,2.059835135,0.0,0.0,0.0,0.0,9.589074368,11.15945887,75.43,6.031114512,9.589074368,0.0,0.0,2.811342593,-0.532407407,3,5,5,-1.5881,24.4321,0,0,1
181,182,5.131964971,3.685,0.681712963,3.685,15.71294052,0.674689491,2.727927174,10.74258,5.098681808,10.42677019,6.544756406,0.0,10.74258,67.66,0.0,0.0,4.790805728,26.268032,13.77240741,0.0,2,6,6,-1.3579,30.5344,0,0,0
182,183,5.288306895,10.74159722,-1.35587963,10.74159722,16.29123702,-0.120166554,3.41039104,20.63637079,6.578935684,6.076020107,19.82064589,20.11411937,5.316788604,89.79,31.26675088,4.794537184,0.0,11.89572429,28.47797902,0.0,4,5,5,-1.9957,42.3281,3,3,0
183,184,4.716146368,10.49138889,-0.028703704,10.49138889,16.13846987,-0.117234098,2.709794032,5.733667477,5.098681808,17.35050739,0.0,4.794537184,5.733667477,86.69,0.0,4.794537184,11.60554013,15.525452,10.12324074,0.0,2,6,6,-1.1557,32.9104,0,0,1
