EGsmlie2D,E,R,SA
CNC(=O)[C@@H](O)[C@H](O)C(=O)NC,5.109497193,31.66413358,3.211509453
CNC(=O)[C@H](O)[C@@H](O)C(=O)NC,5.109497193,31.66413358,3.211509453
OC[C@@H]1O[C@@H](O)[C@@H](O)C[C@H]1O,5.202312672,29.67817126,3.814008141
N[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,5.21797747,31.32657375,3.992155452
C[C@H](O)[C@H]1OC(=O)[C@@H](O)[C@H]1O,5.220019973,30.55885043,4.037859353
Cc1nnnn1N,4.779471875,32.26032907,3.245996866
C[C@@]1(O)C(=O)O[C@@H](CO)[C@H]1O,5.13279331,30.5717082,3.967788896
C[C@]1(O)C(=O)O[C@@H](CO)[C@@H]1O,5.13279331,30.5717082,3.967788896
C[C@H]1O[C@@H](O)C[C@@H](O)[C@@H]1O,5.086792075,28.730409,3.923607716
Cc1nc(C(N)=O)c(N)n1N,4.868858355,36.96046378,2.952525611
CN(C[C@H](O)[C@@H](O)[C@H](O)CO)N=O,5.127040917,29.81709552,4.12837736
CN(C[C@@H](O)[C@H](O)[C@H](O)CO)N=O,5.127040917,29.81709552,4.12837736
C[C@H](O)C(=O)OCCOCCO,5.023062895,29.00981601,2.781171555
CC[C@]1(CO)NC(=O)NC1=O,5.154116374,31.07431391,3.575970781
C[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O,5.236008941,29.96511063,3.716914156
CC[C@H](CO)NC(=O)C(=O)NC,4.752508525,30.26481085,2.821983094
C[C@@]1(O)[C@H](O)O[C@](C)(CO)[C@@]1(C)O,5.06224162,30.16819326,4.448125141
C[C@@]1(O)[C@@](C)(CO)O[C@@H](O)[C@]1(C)O,5.06224162,30.16819326,4.448125141
C[C@]1(CO)O[C@@H](O)[C@](C)(O)[C@@]1(C)O,5.06224162,30.16819326,4.448125141
C[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O,5.022084221,28.17159784,3.635909552
C[C@H]1C[C@H](O)[C@@H](O)[C@H](O)O1,5.077860621,28.83206439,3.976734343
Cc1cc(C(N)=O)c(C(N)=O)c(=O)[nH]1,5.12074794,37.25308584,2.497415201
Cc1nc2c(=O)[nH]c(=O)[nH]c2[nH]c1=O,5.290403731,36.03628343,2.999809331
C[C@H](O[C@H](C)C(N)=O)C(N)=O,4.797347699,33.61700656,3.320609253
CNC(=O)C(N)=CC(=O)OC,4.455033618,33.15683936,2.982082204
CC(=O)NC(=O)CN,5.270538608,33.81495841,2.262802176
C[C@H]1CN[C@@H]2C(=O)NC(=O)N[C@@H]2N1,5.109168263,33.22371744,4.431961276
C[C@H]1CN[C@H]2C(=O)NC(=O)N[C@@H]2N1,5.109168263,33.22371744,4.431961276
C[C@H]1O[C@H](O)[C@@H](O)[C@@H]1O,5.022084221,28.17159784,3.635909552
CC(=O)NCC(O)CNC(C)=O,4.519478638,30.65463649,2.259550991
CN1CCN(N)C(=O)C1=O,5.064130233,30.05606894,2.986994219
C[C@]1(F)C(=O)O[C@@H](CO)[C@@H]1O,5.000518813,29.84459496,4.191641643
C[C@]1(F)C(=O)O[C@@H](CO)[C@H]1O,5.000518813,29.84459496,4.191641643
OC[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1F,5.21124034,29.77591635,4.04069292
NC(=O)C(=O)NC[C@@H]1CCCO1,4.881610946,31.84314292,2.655887989
CC(=O)N[C@@H](CCC(N)=O)C(N)=O,5.146535571,35.92118652,2.444018345
NC(=O)C(=O)NC[C@H]1CCCO1,4.881610946,31.84314292,2.655887989
NC(=O)C(=O)NC1CC1,5.02281265,32.26386418,2.120308944
C[C@]1(O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5.132442823,29.5161908,4.082328894
CNC(=O)C(=O)N(C)C,4.589364948,30.5368494,2.487198637
CNC(=O)Cc1noc(CN)n1,4.996085717,33.91478148,2.622389114
C[C@H]([NH3+])[C@H](N)C(=O)[O-],5.520406984,35.79102571,5.540317517
C[C@H]([NH3+])[C@@H](N)C(=O)[O-],5.520406984,35.79102571,5.540317517
CC1=NC(C(N)=O)C(=O)C(=O)N1,5.217816062,34.24236514,3.783589545
C[C@@]1(F)[C@@H](O)O[C@@H](CO)[C@@H]1O,5.104645741,29.16303739,4.286561002
OC[C@H]1OC(O)(O)[C@@H](O)[C@@H]1O,5.191447072,29.16937351,4.198802083
OC[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1F,5.21124034,29.77591635,4.04069292
O[C@H]1[C@H](O)[C@@H](O)[C@@H](O)O[C@H]1O,5.180592487,29.3029609,3.949564156
CN1C(=O)[C@@H]2C(=O)NC(=O)C[C@H]2C1=O,5.48823504,30.14308257,3.485229766
CN1C(=O)[C@H]2CC(=O)NC(=O)[C@@H]2C1=O,5.48823504,30.14308257,3.485229766
CN1C(=O)[C@H]2CC(=O)NC(=O)[C@H]2C1=O,5.48823504,30.14308257,3.485229766
CN1CCN([C@@H]2COC[C@H]2O)CC1,4.876636515,27.79947834,3.280126144
CO[C@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,5.174190038,29.54756591,3.644804868
NC1=C(N)NCNC1,4.808551975,35.64182873,4.129913225
CC(=O)N[C@@H]1C[C@H](O)O[C@@H](C)[C@H]1O,5.195277027,30.96205869,3.848552064
CO[C@@H]1C[C@H](O)[C@H](O)[C@@H](CO)O1,4.932724159,29.1037871,3.747524067
CCn1c(=O)[nH]c2[nH]c(=O)[nH]c(=O)c21,5.253955594,35.28125696,2.933063582
CN1c2[nH]c(=O)n(C)c2C(=O)N[C@H]1O,4.979265043,33.58896296,4.053304655
CN1c2[nH]c(=O)n(C)c2C(=O)N[C@@H]1O,4.979265043,33.58896296,4.053304655
C[C@H]1COC[C@H](C(N)=O)N1,5.159340059,31.98601459,3.84880136
CO[C@@H]1C[C@H](O)[C@@H](O)[C@H](CO)O1,4.932724159,29.1037871,3.747524067
CC(=O)N[C@@H]1C[C@H](O)O[C@@H](C)[C@@H]1O,5.195277027,30.96205869,3.848552064
CNC(=O)[C@H]1CC[C@H](C(=O)[O-])[NH2+]1,5.789940555,32.73022213,5.42537676
CNC(=O)[C@@H]1CC[C@H](C(=O)[O-])[NH2+]1,5.789940555,32.73022213,5.42537676
CC(=O)N[C@@H]1C[C@H](O)O[C@H](C)[C@@H]1O,5.195277027,30.96205869,3.848552064
O[C@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,5.180592487,29.3029609,3.949564156
O[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,5.180592487,29.3029609,3.949564156
O[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1O,5.180592487,29.3029609,3.949564156
OCC(CO)CC(CO)CO,5.003751653,29.81586022,2.892898594
OC[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,5.185431957,29.43379011,3.595445278
COC1[C@H](O)[C@@H](O)C(O)[C@@H](O)[C@H]1O,5.174190038,29.54756591,3.644804868
c1cnn2nnnc2n1,4.53479167,30.90383257,3.244525443
COC(=O)[C@@]1(N)CCNC(=O)C1,4.803487648,31.68638953,3.490276363
OCc1n[nH]c(CO)n1,5.038896556,32.9056203,3.194984315
OC[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,5.185431957,29.43379011,3.595445278
C[C@@H](O[C@H](C)C(N)=O)C(N)=O,4.797347699,33.61700656,3.320609253
OC[C@@H]1O[C@@H](O)C[C@H](O)[C@H]1O,5.20481992,29.62563155,3.831960395
OC[C@]1(O)OC[C@H](O)[C@@H](O)[C@@H]1O,5.125259245,29.32854106,4.137534768
C[C@@](O)(CO)C[C@](C)(O)CO,4.83738542,29.75708282,3.874583612
OCCN(CO)CCO,4.892270605,28.90250816,2.813449161
CC(=O)N[C@H](CCC(N)=O)C(N)=O,5.146535571,35.92118652,2.444018345
OC1NC(O)NC(O)N1,5.02879596,34.60791938,4.387583983
OC[C@H]1OCOC(CO)(CO)[C@H]1O,5.218982104,29.56600818,4.265000608
OC[C@@H]1OCOC(CO)(CO)[C@@H]1O,5.218982104,29.56600818,4.265000608
OC[C@@H]1OCOC(CO)(CO)[C@H]1O,5.218982104,29.56600818,4.265000608
OC[C@H]1OCO[C@H](CO)C1O,4.967306107,28.79830686,3.690217458
OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1F,5.21124034,29.77591635,4.04069292
OC[C@@H]1O[C@@H](O)[C@@H](O)[C@@H]1F,4.984286387,28.36774825,3.990979905
OC[C@@H]1O[C@@H](O)C[C@@H](O)[C@H]1O,5.20481992,29.62563155,3.831960395
CNC(=O)C(=O)NCCCO,4.72489014,29.9436691,2.127597684
CNC(=O)C(=O)NC[C@H](C)O,4.342321876,29.97183945,2.706624836
OC1N[C@@H](O)[C@H](O)N1,5.028851272,32.06695111,5.021170727
OC1N[C@H](O)[C@@H](O)N1,5.028851272,32.06695111,5.021170727
OC[C@@H]1O[C@H](O)C[C@@H](O)[C@H]1O,5.20481992,29.62563155,3.831960395
C[C@@H]1O[C@H](O)C[C@H](O)[C@@H]1O,5.086792075,28.730409,3.923607716
OC[C@@H]1OC[C@@H](O)[C@@H]1O,4.940678602,28.15396809,3.546172611
OC[C@@H]1OC[C@H](O)[C@H]1O,4.940678602,28.15396809,3.546172611
OC[C@@H]1O[C@H](O)C[C@@H](O)[C@@H]1O,5.20481992,29.62563155,3.831960395
OC[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O,5.165278554,29.38119984,3.297713711
CC(=O)Nc1nc(N)nc(N)n1,5.052320847,35.85466951,2.301888677
OC[C@@H]1OC[C@@H](O)[C@H]1O,4.940678602,28.15396809,3.546172611
OC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O,5.236344669,29.2672836,3.476499432
O[C@@H]1[C@@H](CF)O[C@@H](O)[C@H](O)[C@H]1O,5.21681509,29.70699462,3.961676047
OC[C@@H]1O[C@@H](O)[C@H](O)[C@H](F)[C@@H]1O,5.182793635,29.77591635,4.039040315
O[C@@H]1[C@H]2CO[C@H](O2)[C@H](O)[C@@H]1O,4.97606547,29.20023766,4.741926882
O[C@@H]1[C@H](CF)O[C@@H](O)[C@H](O)[C@@H]1O,5.21681509,29.70699462,3.961676047
COC1[C@H](O)[C@H](O)C(O)[C@@H](O)[C@H]1O,5.174190038,29.54756591,3.442473742
OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O,5.185431957,29.43379011,3.595445278
OC[C@H]1O[C@H](O)[C@@H](F)[C@@H](O)[C@@H]1O,5.178500117,29.77616621,3.987715749
OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](F)[C@H]1O,5.182793635,29.77591635,4.039040315
OC[C@H]1O[C@H](O)[C@H](F)[C@@H](O)[C@H]1O,5.178500117,29.77616621,3.987715749
OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1F,5.21124034,29.77591635,4.04069292
C[C@@H]1OCO[C@@H](CO)[C@@H](O)[C@H]1O,4.996234661,29.11727438,3.845602433
OC[C@H]1O[C@@H](O)[C@H](F)[C@@H](O)[C@H]1O,5.178500117,29.77616621,3.987715749
O[C@@H]1[C@@H](CF)O[C@H](O)[C@H](O)[C@H]1O,5.21681509,29.70699462,3.961676047
OC[C@@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O,5.195623934,29.37685383,3.590001244
OC[C@]12OC[C@H](O1)[C@H](O)[C@H](O)[C@@H]2O,5.173317872,29.67385872,5.368764318
C[C@@H]1O[C@H](O)C[C@@H](O)[C@@H]1O,5.086792075,28.730409,3.923607716
O[C@@H]1[C@H](O)O[C@@H](CF)[C@@H](O)[C@H]1O,5.21681509,29.70699462,3.961676047
CC(F)(C(N)=O)C(N)=O,5.236943288,35.24855902,3.003821414
COC(=O)[C@]1(N)CCNC(=O)C1,4.803487648,31.68638953,3.490276363
CN1C[C@H](N)C1=O,5.319988602,31.21087756,3.560165119
NC(=O)[C@H](N)CN1CCOCC1,4.805227732,29.94678248,2.687335541
N[C@H](C[NH3+])[P@](=O)([O-])O,5.231468811,36.57208108,6.097348286
N[C@@H](C[NH3+])[P@](=O)([O-])O,5.231468811,36.57208108,6.097348286
N[C@@H](C[NH+](CCO)CCO)C(=O)[O-],5.653720814,32.44433809,5.569874948
N[C@@H]1C[NH2+]C[C@@H]1C(=O)[O-],5.669194107,31.21560842,6.309072821
N[C@@H]1[C@H](NO)O[C@@H](CO)[C@@H](O)[C@@H]1O,5.333098743,34.7228996,4.339311165
CNC(=O)[C@H](N)[C@@H](C)O,4.284679367,32.21365239,3.058205689
CC1(N)C(=O)NC(=O)NC1=O,5.239662592,34.78140576,3.192410226
CC1(C)NC(=O)[C@H]2C[C@H](O)CN2C1=O,4.799492073,30.53288468,3.507361159
CC1(C)NC(=O)[C@H]2C[C@@H](O)CN2C1=O,4.799492073,30.53288468,3.507361159
NC(=O)c1noc(CO)n1,4.837104129,33.88469328,2.862612956
C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O,5.236008941,29.96511063,3.716914156
O[C@H]1CO[C@H](O)[C@H](O)[C@@H]1O,5.217291426,29.27605648,3.80317813
CNC(=O)C[C@H]([NH3+])C(=O)[O-],5.601149723,34.19642822,4.671084438
NC(=O)c1ncc[nH]c1=O,4.875841719,36.23288945,2.567638597
Cc1nc(C(N)=O)c(N)n1CCO,4.986505604,34.16274797,2.631655135
CN1C(=O)C[C@]2(CNC(=O)C2)C1=O,5.141981996,30.34363028,3.945180397
CN1C(=O)C[C@@]2(CNC(=O)C2)C1=O,5.141981996,30.34363028,3.945180397
CN1C(=O)NC2NC(=O)N(C)C21,4.824001229,30.64245046,3.523885311
Cc1[nH]c(=O)[nH]c(=O)c1CCO,5.129109313,33.46474224,2.491516081
CO[C@@H]1O[C@@H](OC)[C@H](O)[C@@H]1O,4.711100066,28.10593219,3.581464374
OCC1(CO)COCOC1,5.047550406,29.2383133,3.176079806
CC(=O)NCC(N)=O,4.934915722,32.65358705,1.978166792
NC(=O)c1nccnc1C(N)=O,4.823728541,35.36646187,2.471434831
NC(=O)c1nonc1NC=O,4.985855122,35.31240644,3.150709567
CC(=O)NCc1cc(=O)[nH]c(=O)[nH]1,5.02726021,36.15683436,2.456841508
C[C@H](O)C(N)=O,4.955638324,34.18476097,2.55876853
C[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,5.236008941,29.96511063,3.716914156
CC(=O)NCC[C@H]([NH3+])C(=O)[O-],5.548330351,33.86650795,4.350272089
CNC(=O)CC[C@@H]([NH3+])C(=O)[O-],5.547595282,33.81555108,4.424349012
CN1C(=O)C(=O)N(C)C(=O)C1=O,5.194390189,29.59477391,2.131423561
CC(O)(CO)CO,4.978290838,28.81760839,2.88387879
CNC(=O)NC(N)=O,5.036452974,35.71943999,2.24190833
C[NH+](C)C[C@H](O)C(=O)[O-],5.592646962,30.2770213,5.914075134
CN(C)C(N)N=N,4.575235565,32.98372968,4.607742042
C[C@H](O)[C@H](O)CO,4.95028264,29.064478,3.332336274
C[C@H](O)C(=O)NCCO,4.912081123,30.12160189,2.673498302
CNC(=O)CO,5.065185671,32.77858003,2.423462856
C[C@H](NC(=O)CC[NH3+])C(=O)[O-],5.392039484,34.36012568,4.505363847
CC(=O)NCc1c[nH]c(=O)[nH]c1=O,5.042648767,36.10139666,2.350214256
C[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,5.236008941,29.96511063,3.716914156
C[C@]([NH3+])(CO)C(=O)[O-],5.561580996,33.62035727,5.280430025
C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,5.236008941,29.96511063,3.716914156
C[C@@]1(O)NC(=O)NC1=O,5.240588819,31.82978945,3.608324389
C[C@]1(O)NC(=O)NC1=O,5.240588819,31.82978945,3.608324389
CN1C(=O)N[C@H]2NC(=O)N[C@@H]21,4.836481623,31.60842826,4.096818997
CN1C(=O)N[C@H]2NC(=O)N[C@H]21,4.836481623,31.60842826,4.096818997
CC(=O)N[C@@H](C)C(N)=O,4.875293635,33.50276254,2.43398912
CC12NC(=O)NC1NC(=O)N2,4.937345917,33.84286154,4.075129567
CN1C(=O)N[C@@H]2NC(=O)N[C@@H]21,4.836481623,31.60842826,4.096818997
Cc1nnc2nc(N)nc(N)n12,5.098244734,34.42999839,2.994099603
C[C@H](NC(=O)[C@@H]([NH3+])[C@@H](C)O)C(=O)[O-],4.974713833,36.06516697,4.90436368
Cc1nnc(N)n1N,5.019762268,34.93288906,3.031501737
CC(=O)N[C@@H](CO)C(N)=O,5.066435034,33.8570122,2.495011822
Cc1nnc(NN)n1N,5.032222711,37.57053602,3.06792993
CC(=O)N[C@@H](Cc1c[nH]cn1)C(N)=O,4.682351712,35.3914408,3.059480418
C[C@H]1O[C@@H](O)C[C@H](O)[C@@H]1O,5.086792075,28.730409,3.923607716
C[C@H]1NC(=O)N[C@@H]2NC(=O)NC[C@@H]21,5.065297696,33.59041707,4.494165123
C[C@H](O)[C@@H]1OC(=O)[C@H](O)[C@@H]1O,5.220019973,30.55885043,4.037859353
C[C@@]1(O)C(=O)O[C@@H](CO)[C@@H]1O,5.13279331,30.5717082,3.967788896
CC[C@H]([NH3+])C(=O)N[C@@H](OC)C(=O)[O-],5.233467959,34.28557299,5.042555893
CNC(N)N=N,5.033531391,36.15737107,4.999470542
CO[C@@H]1O[C@H]2[C@H](O)C(=O)O[C@H]2[C@H]1O,5.184331846,29.89455083,4.264551591
CN1C(=O)[C@@H](CC(N)=O)NC1=S,4.92074017,31.97735592,3.245496742
C[NH+](C)C[C@@H](O)C(=O)[O-],5.592646962,30.2770213,5.914075134
Cc1nn2nnnc2[nH]c1=O,4.857527694,32.72934982,3.54564252
C[C@H](O)CNC(=O)C(=O)NC1CC1,4.7611677,30.91410366,2.564453228
C[N@H+](CCO)CC(=O)[O-],5.608285798,30.36550616,5.985829406
CNC(=O)C=C(N)C(=O)NC,4.916687899,34.47855696,3.184972864
C[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O,5.236008941,29.96511063,3.716914156
C[C@H](O)[C@@H]1NC(=O)CNC1=O,4.862751449,30.90946308,3.377280694
C[C@H](O)[C@H]1NC(=O)CNC1=O,4.862751449,30.90946308,3.377280694
C[C@](O)(CO)[C@H](O)CO,5.008169133,29.16553473,3.747668626
CC(=O)N[C@H](CO)C(N)=O,5.066435034,33.8570122,2.495011822
CN(C)C[C@H]([NH3+])C(=O)[O-],5.545350436,30.45409215,4.944032477
CN1CCN([C@H]2CC(=O)NC2=O)CC1,5.155018632,30.07353819,2.804686615
CN1CC(=O)N2CCNC[C@H]2C1=O,5.021379976,29.88310462,3.144242821
CN1CC[NH2+][C@@H](C(=O)[O-])C1,5.821643176,31.0359568,5.497608335
CN1C(=O)C[C@H](N)C1=O,5.205105701,31.48834066,3.184686262
C[C@H](O)[C@@H]1NC(=O)NC1=O,5.280326415,31.56649023,3.333614181
C[C@H](O)[C@H]1NC(=O)NC1=O,5.280326415,31.56649023,3.333614181
Cc1cc(=O)n(NC=O)c2nncn12,4.53712595,33.04147799,3.521077035
CC(=O)N[C@H](Cc1c[nH]cn1)C(N)=O,4.682351712,35.3914408,3.059480418
CO[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O,5.20085769,29.27916592,3.715566368
NC(=O)Nc1nc(N)nc(N)n1,4.986451916,36.66677578,2.49234685
CNC(=O)[C@H](CO)NC(C)=O,4.405357051,30.00940382,2.465681979
CC(C)NC(=O)[C@@H](N)CC(N)=O,5.033840296,34.85197071,2.452286171
CC(C)NC(=O)[C@H](N)CC(N)=O,5.033840296,34.85197071,2.452286171
CNC(=O)c1nc(CN)no1,4.77704736,34.50353886,2.720934182
CN(C)C[C@@H]([NH3+])C(=O)[O-],5.545350436,30.45409215,4.944032477
CC1(C)NC(=O)N(CC(N)=O)C1=O,5.047755125,33.81914853,2.327031358
OC[C@@H]1O[C@H](O)[C@H](F)[C@@H](O)[C@@H]1O,5.178500117,29.77616621,3.987715749
C[C@H]1CNC(N=N)N1,4.692426106,32.45097589,5.338768529
CO[C@@H]1O[C@H](C)[C@H](O)[C@@H](O)[C@@H]1O,4.96172581,29.12362958,3.577565873
CO[C@@H]1O[C@H](C)[C@H](O)[C@@H](O)[C@H]1O,4.96172581,29.12362958,3.577565873
OC[C@@H]1O[C@H](O)[C@H](F)[C@@H](O)[C@H]1O,5.178500117,29.77616621,3.987715749
CNC(=O)C(=O)NCC1(CO)CC1,4.702978954,30.30941199,2.642915316
CC(=O)OC[C@H]([NH3+])C(=O)[O-],5.49245248,33.73460765,4.598314591
CN(CC[NH3+])CC(=O)[O-],5.091501353,30.95194751,4.732247405
CN(C)[C@H]1CC(=O)NC1=O,4.706432516,30.66064777,3.199574213
NC(=O)N1CC(O)C1,4.937452482,30.24052826,2.427294484
COC(=O)[C@]1(N)CCS(=O)(=O)C1,5.269000599,30.87937347,3.521303193
COC(=O)[C@@]1(N)CCS(=O)(=O)C1,5.269000599,30.87937347,3.521303193
CC(=O)OC[C@@H]1NCCNC1=O,4.783701111,29.64436984,3.216674003
C[C@H](O)C(CO)(CO)CO,5.044692461,29.5364152,3.675734284
CC(=O)OC[C@@H]([NH3+])C(=O)[O-],5.49245248,33.73460765,4.598314591
CNC(=O)C[C@@H]1NCCNC1=O,4.808009365,30.96743977,3.146771905
CNC(=O)C[C@H]1NCCNC1=O,4.808009365,30.96743977,3.146771905
CN1CC[NH2+]C[C@@H]1C(=O)[O-],5.804382347,30.83762771,5.614864745
CN1CC[NH2+]C[C@H]1C(=O)[O-],5.804382347,30.83762771,5.614864745
CNC(=O)C[C@@H]1C(=O)Nc2ncnn21,4.938337646,32.11724927,3.747084248
CNC(=O)C[C@H]1C(=O)Nc2ncnn21,4.938337646,32.11724927,3.747084248
C[C@]1(F)C(=O)O[C@H](CO)[C@H]1O,5.000518813,29.84459496,4.191641643
CC(=O)OC[C@H]1NCCNC1=O,4.783701111,29.64436984,3.216674003
CN1C(=O)C[C@@H](O)C1=O,5.120394514,29.95807488,3.163393286
CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,5.174190038,29.54756591,3.644804868
OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H]1O,5.236344669,29.2672836,3.476499432
OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O,5.185431957,29.43379011,3.595445278
OC[C@]1(O)OC[C@H](O)[C@H]1O,5.179274991,29.14984396,4.164330538
OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@H]1O,5.125259245,29.32854106,4.137534768
OC[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,5.185431957,29.43379011,3.595445278
OC[C@H](O)[C@@H](O)CO,4.977873628,29.62666092,3.248760837
OC[C@@]1(O)OC[C@H](O)[C@@H](O)[C@H]1O,5.125259245,29.32854106,4.137534768
OC[C@@H]1O[C@@H](O)C[C@H](O)[C@@H]1O,5.20481992,29.62563155,3.831960395
C[C@@]([NH3+])(CO)C(=O)[O-],5.561580996,33.62035727,5.280430025
OC[C@@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1O,5.185431957,29.43379011,3.595445278
O[C@H]1CO[C@H](O)[C@@H]1O,4.950801547,28.55187761,3.904921066
OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H]1O,5.236344669,29.2672836,3.476499432
O[C@H]1CO[C@@H](O)[C@@H]1O,4.950801547,28.55187761,3.904921066
O[C@H]1OC[C@@H](O)[C@H](O)[C@H]1O,5.217291426,29.27605648,3.80317813
O[C@@H]1[C@H](O)[C@H](O)OC[C@H]1O,5.217291426,29.27605648,3.80317813
O[C@H]1[C@H](O)CO[C@@H](O)[C@@H]1O,5.217291426,29.27605648,3.80317813
OC[C@@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O,5.185431957,29.43379011,3.595445278
OC[C@]1(O)OC[C@H](O)[C@@H](O)[C@H]1O,5.125259245,29.32854106,4.137534768
OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O,5.185431957,29.43379011,3.595445278
O[C@@H]1[C@H](O)OC[C@@H](O)[C@H]1O,5.217291426,29.27605648,3.80317813
O[C@H]1CO[C@@H](O)[C@H](O)[C@H]1O,5.217291426,29.27605648,3.80317813
OC[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O,5.185431957,29.43379011,3.595445278
CC(C(N)=O)C(N)=O,5.059315165,35.82612313,2.721976347
N[C@H]1C(=O)OC[C@H]1CO,4.858904318,30.64361596,3.910826668
OC[C@H](O)COC[C@@H](O)CO,5.138569467,29.71876747,3.193609076
OC[C@@H](O)COC[C@H](O)CO,5.138569467,29.71876747,3.193609076
OCCOCCO,4.904509292,31.0733536,2.156173384
O[C@H]1CO[C@@H]2[C@@H](O)CO[C@H]12,4.96648224,28.67689603,4.119945417
OC[C@@H]1O[C@H](O)[C@H](F)[C@H](O)[C@H]1O,5.178500117,29.77616621,3.987715749
OC[C@]1(O)OC[C@H](O)[C@H](O)[C@H]1O,5.125259245,29.32854106,4.137534768
O[C@H]1COC[C@H]1O,4.914739942,28.22415464,3.654116174
OC[C@@H]1OC[C@H](O)[C@H](O)[C@H]1O,5.195623934,29.37685383,3.590001244
O[C@@H]1[C@H]2OC[C@H](O2)[C@H](O)[C@@H]1O,4.97606547,29.20023766,4.741926882
CC(C)(C(N)=O)C(N)=O,4.91650696,34.63243656,2.675693941
OCC(CO)(CO)n1cnnn1,4.990151849,29.84864614,3.669242261
OC[C@H]1O[C@@H](O)C[C@@H]1O,4.952182572,28.37103291,3.681184149
CO[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,4.96172581,29.12362958,3.577565873
O[C@@H]1[C@H]2CO[C@H](O2)[C@@H](O)[C@@H]1O,4.97606547,29.20023766,4.741926882
C[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,5.236008941,29.96511063,3.716914156
OC[C@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O,5.185431957,29.43379011,3.595445278
OCC(CO)CO,4.84294995,28.89724644,2.802854356
O[C@@H]1CNOC1,4.843380103,29.47201542,4.713594705
O[C@@H]1CO[C@@H]2[C@H](O)CO[C@H]12,4.96648224,28.67689603,4.119945417
CCCNC(=O)C(=O)NCCO,4.803878712,30.29605344,1.959226658
O[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O,5.217291426,29.27605648,3.80317813
OC[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@@H]1O,5.185431957,29.43379011,3.595445278
OC[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O,5.185431957,29.43379011,3.595445278
C[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O,5.236008941,29.96511063,3.716914156
O[C@H]1[C@H](O)[C@@H](O)[C@@H]2OC[C@H]1O2,4.97606547,29.20023766,4.741926882
CC(C)(CO)[C@H](O)C(N)=O,5.10531669,31.57769208,3.302466668
OC[C@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,5.125259245,29.32854106,4.137534768
O[C@H]1CO[C@@H](O)[C@@H](O)[C@H]1O,5.217291426,29.27605648,3.80317813
O[C@H]1OC[C@@H](O)[C@H](O)[C@@H]1O,5.217291426,29.27605648,3.80317813
OC[C@H]1O[C@@H](O)C[C@@H](O)[C@@H]1O,5.20481992,29.62563155,3.831960395
OCC[C@H](O)CO,4.834305716,28.83691165,2.892057427
O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,5.217291426,29.27605648,3.80317813
