,index,Water_all_overlap_factor_100,MaxEStateIndex,MaxAbsEStateIndex,FpDensityMorgan1,BCUT2D_MWHI,BCUT2D_MRHI,BCUT2D_MRLOW,Chi0n,Chi0v,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa3,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,SMR_VSA3,SMR_VSA4,SMR_VSA6,SlogP_VSA1,SlogP_VSA2,TPSA,EState_VSA9,VSA_EState3,VSA_EState4,VSA_EState6,NHOHCount,NOCount,NumAliphaticRings,NumHeteroatoms,NumSaturatedHeterocycles,NumSaturatedRings,MolLogP,MolMR,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_N,fr_NH1,fr_NH2,fr_aldehyde,fr_ether,fr_methoxy,fr_priamide
46,47,34.4293967,11.2262037,11.2262037,1.5,16.15977282,5.915661664,0.095214623,7.293658972,7.293658972,3.859772676,3.859772676,2.500087738,2.500087738,1.411944749,1.411944749,0.85112624,0.85112624,-2.11,2.442188222,10.30076712,14.57305289,4.794537184,0.0,15.28474565,0.0,6.544756406,16.5657989,22.41989318,94.82,0.0,2.423148148,-1.389485072,1.013712207,3,6,0,6,0,0,-1.021,50.2136,0,0,2,3,0,0,0,0,0
47,48,28.3760693,8.59837963,8.59837963,1.5,16.35208362,4.828467034,0.00963755,4.487905156,4.487905156,2.315788793,2.315788793,1.476216578,1.476216578,0.822775914,0.822775914,0.265081621,0.265081621,-0.38,2.065904892,15.31958218,0.0,0.0,0.0,0.0,0.0,6.606881965,0.0,34.13439692,60.69,15.31958218,25.33208333,0.0,0.0,3,3,0,3,0,0,-1.1135,29.2964,3,3,0,0,0,0,0,0,0
48,49,37.2669885,10.16082483,10.16082483,1.888888889,16.43511463,5.854260645,-0.118197147,5.087132532,5.087132532,2.373512859,2.373512859,1.501077082,1.501077082,0.646898546,0.646898546,0.250387586,0.250387586,-1.26,4.596135196,16.25770911,4.794537184,0.0,0.0,5.316788604,10.8893802,6.544756406,11.05045608,23.49480895,87.71,10.9409205,12.94094671,5.006527778,0.0,4,5,0,5,0,0,-1.1311,32.0926,0,0,0,1,1,0,0,0,0
49,50,29.7367081,9.196697531,9.196697531,1.083333333,32.11702846,7.803718555,-0.204725439,6.238174395,7.132601586,3.56200947,4.078407249,2.719449317,3.228410225,1.86705949,2.29424154,1.081733811,1.414433779,0.15,1.732051374,25.16297253,0.0,0.0,0.0,0.0,0.0,6.606881965,0.0,56.88485547,90.15,14.94991774,36.18330247,-0.874490741,0.0,4,5,1,6,1,1,-2.2839,42.7532,4,4,0,0,0,0,1,0,0
50,51,28.4911043,10.12017668,10.12017668,1.545454545,16.49592349,5.567074824,-0.13145528,6.174645225,6.174645225,3.120526647,3.120526647,2.076914958,2.076914958,1.324175288,1.324175288,0.602426685,0.602426685,-0.49,2.938662377,24.85098232,0.0,0.0,0.0,0.0,0.0,13.71667951,0.0,53.63432138,86.99,15.31958218,26.19502079,0.0,0.0,3,5,0,5,0,0,-2.0856,35.9604,3,3,0,0,0,1,1,1,0
51,52,31.1622838,10.28726379,10.28726379,1.153846154,16.38420112,5.789304149,-0.147019537,6.569452578,6.569452578,3.383305567,3.383305567,2.455066461,2.455066461,1.454246485,1.454246485,0.637588753,0.637588753,-1.02,3.070998764,30.95431424,4.794537184,0.0,0.0,0.0,5.733667477,0.0,5.733667477,57.03531538,141.08,20.42610958,35.32935185,4.586273148,0.0,6,7,0,7,0,0,-3.8858,39.2856,4,4,0,0,1,1,0,0,1
52,53,44.2281517,6.299907407,6.299907407,1.428571429,15.47350292,4.415993023,0.435060452,3.679264403,3.679264403,1.636506226,1.636506226,0.864969235,0.864969235,0.44483731,0.44483731,0.122648122,0.122648122,-0.56,2.175294118,0.0,11.68534054,16.38271179,5.114250126,10.85158279,16.79959067,0.0,22.53692333,6.289710395,112.31,17.21646954,2.902777778,10.52212963,0.0,7,6,0,6,0,0,-1.77243,23.5819,0,0,0,3,2,0,0,0,0
53,54,29.5565926,10.02142621,10.02142621,1.25,16.37496902,5.57783334,-0.117790665,6.368311069,6.368311069,3.401441653,3.401441653,2.444539837,2.444539837,1.482683922,1.482683922,0.643782612,0.643782612,-0.53,2.838808992,30.95431424,0.0,0.0,0.0,0.0,5.733667477,6.606881965,5.733667477,57.67289206,124.01,26.15977706,35.16729545,5.039091081,-1.262777778,6,6,0,6,0,0,-3.4124,39.1456,4,4,0,0,1,1,0,0,0
54,55,28.5807148,9.72962963,9.72962963,1.333333333,16.36231088,5.56119569,-0.124642341,5.059290154,5.059290154,2.587649199,2.587649199,1.857871159,1.857871159,0.983590104,0.983590104,0.365855165,0.365855165,-0.45,2.549917765,20.11411937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.91764187,77.76,15.31958218,25.73601852,0.0,0.0,3,4,0,4,0,0,-1.7121,29.7584,3,3,0,0,0,1,0,0,0
55,56,31.1082009,10.53166667,10.53166667,1.444444444,16.16350125,5.897282315,0.227012421,5.45737602,5.45737602,2.346721999,2.346721999,1.713670332,1.713670332,0.607317177,0.607317177,0.210439655,0.210439655,-1.26,3.33347181,16.36724469,0.0,4.794537184,4.992404733,4.899909731,16.45973969,14.09534397,11.46733495,30.98592278,84.71,11.46733495,0.0,9.822777778,-0.449074074,4,5,0,5,0,0,-1.0586,34.8928,0,0,0,0,2,0,0,0,0
56,57,29.3529129,9.196697531,9.196697531,1.083333333,32.11702846,7.803718555,-0.204725439,6.238174395,7.132601586,3.56200947,4.078407249,2.719449317,3.228410225,1.86705949,2.29424154,1.081733811,1.414433779,0.15,1.732051374,25.16297253,0.0,0.0,0.0,0.0,0.0,6.606881965,0.0,56.88485547,90.15,14.94991774,36.18330247,-0.874490741,0.0,4,5,1,6,1,1,-2.2839,42.7532,4,4,0,0,0,0,1,0,0
57,58,33.7758585,6.459907407,6.459907407,1.428571429,15.27042234,4.457356678,0.48503496,4.524563865,4.524563865,2.059155957,2.059155957,1.108986171,1.108986171,0.675973469,0.675973469,0.273437012,0.273437012,-0.48,2.244637681,0.0,10.63357721,5.531128999,5.114250126,10.63357721,5.114250126,14.09534397,10.63357721,20.38505436,60.27,5.531128999,8.625,6.459907407,0.0,3,4,0,4,0,0,-0.26023,27.0551,0,0,0,3,0,0,0,0,0
58,59,31.5391879,6.611157407,6.611157407,1.625,15.35240576,4.499208444,0.255318571,5.47177746,5.47177746,2.423106903,2.423106903,1.755054898,1.755054898,0.869622637,0.869622637,0.438218666,0.438218666,-0.48,1.994253056,0.0,10.21669833,5.531128999,5.114250126,10.21669833,5.114250126,21.14301595,5.316788604,32.33263607,51.48,5.531128999,6.09375,6.611157407,0.0,2,4,0,4,0,0,0.08197,31.6824,0,0,0,2,0,0,0,0,0
59,60,30.2279882,10.80314815,10.80314815,1.333333333,16.26667358,6.345685138,-0.138863168,7.255274008,7.255274008,3.816259302,3.816259302,2.418500583,2.418500583,1.101593008,1.101593008,0.561517585,0.561517585,-1.1,4.675103106,15.7401046,9.589074368,0.0,0.0,10.63357721,0.0,13.08951281,10.63357721,36.11436605,78.43,5.106527395,13.3686115,0.0,0.0,3,5,0,5,0,0,-1.3805,43.3742,1,1,0,2,0,0,0,0,0
60,61,36.5115778,11.07462963,11.07462963,1.461538462,16.36826181,5.848981994,-0.419031181,7.611116056,7.611116056,3.882878891,3.882878891,2.896408261,2.896408261,1.631402543,1.631402543,0.598423546,0.598423546,-1.14,3.860643059,26.05804805,4.794537184,0.0,0.0,5.316788604,0.0,0.0,16.15698348,35.17066046,117.1,5.106527395,21.31183768,3.374466175,-1.946944444,5,6,0,6,0,0,-3.7677,40.9686,1,1,0,1,0,0,0,0,0
61,62,29.8571698,10.64425926,10.64425926,1.454545455,16.26666889,6.344950107,-0.138617009,6.548167227,6.548167227,3.25559913,3.25559913,2.138170497,2.138170497,0.991321254,0.991321254,0.434212924,0.434212924,-1.1,4.323324151,15.7401046,9.589074368,0.0,0.0,10.63357721,0.0,13.59242839,10.63357721,36.61728163,78.43,5.106527395,13.09697184,0.0,0.0,3,5,0,5,0,0,-1.7706,38.7572,1,1,0,2,0,0,0,0,0
62,63,32.1041963,10.40916667,10.40916667,1.111111111,16.16044805,5.960213899,-0.128222638,5.523603362,5.523603362,2.615355072,2.615355072,1.523129366,1.523129366,0.878791798,0.878791798,0.322602435,0.322602435,-1.06,3.516368876,10.63357721,9.589074368,0.0,0.0,10.63357721,0.0,14.09534397,10.63357721,25.90970342,58.2,0.0,4.660833333,0.0,0.0,2,4,0,4,0,0,-1.1315,32.7504,0,0,0,2,0,0,0,0,0
63,64,36.1170753,10.48769322,10.48769322,1.0,16.16669713,5.755707581,0.236387256,6.523603362,6.523603362,3.115355072,3.115355072,1.688578376,1.688578376,0.952015103,0.952015103,0.381528,0.381528,-1.46,5.008384075,21.26715442,0.0,9.589074368,0.0,21.26715442,0.0,20.76403515,21.26715442,32.82626418,82.26,0.0,9.421025605,0.0,-0.664068405,4,6,0,6,0,0,-1.1981,40.0498,0,0,0,4,0,0,0,0,0
64,65,31.9597647,10.67250378,10.67250378,1.0,16.34602415,5.898177356,-0.144954595,6.86562431,6.86562431,3.335329672,3.335329672,2.11817616,2.11817616,1.329128609,1.329128609,0.582534488,0.582534488,-1.14,2.478798331,20.846632,9.589074368,0.0,0.0,10.63357721,0.0,14.09534397,10.63357721,48.33069099,98.66,10.21305479,22.12105631,0.0,0.0,4,6,0,6,0,0,-2.7998,40.147,2,2,0,2,0,0,0,0,0
65,66,31.3243037,10.52935185,10.52935185,1.888888889,16.52590634,5.751246595,-0.143474667,5.548167227,5.548167227,2.618322907,2.618322907,1.546994917,1.546994917,1.016738159,1.016738159,0.425932721,0.425932721,-0.61,2.434954129,15.16017895,4.794537184,0.0,0.0,5.316788604,0.0,20.76435149,5.316788604,37.882025,58.56,5.106527395,11.04208333,0.0,-0.587962963,2,4,0,4,0,0,-1.2603,31.9495,1,1,0,1,0,0,1,1,0
66,67,28.5136587,10.75782407,10.75782407,1.25,16.54508609,6.000748168,-0.155590333,6.695941991,6.695941991,3.023395961,3.023395961,1.763849977,1.763849977,1.108481496,1.108481496,0.53605145,0.53605145,-1.59,2.567880776,14.79051451,4.794537184,9.589074368,0.0,5.316788604,0.0,14.21959508,5.316788604,38.61014179,81.7,0.0,1.954351852,0.0,-1.377314815,1,6,0,6,0,0,-1.553,37.0197,0,0,0,1,0,0,2,2,0
67,68,27.8733712,10.60361111,10.60361111,1.777777778,16.54116831,5.805448937,-0.166958111,5.177923739,5.177923739,2.704316941,2.704316941,2.12671957,2.12671957,1.400248212,1.400248212,0.69612208,0.69612208,-0.61,0.906451828,15.16017895,0.0,4.794537184,0.0,5.316788604,0.0,20.19931035,5.316788604,36.87619385,58.56,5.106527395,11.90759259,-1.241319444,0.0,2,4,1,4,1,1,-1.5063,29.8355,1,0,0,1,0,0,1,1,0
68,69,32.7090235,10.65861489,10.65861489,1.25,16.54340174,5.853464236,-0.158223344,6.812257565,6.812257565,3.135208987,3.135208987,2.016940211,2.016940211,1.256186747,1.256186747,0.532337018,0.532337018,-1.14,2.478798331,20.31392078,4.794537184,4.794537184,0.0,0.0,5.733667477,14.21959508,5.733667477,43.41054027,98.85,10.84019487,8.987361111,5.122361111,-1.400509259,3,6,0,6,0,0,-1.9794,38.0142,1,1,0,0,1,0,2,2,0
69,70,32.8711015,10.65861489,10.65861489,1.25,16.54340174,5.853464236,-0.158223344,6.812257565,6.812257565,3.135208987,3.135208987,2.016940211,2.016940211,1.256186747,1.256186747,0.532337018,0.532337018,-1.14,2.478798331,20.31392078,4.794537184,4.794537184,0.0,0.0,5.733667477,14.21959508,5.733667477,43.41054027,98.85,10.84019487,8.987361111,5.122361111,-1.400509259,3,6,0,6,0,0,-1.9794,38.0142,1,1,0,0,1,0,2,2,0
70,71,29.244493,9.528148148,9.528148148,1.307692308,16.69517076,4.857043431,-0.279832505,7.751995495,7.751995495,4.26691251,4.26691251,3.301503202,3.301503202,2.475063342,2.475063342,1.472917724,1.472917724,-0.2,2.000692042,24.79330809,0.0,0.0,0.0,0.0,5.917906046,13.71667951,0.0,53.63818758,79.15,14.5802533,27.87316043,0.0,0.0,3,5,1,5,1,1,-1.2921,43.9334,3,3,0,0,0,0,2,1,0
71,72,29.3207855,9.528148148,9.528148148,1.307692308,16.69517076,4.857043431,-0.279832505,7.751995495,7.751995495,4.26691251,4.26691251,3.301503202,3.301503202,2.475063342,2.475063342,1.472917724,1.472917724,-0.2,2.000692042,24.79330809,0.0,0.0,0.0,0.0,5.917906046,13.71667951,0.0,53.63818758,79.15,14.5802533,27.87316043,0.0,0.0,3,5,1,5,1,1,-1.2921,43.9334,3,3,0,0,0,0,2,1,0
72,73,29.1596358,9.528148148,9.528148148,1.307692308,16.69517076,4.857043431,-0.279832505,7.751995495,7.751995495,4.26691251,4.26691251,3.301503202,3.301503202,2.475063342,2.475063342,1.472917724,1.472917724,-0.2,2.000692042,24.79330809,0.0,0.0,0.0,0.0,5.917906046,13.71667951,0.0,53.63818758,79.15,14.5802533,27.87316043,0.0,0.0,3,5,1,5,1,1,-1.2921,43.9334,3,3,0,0,0,0,2,1,0
73,74,29.5631546,10.95784061,10.95784061,1.461538462,16.68733717,5.787611701,-0.246717445,7.63567992,7.63567992,4.085773296,4.085773296,3.135754621,3.135754621,2.235537183,2.235537183,1.35998789,1.35998789,-0.49,2.054401708,19.6867807,4.794537184,0.0,0.0,0.0,5.917906046,13.71667951,0.0,48.21093875,75.99,9.473725908,18.88310185,0.0,0.0,2,5,1,5,1,1,-1.0839,42.9336,2,2,0,0,0,0,2,1,0
74,75,35.9940354,10.81439815,10.81439815,1.25,32.22775459,7.901810714,0.59652619,6.118591722,6.935088302,2.931304329,4.822715867,2.22412878,4.208286239,1.135121991,2.153978356,0.646012844,1.245220216,-1.37,1.816667192,0.0,14.76249423,13.21233417,0.0,9.967957042,0.0,6.255769184,11.24901029,24.64152321,99.86,0.0,-0.378472222,-1.5675,0.816203704,2,6,0,7,0,0,-1.5333,40.7932,0,0,2,2,0,0,0,0,0
75,76,31.1811102,10.89289352,10.89289352,1.5,16.28828158,5.802761711,-0.131074081,7.241452909,7.241452909,3.667910752,3.667910752,3.042112177,3.042112177,1.50236801,1.50236801,0.530931263,0.530931263,-0.65,3.165780209,20.63637079,4.794537184,0.0,0.0,5.316788604,0.0,13.21376393,5.316788604,46.08341748,89.79,15.31958218,28.62238568,-1.061435185,0.0,4,5,0,5,0,0,-1.7733,42.4001,3,3,0,1,0,0,0,0,0
76,77,29.4985594,10.5750463,10.5750463,1.5,16.28498697,5.794167869,-0.128368627,6.164482801,6.164482801,3.175699279,3.175699279,2.270146446,2.270146446,0.951147215,0.951147215,0.39600347,0.39600347,-0.61,4.286691532,15.52984339,4.794537184,0.0,0.0,5.316788604,0.0,6.544756406,5.316788604,34.8729237,69.56,10.21305479,19.66937642,0.0,0.0,3,4,0,4,0,0,-1.1358,36.3713,2,2,0,1,0,0,0,0,0
77,78,30.4009138,9.916666667,9.916666667,1.230769231,16.66343525,5.126989998,-0.18538588,7.981559723,7.981559723,4.103695182,4.103695182,4.078914654,4.078914654,3.169652895,3.169652895,1.442836318,1.442836318,-0.2,1.120675606,25.16297253,0.0,0.0,0.0,0.0,0.0,6.606881965,0.0,50.12617071,90.15,9.843390349,37.95768519,-4.838726852,0.0,4,5,1,5,1,1,-1.412,43.8302,4,2,0,0,0,0,1,0,0
78,79,38.1352603,11.18481481,11.18481481,1.461538462,16.25695427,5.811029018,0.480755869,6.788274041,6.788274041,3.603632548,3.603632548,2.715816047,2.715816047,1.92612194,1.92612194,1.235773066,1.235773066,-1.98,0.882766347,10.09050592,14.34561535,4.794537184,0.0,14.53505669,7.047671983,0.0,11.24901029,19.64158408,90.88,0.0,9.339915911,-0.789398148,0.0,3,6,0,6,0,0,-0.7395,45.8252,0,0,3,2,0,0,0,0,0
79,80,28.0500801,10.77325728,10.77325728,1.333333333,16.46146506,6.344840003,-0.138417036,7.346065215,7.346065215,3.708725106,3.708725106,2.181377656,2.181377656,1.244086351,1.244086351,0.612235337,0.612235337,-1.1,4.675103106,15.37044016,9.589074368,0.0,0.0,10.63357721,0.0,27.30910789,10.63357721,39.12346735,67.43,4.736862954,4.660585632,0.0,0.0,2,5,0,5,0,0,-1.1149,43.5694,0,0,0,2,0,0,1,1,0
80,81,27.7707882,10.67018896,10.67018896,1.363636364,16.46222916,6.344872299,-0.138496902,6.638958434,6.638958434,3.208725106,3.208725106,1.827824266,1.827824266,1.025034161,1.025034161,0.460433747,0.460433747,-1.1,4.323324151,15.37044016,9.589074368,0.0,0.0,10.63357721,0.0,27.30910789,10.63357721,39.12346735,67.43,0.0,4.558145077,0.0,0.0,2,5,0,5,0,0,-1.505,38.9524,0,0,0,2,0,0,1,1,0
81,82,30.5969294,10.29514952,10.29514952,1.545454545,16.47753015,5.708961774,0.035705359,6.376594352,6.376594352,3.622386238,3.622386238,2.429547773,2.429547773,1.580599448,1.580599448,0.948999496,0.948999496,-0.81,3.197171117,15.78731903,4.899909731,4.794537184,0.0,10.21669833,5.733667477,32.97196793,11.05045608,43.90299217,67.59,10.47053043,2.524444444,4.901658872,-0.475470522,3,5,1,5,1,1,-1.0556,39.9781,0,0,0,1,1,0,1,0,1
82,83,32.0579227,10.54736111,10.54736111,1.363636364,16.36810908,5.791378417,-0.683555528,5.948359511,5.948359511,3.461561087,3.461561087,2.704191024,2.704191024,1.921491072,1.921491072,1.265503891,1.265503891,-1.1,1.676076896,20.95152066,4.794537184,0.0,0.0,0.0,5.733667477,0.0,16.15698348,23.96016668,99.83,5.733667477,11.73127079,4.976578798,-0.967222222,4,5,1,5,1,1,-3.684,32.9368,0,0,0,0,2,0,0,0,1
83,84,34.2044143,11.00685185,11.00685185,1.0,16.51051294,5.880849112,-0.130050446,6.843547025,6.843547025,4.03435335,4.03435335,3.306518877,3.306518877,2.55658801,2.55658801,1.986334761,1.986334761,-1.36,1.03966407,16.20419791,9.589074368,0.0,0.0,0.0,23.30314705,0.0,11.46733495,24.02229223,95.41,16.20419791,0.0,10.3037037,0.0,4,5,2,5,1,1,-1.4734,43.1698,0,0,0,0,2,0,1,0,2
84,85,32.6241186,11.45324074,11.45324074,1.153846154,16.51148167,6.055530594,-0.14215269,6.713410351,6.713410351,4.162415566,4.162415566,3.548258647,3.548258647,2.94469722,2.94469722,2.326656447,2.326656447,-1.2,0.652563902,4.736862954,9.589074368,10.85158279,0.0,5.008912524,17.67848236,0.0,5.84267027,29.03120476,72.63,10.57953322,0.727037037,0.0,0.0,2,5,3,5,2,2,-1.2015,40.8214,0,0,0,0,1,0,1,0,0
85,86,29.7238138,3.962592593,3.962592593,0.666666667,15.49772055,5.388076144,0.842488642,6.511708698,6.511708698,4.006551851,4.006551851,2.974096319,2.974096319,1.917883492,1.917883492,0.971867651,0.971867651,-1.46,0.955636522,9.799819462,0.0,0.0,0.0,20.39472723,0.0,35.97884509,9.799819462,46.57375286,57.58,0.0,15.85037037,0.0,0.0,0,6,2,6,2,2,-1.0934,42.048,0,0,4,0,0,0,0,0,0
86,87,32.6210427,3.796111111,3.796111111,1.555555556,15.54970877,4.82325571,0.464004103,4.910174726,4.910174726,2.924101533,2.924101533,1.995031937,1.995031937,1.389563801,1.389563801,0.908693667,0.908693667,-0.97,0.692188294,5.316788604,0.0,4.681802935,0.0,25.52404354,0.0,6.544756406,5.316788604,26.75201134,55.63,0.0,14.25888889,0.0,0.0,1,5,1,5,0,0,-1.2237,29.5237,0,0,4,1,0,0,0,0,0
87,88,30.1997728,3.0625,3.0625,0.666666667,15.2470691,4.48690529,0.44309471,3.621320344,3.621320344,2.121320344,2.121320344,1.280330086,1.280330086,0.75,0.75,0.452665043,0.452665043,-0.12,0.930812162,0.0,15.95036581,0.0,0.0,15.95036581,0.0,20.00607357,15.95036581,20.00607357,36.09,0.0,9.1875,0.0,0.0,3,3,1,3,1,1,-1.3587,24.0081,0,0,0,3,0,0,0,0,0
88,89,31.3879275,3.820694444,3.820694444,0.833333333,15.60715278,4.948760862,0.483459425,5.991922326,5.991922326,3.433989504,3.433989504,2.505524653,2.505524653,1.794510801,1.794510801,1.186468401,1.186468401,-1.86,0.607308923,0.0,0.0,9.36360587,0.0,40.41450987,0.0,0.0,0.0,40.41450987,87.2,0.0,22.28537037,0.0,0.0,0,8,1,8,0,0,-1.9304,33.838,0,0,8,0,0,0,0,0,0
89,90,29.2233917,10.4675,10.4675,1.7,16.49913327,5.728328599,-0.119717424,5.832624277,5.832624277,3.228178353,3.228178353,2.411821981,2.411821981,1.439142473,1.439142473,0.941925567,0.941925567,-0.61,1.683003428,15.16017895,4.794537184,0.0,0.0,5.316788604,0.0,13.21376393,5.316788604,36.37327827,58.56,9.843390349,11.67564815,0.0,-0.210648148,2,4,1,4,1,1,-1.1178,34.4305,1,1,0,1,0,0,1,0,0
90,91,31.2304693,10.72619237,10.72619237,1.538461538,16.61740138,5.728110787,-0.202083768,7.72743163,7.72743163,4.291115097,4.291115097,3.329162833,3.329162833,2.109159456,2.109159456,1.47301995,1.47301995,-0.65,2.650068773,20.26670635,4.794537184,0.0,0.0,5.316788604,0.0,0.0,5.316788604,40.66003485,78.79,4.736862954,21.31270597,0.0,-0.420138889,3,5,1,5,1,1,-1.0208,44.7823,2,2,0,1,0,0,1,0,0
91,92,28.7669637,10.78509023,10.78509023,1.384615385,16.58813685,5.72900002,-0.119892286,7.395573106,7.395573106,4.36624954,4.36624954,3.470262402,3.470262402,2.415935739,2.415935739,1.863859179,1.863859179,-0.65,1.544056386,19.89704191,4.794537184,0.0,0.0,5.316788604,0.0,13.21376393,5.316788604,48.58121105,67.79,9.473725908,12.12220852,0.0,-0.111435185,2,5,2,5,2,2,-1.3504,43.0915,1,1,0,1,0,0,2,0,0
92,93,30.4342836,11.41393519,11.41393519,1.214285714,16.19209128,6.193888382,-0.142885401,7.442014077,7.442014077,4.17208419,4.17208419,3.436207554,3.436207554,2.597175093,2.597175093,1.846613406,1.846613406,-1.72,0.965555685,0.0,29.39484707,0.0,0.0,10.21669833,11.83581209,7.047671983,5.316788604,35.57630063,83.55,0.0,2.04462963,0.0,0.0,1,6,2,6,2,2,-1.7361,42.5237,0,0,0,1,0,0,0,0,0
93,94,29.5646291,11.41393519,11.41393519,1.214285714,16.19209128,6.193888382,-0.142885401,7.442014077,7.442014077,4.17208419,4.17208419,3.436207554,3.436207554,2.597175093,2.597175093,1.846613406,1.846613406,-1.72,0.965555685,0.0,29.39484707,0.0,0.0,10.21669833,11.83581209,7.047671983,5.316788604,35.57630063,83.55,0.0,2.04462963,0.0,0.0,1,6,2,6,2,2,-1.7361,42.5237,0,0,0,1,0,0,0,0,0
94,95,29.5410086,8.280694444,8.280694444,1.428571429,16.27431928,4.370052003,0.110971525,4.46296113,4.46296113,2.21212466,2.21212466,1.444697282,1.444697282,0.723142037,0.723142037,0.241421356,0.241421356,-0.12,3.717073367,10.21305479,4.899909731,0.0,0.0,4.899909731,0.0,26.9301271,0.0,42.04309162,43.7,10.21305479,16.49569444,0.0,0.0,2,3,0,3,0,0,-1.1397,26.8016,2,2,0,0,0,0,0,0,0
95,96,32.089926,10.36226852,10.36226852,2.0,16.15787396,5.867415791,-0.139689741,4.217269206,4.217269206,2.221429063,2.221429063,1.825253373,1.825253373,1.163978387,1.163978387,0.633750988,0.633750988,-0.57,0.488985081,10.63357721,4.794537184,0.0,0.0,4.899909731,5.733667477,13.59242839,5.733667477,30.44135868,46.33,5.733667477,0.0,5.221203704,-0.203703704,2,3,1,3,1,1,-1.2143,25.6124,0,0,0,0,1,0,0,0,0
96,97,28.7013397,11.11166667,11.11166667,1.25,16.3351794,5.809111096,-0.123531494,6.973503716,6.973503716,4.207736662,4.207736662,3.728272666,3.728272666,3.058220455,3.058220455,2.262316232,2.262316232,-0.45,0.91979786,10.21305479,9.694446915,0.0,0.0,4.899909731,0.0,7.047671983,0.0,52.23549588,60.77,0.0,19.02435185,0.0,-0.321759259,2,4,2,4,2,2,-1.2463,41.5936,2,2,0,0,0,0,0,0,0
97,98,33.1078623,8.431064815,8.431064815,1.111111111,16.25573712,4.853467446,0.265727005,4.703067944,4.703067944,2.486775909,2.486775909,1.53461572,1.53461572,0.87953669,0.87953669,0.479570114,0.479570114,-0.94,1.242828258,15.19703331,0.0,0.0,0.0,15.18134214,0.0,0.0,0.0,25.39439693,82.03,10.21305479,23.84203704,0.0,0.0,3,5,0,5,0,0,-1.2107,28.2283,2,2,3,1,0,0,0,0,0
98,99,32.5018106,10.73333333,10.73333333,1.8,16.50863171,5.829364687,-0.143756459,6.015167194,6.015167194,3.296258731,3.296258731,2.620343049,2.620343049,1.683025819,1.683025819,0.88465701,0.88465701,-0.61,1.273998495,15.78731903,4.794537184,0.0,0.0,5.316788604,5.733667477,19.69639478,11.05045608,31.20462532,64.35,10.47053043,3.030833333,4.304097222,0.0,3,4,1,4,1,1,-1.1498,36.4211,0,0,0,1,1,0,1,0,1
99,100,32.1346147,9.143842593,9.143842593,1.090909091,16.54302921,4.872694642,-0.214699157,6.213990692,6.213990692,3.490018126,3.490018126,2.777594198,2.777594198,1.889155426,1.889155426,1.082884725,1.082884725,-0.2,1.520844812,25.79011262,0.0,0.0,0.0,0.0,5.733667477,0.0,5.733667477,45.96334891,95.94,25.79011262,27.34527778,5.277962963,0.0,5,5,1,5,1,1,-2.2274,36.5428,3,3,0,0,1,0,1,0,0
100,101,36.9376933,9.13837963,9.13837963,2.0,16.46408779,4.394806389,0.13075111,2.95737602,2.95737602,1.286388341,1.286388341,0.67934601,0.67934601,0.245833316,0.245833316,0.023570226,0.023570226,-0.52,1.767356322,5.207253025,5.733667477,0.0,5.480096598,5.480096598,10.91054941,0.0,11.21376408,11.49696342,87.71,10.11431827,9.83962963,6.045138889,0.0,4,5,0,5,0,0,-1.0261,18.6926,0,0,0,1,1,0,0,0,0
101,102,31.9941325,9.143842593,9.143842593,1.090909091,16.54302921,4.872694642,-0.214699157,6.213990692,6.213990692,3.490018126,3.490018126,2.777594198,2.777594198,1.889155426,1.889155426,1.082884725,1.082884725,-0.2,1.520844812,25.79011262,0.0,0.0,0.0,0.0,5.733667477,0.0,5.733667477,45.96334891,95.94,25.79011262,27.34527778,5.277962963,0.0,5,5,1,5,1,1,-2.2274,36.5428,3,3,0,0,1,0,1,0,0
102,103,30.1035321,10.69796296,10.69796296,1.777777778,16.47641587,5.812159674,-0.121708899,5.092517463,5.092517463,2.915284563,2.915284563,1.972435495,1.972435495,1.179810126,1.179810126,0.663481626,0.663481626,-0.61,1.654910535,15.78731903,4.794537184,0.0,0.0,5.316788604,5.733667477,19.75852033,11.05045608,31.70754089,64.35,10.47053043,2.605324074,5.341203704,-0.479166667,3,4,1,4,1,1,-1.5399,31.8041,0,0,0,1,1,0,1,0,0
103,104,30.3947549,10.69796296,10.69796296,1.777777778,16.47641587,5.812159674,-0.121708899,5.092517463,5.092517463,2.915284563,2.915284563,1.972435495,1.972435495,1.179810126,1.179810126,0.663481626,0.663481626,-0.61,1.654910535,15.78731903,4.794537184,0.0,0.0,5.316788604,5.733667477,19.75852033,11.05045608,31.70754089,64.35,10.47053043,2.605324074,5.341203704,-0.479166667,3,4,1,4,1,1,-1.5399,31.8041,0,0,0,1,1,0,1,0,0
