,index,Water_all_overlap_factor_100,MaxEStateIndex,MaxAbsEStateIndex,FpDensityMorgan1,BCUT2D_MWHI,BCUT2D_MRHI,BCUT2D_MRLOW,Chi0n,Chi0v,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa3,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,SMR_VSA3,SMR_VSA4,SMR_VSA6,SlogP_VSA1,SlogP_VSA2,TPSA,EState_VSA9,VSA_EState3,VSA_EState4,VSA_EState6,NHOHCount,NOCount,NumAliphaticRings,NumHeteroatoms,NumSaturatedHeterocycles,NumSaturatedRings,MolLogP,MolMR,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_N,fr_NH1,fr_NH2,fr_aldehyde,fr_ether,fr_methoxy,fr_priamide
104,105,29.9013791,9.17537037,9.17537037,1.181818182,16.36470992,4.90951786,-0.100511716,6.012469021,6.012469021,3.549549541,3.549549541,2.745848167,2.745848167,1.942262415,1.942262415,1.151781065,1.151781065,-0.2,1.686939792,25.74289818,0.0,0.0,0.0,5.316788604,0.0,13.15163837,5.316788604,57.93148794,92.95,15.31958218,38.61819444,0.0,-0.533888889,5,5,1,5,1,1,-2.9668,36.8969,4,4,0,1,0,0,0,0,0
105,106,31.3749526,9.199537037,9.199537037,1.166666667,16.62768392,4.899291344,-0.248306319,6.368311069,6.368311069,3.637143913,3.637143913,2.8062071,2.8062071,1.948612922,1.948612922,1.117618325,1.117618325,-0.24,1.581758759,30.89664001,0.0,0.0,0.0,0.0,5.733667477,6.606881965,5.733667477,57.67675827,116.17,20.68358522,36.06475151,5.262470711,-1.039074074,6,6,1,6,1,1,-3.255,37.9546,4,4,0,0,1,0,1,0,0
106,107,31.4876266,9.199537037,9.199537037,1.166666667,16.62768392,4.899291344,-0.248306319,6.368311069,6.368311069,3.637143913,3.637143913,2.8062071,2.8062071,1.948612922,1.948612922,1.117618325,1.117618325,-0.24,1.581758759,30.89664001,0.0,0.0,0.0,0.0,5.733667477,6.606881965,5.733667477,57.67675827,116.17,20.68358522,36.06475151,5.262470711,-1.039074074,6,6,1,6,1,1,-3.255,37.9546,4,4,0,0,1,0,1,0,0
107,108,31.9103915,10.38837963,10.38837963,1.875,16.27388452,5.839625201,-0.120321322,4.294619475,4.294619475,2.429466517,2.429466517,1.838282678,1.838282678,1.202716372,1.202716372,0.624714338,0.624714338,-0.61,0.676667305,16.15698348,4.794537184,0.0,0.0,5.316788604,5.733667477,6.544756406,11.05045608,29.70427075,75.35,10.84019487,11.16486111,5.159722222,-0.712962963,4,4,1,4,1,1,-2.1956,26.9919,1,1,0,1,1,0,0,0,0
108,109,32.0136019,10.55712963,10.55712963,1.777777778,16.26883183,5.811696154,-0.123443564,5.587512694,5.587512694,2.745015105,2.745015105,1.880637615,1.880637615,1.068867722,1.068867722,0.385738212,0.385738212,-0.61,2.434954129,16.15698348,4.794537184,0.0,0.0,5.316788604,5.733667477,7.047671983,11.05045608,30.20718632,75.35,10.84019487,11.0587037,5.208472222,-0.810185185,4,4,0,4,0,0,-1.5595,33.7229,1,1,0,1,1,0,0,0,0
109,110,33.4276655,10.61807162,10.61807162,1.666666667,16.1873904,6.338838374,-0.13692179,6.202867765,6.202867765,3.247778255,3.247778255,2.123774369,2.123774369,1.218041093,1.218041093,0.643980959,0.643980959,-1.85,2.080926844,16.0344346,9.589074368,4.983978521,0.0,15.28474565,5.733667477,0.0,11.05045608,21.7823165,100.87,5.733667477,2.299768519,5.411220238,0.0,4,6,0,6,0,0,-1.4888,39.6288,0,0,2,2,1,0,0,0,1
110,111,32.3229371,10.294375,10.294375,1.666666667,16.50316795,5.748475391,-0.124835985,5.092517463,5.092517463,2.773038246,2.773038246,2.498261254,2.498261254,1.305332031,1.305332031,0.813304714,0.813304714,-0.61,1.398554375,16.20419791,4.794537184,0.0,0.0,0.0,11.46733495,13.21376393,11.46733495,24.65986891,78.34,16.20419791,0.0,10.03891204,0.0,4,4,1,4,1,1,-1.4105,31.5488,0,0,0,0,2,0,1,0,1
111,112,34.9126664,10.20722222,10.20722222,1.888888889,16.14611825,5.753749785,-0.116947426,4.664482801,4.664482801,2.424469926,2.424469926,1.607864023,1.607864023,0.82269212,0.82269212,0.490233468,0.490233468,-1.39,1.521095687,5.733667477,9.893218992,0.0,0.0,15.41074871,5.733667477,0.0,5.733667477,21.31792844,84.66,5.733667477,9.408657407,5.434814815,0.0,3,5,0,5,0,0,-1.1675,29.2811,0,0,3,1,1,0,0,0,1
112,113,29.4583312,10.61227915,10.61227915,1.5,16.47747301,5.792777798,-0.119477586,7.03129489,7.03129489,4.049089605,4.049089605,2.92184261,2.92184261,1.924050981,1.924050981,1.151881063,1.151881063,-0.65,2.766736517,16.20419791,9.694446915,0.0,0.0,4.899909731,11.46733495,32.84803315,11.46733495,49.69696344,81.58,16.20419791,0.0,10.52158518,-0.552685185,4,5,1,5,1,1,-1.8688,44.4288,0,0,0,0,2,0,1,0,1
113,114,32.1371421,10.18962963,10.18962963,1.777777778,16.36820703,5.700618631,-0.664686509,5.04011122,5.04011122,3.013420006,3.013420006,2.321726157,2.321726157,1.654036137,1.654036137,1.093601866,1.093601866,-0.61,1.197459447,20.95152066,0.0,0.0,0.0,0.0,5.733667477,6.544756406,16.15698348,24.59774335,82.76,5.733667477,11.89796296,5.427824074,-0.722222222,4,4,1,4,1,1,-3.6007,28.1798,0,0,0,0,2,0,0,0,0
114,115,31.3115094,10.20087963,10.20087963,1.666666667,16.36686196,5.684167316,-0.63782176,5.04011122,5.04011122,2.996583254,2.996583254,2.349462932,2.349462932,1.679007789,1.679007789,1.078309914,1.078309914,-0.61,1.197459447,20.95152066,0.0,0.0,0.0,0.0,11.65157352,13.08951281,16.15698348,25.10065893,82.76,5.733667477,12.09486111,5.427824074,-0.212962963,4,4,1,4,1,1,-3.7432,28.1318,0,0,0,0,2,0,0,0,0
115,116,30.7866446,8.95662037,8.95662037,1.2,16.53229821,4.826807567,-0.184381484,5.343747204,5.343747204,3.040555688,3.040555688,2.346481568,2.346481568,1.540174021,1.540174021,0.828820891,0.828820891,-0.2,1.277891156,25.79011262,0.0,0.0,0.0,0.0,5.733667477,6.606881965,5.733667477,46.46626448,95.94,25.79011262,26.78856481,5.187546296,0.0,5,5,1,5,1,1,-2.6159,31.9478,3,3,0,0,1,0,1,0,0
116,117,34.8519171,9.332037037,9.332037037,1.307692308,16.58836515,4.918347001,-0.216576958,6.868311069,6.868311069,3.891226956,3.891226956,2.965343888,2.965343888,2.103353966,2.103353966,1.253748605,1.253748605,-0.28,1.96802573,30.99736564,0.0,0.0,5.480096598,5.480096598,5.733667477,6.606881965,11.21376408,57.71535834,128.2,20.78431085,35.91063114,7.140711451,-0.941851852,7,7,1,7,1,1,-3.2685,40.658,3,3,0,1,1,0,1,0,0
117,118,34.5745645,9.332037037,9.332037037,1.307692308,16.58836515,4.918347001,-0.216576958,6.868311069,6.868311069,3.891226956,3.891226956,2.965343888,2.965343888,2.103353966,2.103353966,1.253748605,1.253748605,-0.28,1.96802573,30.99736564,0.0,0.0,5.480096598,5.480096598,5.733667477,6.606881965,11.21376408,57.71535834,128.2,20.78431085,35.91063114,7.140711451,-0.941851852,7,7,1,7,1,1,-3.2685,40.658,3,3,0,1,1,0,1,0,0
118,119,34.5739309,9.332037037,9.332037037,1.307692308,16.58836515,4.918347001,-0.216576958,6.868311069,6.868311069,3.891226956,3.891226956,2.965343888,2.965343888,2.103353966,2.103353966,1.253748605,1.253748605,-0.28,1.96802573,30.99736564,0.0,0.0,5.480096598,5.480096598,5.733667477,6.606881965,11.21376408,57.71535834,128.2,20.78431085,35.91063114,7.140711451,-0.941851852,7,7,1,7,1,1,-3.2685,40.658,3,3,0,1,1,0,1,0,0
119,120,32.1354293,10.18962963,10.18962963,1.777777778,16.36820703,5.700618631,-0.664686509,5.04011122,5.04011122,3.013420006,3.013420006,2.321726157,2.321726157,1.654036137,1.654036137,1.093601866,1.093601866,-0.61,1.197459447,20.95152066,0.0,0.0,0.0,0.0,5.733667477,6.544756406,16.15698348,24.59774335,82.76,5.733667477,11.89796296,5.427824074,-0.722222222,4,4,1,4,1,1,-3.6007,28.1798,0,0,0,0,2,0,0,0,0
120,121,32.6067532,10.18962963,10.18962963,1.777777778,16.36820703,5.700618631,-0.664686509,5.04011122,5.04011122,3.013420006,3.013420006,2.321726157,2.321726157,1.654036137,1.654036137,1.093601866,1.093601866,-0.61,1.197459447,20.95152066,0.0,0.0,0.0,0.0,5.733667477,6.544756406,16.15698348,24.59774335,82.76,5.733667477,11.89796296,5.427824074,-0.722222222,4,4,1,4,1,1,-3.6007,28.1798,0,0,0,0,2,0,0,0,0
121,122,32.4619018,10.14921296,10.14921296,1.777777778,16.36801476,5.690903717,-0.664430626,5.04011122,5.04011122,2.996583254,2.996583254,2.392715103,2.392715103,1.582782745,1.582782745,1.050126251,1.050126251,-0.61,1.398554375,20.95152066,0.0,0.0,0.0,0.0,5.733667477,6.544756406,16.15698348,24.59774335,82.76,5.733667477,11.8575463,5.440555556,-0.367685185,4,4,1,4,1,1,-3.6007,28.1798,0,0,0,0,2,0,0,0,0
122,123,31.2641305,10.20087963,10.20087963,1.666666667,16.36686196,5.684167316,-0.63782176,5.04011122,5.04011122,2.996583254,2.996583254,2.349462932,2.349462932,1.679007789,1.679007789,1.078309914,1.078309914,-0.61,1.197459447,20.95152066,0.0,0.0,0.0,0.0,11.65157352,13.08951281,16.15698348,25.10065893,82.76,5.733667477,12.09486111,5.427824074,-0.212962963,4,4,1,4,1,1,-3.7432,28.1318,0,0,0,0,2,0,0,0,0
123,124,30.9014393,10.20087963,10.20087963,1.666666667,16.36686196,5.684167316,-0.63782176,5.04011122,5.04011122,2.996583254,2.996583254,2.349462932,2.349462932,1.679007789,1.679007789,1.078309914,1.078309914,-0.61,1.197459447,20.95152066,0.0,0.0,0.0,0.0,11.65157352,13.08951281,16.15698348,25.10065893,82.76,5.733667477,12.09486111,5.427824074,-0.212962963,4,4,1,4,1,1,-3.7432,28.1318,0,0,0,0,2,0,0,0,0
124,125,30.9372534,8.95662037,8.95662037,1.2,16.53229821,4.826807567,-0.184381484,5.343747204,5.343747204,3.040555688,3.040555688,2.346481568,2.346481568,1.540174021,1.540174021,0.828820891,0.828820891,-0.2,1.277891156,25.79011262,0.0,0.0,0.0,0.0,5.733667477,6.606881965,5.733667477,46.46626448,95.94,25.79011262,26.78856481,5.187546296,0.0,5,5,1,5,1,1,-2.6159,31.9478,3,3,0,0,1,0,1,0,0
125,126,32.2805807,10.12680556,10.12680556,1.714285714,16.2512468,5.796606428,-0.117846277,4.054132499,4.054132499,2.135706983,2.135706983,1.216406078,1.216406078,0.618313067,0.618313067,0.226762561,0.226762561,-0.41,3.419600201,10.84019487,4.794537184,0.0,0.0,0.0,5.733667477,13.15163837,5.733667477,24.04141071,63.32,10.84019487,8.091388889,4.897453704,0.0,3,3,0,3,0,0,-1.1034,25.7642,1,1,0,0,1,0,0,0,0
126,127,36.0001415,10.47055556,10.47055556,1.6,16.36766639,5.847455874,-0.435827371,5.500765753,5.500765753,2.832899223,2.832899223,1.962882444,1.962882444,1.035074775,1.035074775,0.441489755,0.441489755,-0.94,3.158592167,21.36839953,4.794537184,0.0,0.0,0.0,5.733667477,6.544756406,16.57386235,24.33914747,110.86,5.733667477,9.984048564,8.116856576,-0.97587963,5,5,0,5,0,0,-3.7353,30.3615,0,0,0,0,1,0,0,0,0
127,128,36.3676996,10.47055556,10.47055556,1.6,16.36766639,5.847455874,-0.435827371,5.500765753,5.500765753,2.832899223,2.832899223,1.962882444,1.962882444,1.035074775,1.035074775,0.441489755,0.441489755,-0.94,3.158592167,21.36839953,4.794537184,0.0,0.0,0.0,5.733667477,6.544756406,16.57386235,24.33914747,110.86,5.733667477,9.984048564,8.116856576,-0.97587963,5,5,0,5,0,0,-3.7353,30.3615,0,0,0,0,1,0,0,0,0
128,129,31.8500465,10.55712963,10.55712963,1.777777778,16.26883183,5.811696154,-0.123443564,5.587512694,5.587512694,2.745015105,2.745015105,1.880637615,1.880637615,1.068867722,1.068867722,0.385738212,0.385738212,-0.61,2.434954129,16.15698348,4.794537184,0.0,0.0,5.316788604,5.733667477,7.047671983,11.05045608,30.20718632,75.35,10.84019487,11.0587037,5.208472222,-0.810185185,4,4,0,4,0,0,-1.5595,33.7229,1,1,0,1,1,0,0,0,0
129,130,27.1189288,9.17079932,9.17079932,1.25,16.31712284,4.7102802,0.043414555,7.608845338,7.608845338,4.419275662,4.419275662,3.440281792,3.440281792,2.275593989,2.275593989,1.386224319,1.386224319,-0.16,3.064709213,15.11296452,4.899909731,0.0,0.0,9.799819462,0.0,46.37833598,0.0,72.49517662,46.94,5.106527395,17.80112402,0.0,0.0,2,4,1,4,1,1,-1.413,47.0296,2,2,0,0,0,0,0,0,0
130,131,32.4447204,10.73333333,10.73333333,1.8,16.50863171,5.829364687,-0.143756459,6.015167194,6.015167194,3.296258731,3.296258731,2.620343049,2.620343049,1.683025819,1.683025819,0.88465701,0.88465701,-0.61,1.273998495,15.78731903,4.794537184,0.0,0.0,5.316788604,5.733667477,19.69639478,11.05045608,31.20462532,64.35,10.47053043,3.030833333,4.304097222,0.0,3,4,1,4,1,1,-1.1498,36.4211,0,0,0,1,1,0,1,0,1
131,132,27.5882451,9.17079932,9.17079932,1.25,16.31712284,4.7102802,0.043414555,7.608845338,7.608845338,4.419275662,4.419275662,3.440281792,3.440281792,2.275593989,2.275593989,1.386224319,1.386224319,-0.16,3.064709213,15.11296452,4.899909731,0.0,0.0,9.799819462,0.0,46.37833598,0.0,72.49517662,46.94,5.106527395,17.80112402,0.0,0.0,2,4,1,4,1,1,-1.413,47.0296,2,2,0,0,0,0,0,0,0
132,133,28.8578704,11.11166667,11.11166667,1.25,16.3351794,5.809111096,-0.123531494,6.973503716,6.973503716,4.207736662,4.207736662,3.728272666,3.728272666,3.058220455,3.058220455,2.262316232,2.262316232,-0.45,0.91979786,10.21305479,9.694446915,0.0,0.0,4.899909731,0.0,7.047671983,0.0,52.23549588,60.77,0.0,19.02435185,0.0,-0.321759259,2,4,2,4,2,2,-1.2463,41.5936,2,2,0,0,0,0,0,0,0
133,134,31.1728474,10.80991119,10.80991119,1.25,16.25156276,5.772961487,-0.12123156,7.092137301,7.092137301,3.785136228,3.785136228,2.306522741,2.306522741,1.159979734,1.159979734,0.635771504,0.635771504,-1.1,7.012359551,15.7401046,9.589074368,0.0,0.0,10.63357721,0.0,19.69639478,10.63357721,36.61728163,78.43,5.106527395,13.30073056,0.0,0.0,3,5,0,5,0,0,-1.3789,43.3962,1,1,0,2,0,0,0,0,0
134,135,33.3619323,10.34946854,10.34946854,1.0,16.35523304,5.739892044,-0.131054626,6.86562431,6.86562431,3.335329672,3.335329672,2.29072219,2.29072219,1.001363575,1.001363575,0.574381054,0.574381054,-1.14,4.641081164,20.846632,9.589074368,0.0,0.0,10.63357721,0.0,0.0,10.63357721,34.48321659,98.66,10.21305479,21.88018519,0.0,0.0,4,6,0,6,0,0,-2.1046,39.647,2,2,0,2,0,0,0,0,0
135,136,32.8944487,10.34946854,10.34946854,1.0,16.35523304,5.739892044,-0.131054626,6.86562431,6.86562431,3.335329672,3.335329672,2.29072219,2.29072219,1.001363575,1.001363575,0.574381054,0.574381054,-1.14,4.641081164,20.846632,9.589074368,0.0,0.0,10.63357721,0.0,0.0,10.63357721,34.48321659,98.66,10.21305479,21.88018519,0.0,0.0,4,6,0,6,0,0,-2.1046,39.647,2,2,0,2,0,0,0,0,0
136,137,33.9651453,10.24226852,10.24226852,1.555555556,16.15550344,5.845867407,-0.125283257,5.471197119,5.471197119,2.601623963,2.601623963,1.824580549,1.824580549,0.846546179,0.846546179,0.376024148,0.376024148,-1.06,3.516368876,11.05045608,9.589074368,0.0,0.0,5.316788604,5.733667477,0.0,11.05045608,17.85620029,72.19,5.733667477,2.328703704,4.830601852,-0.56712963,3,4,0,4,0,0,-1.0037,32.4731,0,0,0,1,1,0,0,0,1
137,138,33.3370962,10.34946854,10.34946854,1.0,16.35523304,5.739892044,-0.131054626,6.86562431,6.86562431,3.335329672,3.335329672,2.29072219,2.29072219,1.001363575,1.001363575,0.574381054,0.574381054,-1.14,4.641081164,20.846632,9.589074368,0.0,0.0,10.63357721,0.0,0.0,10.63357721,34.48321659,98.66,10.21305479,21.88018519,0.0,0.0,4,6,0,6,0,0,-2.1046,39.647,2,2,0,2,0,0,0,0,0
138,139,31.1227933,11.12414352,11.12414352,1.461538462,16.29509229,5.807901383,-0.136727791,7.94855969,7.94855969,4.129235617,4.129235617,3.563865799,3.563865799,1.807121003,1.807121003,0.717130878,0.717130878,-0.65,3.711791469,20.63637079,4.794537184,0.0,0.0,5.316788604,5.414990469,19.75852033,5.316788604,47.08924864,89.79,10.21305479,29.0014607,-0.861568405,0.0,4,5,0,5,0,0,-1.5257,46.9691,3,3,0,1,0,0,0,0,0
139,140,30.9773476,11.12414352,11.12414352,1.461538462,16.29509229,5.807901383,-0.136727791,7.94855969,7.94855969,4.129235617,4.129235617,3.563865799,3.563865799,1.807121003,1.807121003,0.717130878,0.717130878,-0.65,3.711791469,20.63637079,4.794537184,0.0,0.0,5.316788604,5.414990469,19.75852033,5.316788604,47.08924864,89.79,10.21305479,29.0014607,-0.861568405,0.0,4,5,0,5,0,0,-1.5257,46.9691,3,3,0,1,0,0,0,0,0
140,141,28.0471645,10.82907785,10.82907785,1.25,16.46223076,6.345607362,-0.138744007,7.346065215,7.346065215,3.769385278,3.769385278,2.108154351,2.108154351,1.135305915,1.135305915,0.587738408,0.587738408,-1.1,4.675103106,15.37044016,9.589074368,0.0,0.0,10.63357721,0.0,26.80619232,10.63357721,38.62055178,67.43,0.0,4.772589522,0.0,0.0,2,5,0,5,0,0,-1.1149,43.5694,0,0,0,2,0,0,1,1,0
141,142,30.015373,10.65759259,10.65759259,1.272727273,16.25195409,6.345595285,-0.1387154,6.38503052,6.38503052,3.388689619,3.388689619,1.838961869,1.838961869,0.940923096,0.940923096,0.490546998,0.490546998,-1.1,4.323324151,15.7401046,9.589074368,0.0,0.0,10.63357721,0.0,19.69639478,10.63357721,36.61728163,78.43,5.106527395,12.81789816,0.0,0.0,3,5,0,5,0,0,-1.769,38.7792,1,1,0,2,0,0,0,0,0
142,143,28.4025761,10.21967593,10.21967593,1.0,16.18908742,6.344009648,-0.138082378,4.816496581,4.816496581,2.15824829,2.15824829,1.15824829,1.15824829,0.660352885,0.660352885,0.227062073,0.227062073,-1.06,1.592210383,10.63357721,9.589074368,0.0,0.0,10.63357721,0.0,14.09534397,10.63357721,25.90970342,58.2,0.0,4.329351852,0.0,0.0,2,4,0,4,0,0,-1.5216,28.1334,0,0,0,2,0,0,0,0,0
143,144,30.953057,10.96120748,10.96120748,1.416666667,16.18352032,6.039459015,-0.141734649,6.79327881,6.79327881,3.686473969,3.686473969,2.54679847,2.54679847,1.735397476,1.735397476,1.021884802,1.021884802,-1.39,1.607880444,5.316788604,19.28352128,0.0,0.0,10.21669833,0.0,13.59242839,5.316788604,36.21387731,66.48,0.0,2.347916667,0.0,0.0,1,5,1,5,1,1,-1.1186,40.0207,0,0,0,1,0,0,0,0,0
144,145,32.2385836,10.23736111,10.23736111,1.75,16.25169441,5.727817121,0.235884965,4.769675448,4.769675448,2.373905302,2.373905302,1.229507638,1.229507638,0.624422603,0.624422603,0.257821083,0.257821083,-0.77,3.421204589,15.7401046,0.0,4.794537184,0.0,10.63357721,0.0,20.19931035,10.63357721,31.33695226,61.36,5.106527395,12.88871599,0.0,-0.264768519,3,4,0,4,0,0,-1.0923,29.5442,1,1,0,2,0,0,0,0,0
145,146,30.4836773,10.46407407,10.46407407,1.2,16.5444572,5.982348401,-0.153187367,5.7876937,5.7876937,2.543676764,2.543676764,1.523990379,1.523990379,0.910236714,0.910236714,0.350158939,0.350158939,-1.1,2.021622759,15.20739338,0.0,9.589074368,0.0,0.0,5.733667477,14.21959508,5.733667477,32.20004649,78.62,5.733667477,0.0,5.032685185,-1.324074074,2,5,0,5,0,0,-1.3403,32.0074,0,0,0,0,1,0,2,2,0
146,147,28.9182672,10.91083333,10.91083333,1.272727273,16.54956388,6.081407162,-0.155400711,6.340099943,6.340099943,3.090099943,3.090099943,2.242046724,2.242046724,1.598044323,1.598044323,0.808858528,0.808858528,-1.1,1.069995707,9.473725908,5.316788604,9.589074368,0.0,5.316788604,0.0,20.76435149,5.316788604,38.24188732,74.54,0.0,2.600185185,-1.204861111,0.0,1,5,1,5,1,1,-1.3256,34.7657,0,0,0,1,0,0,2,2,0
147,148,28.6390369,11.01708333,11.01708333,1.25,16.87849067,6.043850506,-0.160822563,6.988455048,6.988455048,3.190511886,3.190511886,2.215936453,2.215936453,1.604198072,1.604198072,0.869416685,0.869416685,-1.14,0.961474865,9.473725908,0.0,14.42666295,0.0,5.063217725,0.0,21.26726707,0.0,43.99408096,68.14,4.837588584,1.074074074,-1.663194444,0.0,0,6,1,6,1,1,-1.0943,35.611,0,0,0,0,0,0,2,2,0
148,149,30.3145244,10.68861111,10.68861111,1.777777778,16.54836714,5.812676752,-0.164180898,5.216308703,5.216308703,2.639628766,2.639628766,2.140520152,2.140520152,1.311174195,1.311174195,0.643089538,0.643089538,-0.61,0.906451828,15.20739338,0.0,4.794537184,0.0,0.0,5.733667477,20.32356147,5.733667477,31.83179201,61.55,10.47053043,0.0,4.604884259,0.0,2,4,1,4,1,1,-1.1129,29.7534,0,0,0,0,1,0,2,1,0
149,150,32.2959488,10.44601852,10.44601852,1.777777778,16.52590804,5.753976107,-0.144051412,5.495760984,5.495760984,2.607387541,2.607387541,1.789546584,1.789546584,0.993068643,0.993068643,0.333023589,0.333023589,-0.61,2.434954129,15.57705783,4.794537184,0.0,0.0,0.0,5.733667477,7.109797541,5.733667477,30.33143744,72.55,10.84019487,8.696574074,5.145972222,-0.921296296,3,4,0,4,0,0,-1.1325,31.6722,1,1,0,0,1,0,1,1,0
150,151,32.7280723,10.44601852,10.44601852,1.777777778,16.52590804,5.753976107,-0.144051412,5.495760984,5.495760984,2.607387541,2.607387541,1.789546584,1.789546584,0.993068643,0.993068643,0.333023589,0.333023589,-0.61,2.434954129,15.57705783,4.794537184,0.0,0.0,0.0,5.733667477,7.109797541,5.733667477,30.33143744,72.55,10.84019487,8.696574074,5.145972222,-0.921296296,3,4,0,4,0,0,-1.1325,31.6722,1,1,0,0,1,0,1,1,0
151,152,29.9445206,10.53361489,10.53361489,1.0,16.55436879,5.845041134,-0.169200991,6.682120891,6.682120891,3.060074544,3.060074544,1.935994098,1.935994098,1.184424163,1.184424163,0.499290906,0.499290906,-1.14,2.478798331,19.6867807,0.0,9.589074368,0.0,0.0,0.0,14.21959508,0.0,48.57919322,93.06,10.21305479,17.72472222,0.0,0.0,2,6,0,6,0,0,-1.9458,36.0456,2,2,0,0,0,0,2,2,0
152,153,32.4324217,10.44601852,10.44601852,1.777777778,16.52590804,5.753976107,-0.144051412,5.495760984,5.495760984,2.607387541,2.607387541,1.789546584,1.789546584,0.993068643,0.993068643,0.333023589,0.333023589,-0.61,2.434954129,15.57705783,4.794537184,0.0,0.0,0.0,5.733667477,7.109797541,5.733667477,30.33143744,72.55,10.84019487,8.696574074,5.145972222,-0.921296296,3,4,0,4,0,0,-1.1325,31.6722,1,1,0,0,1,0,1,1,0
153,154,32.571252,10.44601852,10.44601852,1.777777778,16.52590804,5.753976107,-0.144051412,5.495760984,5.495760984,2.607387541,2.607387541,1.789546584,1.789546584,0.993068643,0.993068643,0.333023589,0.333023589,-0.61,2.434954129,15.57705783,4.794537184,0.0,0.0,0.0,5.733667477,7.109797541,5.733667477,30.33143744,72.55,10.84019487,8.696574074,5.145972222,-0.921296296,3,4,0,4,0,0,-1.1325,31.6722,1,1,0,0,1,0,1,1,0
154,155,29.988725,10.9803347,10.9803347,1.615384615,16.5251113,5.750497033,-0.14244621,7.862192911,7.862192911,4.372786907,4.372786907,3.042633422,3.042633422,2.062533984,2.062533984,1.28781895,1.28781895,-0.65,3.296249865,15.20739338,9.694446915,0.0,0.0,4.899909731,5.733667477,39.95783069,5.733667477,56.86888654,64.79,10.47053043,0.0,5.601546674,-0.538796296,2,5,1,5,1,1,-1.1811,47.2504,0,0,0,0,1,0,2,1,0
155,156,33.4200105,11.03356859,11.03356859,1.583333333,32.22782927,7.910565148,-0.142078059,6.739912065,7.556408646,3.566332134,5.387699339,2.644230602,4.872952321,1.710106335,3.377440068,1.078484944,2.435808656,-0.62,2.180676942,10.05365156,4.794537184,8.417796984,0.0,5.316788604,0.0,25.16026116,5.316788604,45.58920426,72.47,0.0,2.771689815,0.0,-0.686342593,1,5,1,6,1,1,-1.454,42.4605,0,0,0,1,0,0,1,1,0
156,157,29.4464056,10.8207224,10.8207224,0.857142857,16.52888296,5.858809486,0.055769691,7.421847544,7.421847544,3.427420353,3.427420353,2.030376843,2.030376843,1.214824622,1.214824622,0.575316221,0.575316221,-2.12,1.971288172,9.473725908,0.0,9.589074368,0.0,20.39472723,0.0,14.21959508,0.0,46.55293289,104.16,0.0,13.27796296,0.0,0.0,0,8,0,8,0,0,-1.1602,40.301,0,0,4,0,0,0,2,2,0
157,158,27.9246563,9.178981481,9.178981481,1.0,16.77773555,4.805078554,-0.204651674,6.428573139,6.428573139,3.275703402,3.275703402,2.325453401,2.325453401,1.640473867,1.640473867,1.005137525,1.005137525,-0.2,1.520844812,24.42364365,0.0,0.0,0.0,0.0,0.0,14.21959508,0.0,49.22063611,68.15,14.21058886,18.35796296,0.0,0.0,2,5,1,5,1,1,-1.3166,34.6926,2,2,0,0,0,0,3,2,0
158,159,27.8135498,9.178981481,9.178981481,1.0,16.77773555,4.805078554,-0.204651674,6.428573139,6.428573139,3.275703402,3.275703402,2.325453401,2.325453401,1.640473867,1.640473867,1.005137525,1.005137525,-0.2,1.520844812,24.42364365,0.0,0.0,0.0,0.0,0.0,14.21959508,0.0,49.22063611,68.15,14.21058886,18.35796296,0.0,0.0,2,5,1,5,1,1,-1.3166,34.6926,2,2,0,0,0,0,3,2,0
159,160,28.0743187,9.178981481,9.178981481,1.0,16.77773555,4.805078554,-0.204651674,6.428573139,6.428573139,3.275703402,3.275703402,2.325453401,2.325453401,1.640473867,1.640473867,1.005137525,1.005137525,-0.2,1.520844812,24.42364365,0.0,0.0,0.0,0.0,0.0,14.21959508,0.0,49.22063611,68.15,14.21058886,18.35796296,0.0,0.0,2,5,1,5,1,1,-1.3166,34.6926,2,2,0,0,0,0,3,2,0
160,161,28.2566365,9.178981481,9.178981481,1.0,16.77773555,4.805078554,-0.204651674,6.428573139,6.428573139,3.275703402,3.275703402,2.325453401,2.325453401,1.640473867,1.640473867,1.005137525,1.005137525,-0.2,1.520844812,24.42364365,0.0,0.0,0.0,0.0,0.0,14.21959508,0.0,49.22063611,68.15,14.21058886,18.35796296,0.0,0.0,2,5,1,5,1,1,-1.3166,34.6926,2,2,0,0,0,0,3,2,0
161,162,37.4133403,9.638888889,9.638888889,1.666666667,32.23313691,7.880765787,0.243525832,3.171958467,3.988455048,1.169312567,3.060724105,0.86345262,2.59035786,0.165822692,0.497468077,0.0,0.0,-0.13,3.87,5.207253025,0.0,8.417796984,0.0,4.885402859,0.0,6.255769184,4.885402859,19.88081919,66.4,5.207253025,7.564814815,0.0,0.0,2,4,0,5,0,0,-1.0752,19.766,0,0,0,1,0,0,0,0,0
