,index,Water_all_overlap_factor_100,Chi0n,Chi0v,Chi1n,Chi1v,Chi2n,Chi3n,Chi3v,Chi4n,HallKierAlpha,PEOE_VSA3,PEOE_VSA4,SMR_VSA4,SMR_VSA6,SlogP_VSA1,SlogP_VSA2,TPSA,VSA_EState4,NHOHCount,NumAliphaticRings,NumHeteroatoms,NumSaturatedRings,fr_Al_OH,fr_Al_OH_noTert,fr_NH1,fr_NH2,fr_ether
10,11,26.4298456,9.380468889,9.380468889,6.93265299,6.93265299,6.080637243,5.343990882,5.343990882,4.587856261,0.0,0.0,0.0,23.67162418,0.0,0.0,0.0,0.0,0.0,0,3,0,3,0,0,0,0,0
11,12,30.5998283,6.280598196,7.913591358,3.78435335,5.543658972,2.743466347,2.040040768,4.064638342,1.449461415,-0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0
12,13,29.2052328,9.369879009,9.369879009,5.838987503,5.838987503,4.221523389,3.208590675,3.208590675,2.373260484,-1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.363603395,0,1,0,1,0,0,0,0,0
13,14,31.8109384,4.885410682,4.885410682,2.366973397,2.366973397,1.36295089,0.630748823,0.630748823,0.251981915,-1.32,0.0,0.0,5.733667477,6.544756406,11.05045608,18.35911586,72.19,4.591472978,3,0,4,0,0,0,1,1,0
14,15,28.939343,7.2909608,7.2909608,3.856783454,3.856783454,2.681648125,1.779074453,1.779074453,0.867332912,-0.53,0.0,0.0,0.0,13.65455395,5.316788604,64.72056404,110.02,0.0,5,0,6,0,4,4,1,0,0
15,16,29.4425541,4.034726289,4.034726289,1.996116976,1.996116976,1.367278672,0.633679734,0.633679734,0.113703839,-0.41,0.0,0.0,0.0,0.0,0.0,28.70714809,57.53,0.0,2,0,3,0,2,2,0,0,0
16,17,33.299264,5.385991023,5.385991023,2.728937113,2.728937113,1.498041979,0.852026589,0.852026589,0.41352357,-0.52,5.531128999,5.114250126,5.114250126,20.19931035,10.63357721,31.59554814,80.5,6.556721466,4,0,5,0,1,1,3,0,0
17,18,30.4832201,5.302095141,5.302095141,2.682625685,2.682625685,2.22844969,1.307651611,1.307651611,0.639789835,-1.39,4.794537184,0.0,0.0,0.0,10.63357721,23.76338002,75.27,-1.36400463,2,1,5,1,0,0,2,0,0
18,19,39.9295685,4.101914134,4.101914134,1.847831091,1.847831091,0.986977703,0.56040539,0.56040539,0.185150855,-0.52,10.9569204,5.114250126,10.9569204,7.047671983,16.58525027,13.33738238,86.29,8.616018519,5,0,5,0,0,0,3,1,0
19,20,28.8079595,5.059290154,5.059290154,2.587649199,2.587649199,1.857871159,0.983590104,0.983590104,0.365855165,-0.45,0.0,0.0,0.0,0.0,0.0,39.91764187,77.76,0.0,3,0,4,0,3,3,0,0,0
20,21,30.1222513,6.738174395,6.738174395,4.048030722,4.048030722,3.605082,2.825768611,2.825768611,1.753463805,-0.24,0.0,0.0,0.0,6.606881965,0.0,68.26040169,113.68,-1.279699074,5,2,6,2,5,5,0,0,1
21,22,30.1024925,6.738174395,6.738174395,4.048030722,4.048030722,3.605082,2.825768611,2.825768611,1.753463805,-0.24,0.0,0.0,0.0,6.606881965,0.0,68.26040169,113.68,-1.279699074,5,2,6,2,5,5,0,0,1
22,23,29.4543424,6.096714615,6.096714615,2.977902316,2.977902316,1.733366999,0.984059815,0.984059815,0.433602639,-0.78,0.0,0.0,0.0,13.71667951,0.0,43.78952106,72.83,0.0,1,0,5,0,1,1,0,0,2
23,24,29.8482173,7.2909608,7.2909608,3.856783454,3.856783454,2.681648125,1.779074453,1.779074453,0.867332912,-0.53,0.0,0.0,0.0,13.65455395,5.316788604,64.72056404,110.02,0.0,5,0,6,0,4,4,1,0,0
24,25,38.2073934,4.495760984,4.495760984,2.081213825,2.081213825,1.211756429,0.509167744,0.509167744,0.19508837,-1.36,5.480096598,0.0,5.733667477,0.0,11.21376408,17.02161248,92.42,5.894878118,4,0,5,0,0,0,1,1,0
25,26,28.9817009,5.059290154,5.059290154,2.587649199,2.587649199,1.857871159,0.983590104,0.983590104,0.365855165,-0.45,0.0,0.0,0.0,0.0,0.0,39.91764187,77.76,0.0,3,0,4,0,3,3,0,0,0
26,27,30.6299345,6.199589252,6.199589252,3.24600119,3.24600119,2.321293256,1.39073588,1.39073588,0.590696385,-0.82,0.0,0.0,5.733667477,0.0,5.733667477,52.24564322,120.85,5.004794029,5,0,6,0,3,3,0,1,0
27,28,37.3975316,6.000765753,6.000765753,2.947306302,2.947306302,2.17295928,1.178610006,1.178610006,0.513658538,-1.36,0.0,0.0,5.733667477,0.0,16.57386235,17.91832585,110.86,8.17593065,5,0,5,0,0,0,0,1,0
28,29,29.7812152,6.312257565,6.312257565,2.873520945,2.873520945,1.874958046,1.176615783,1.176615783,0.504128812,-1.39,4.794537184,0.0,0.0,14.15746952,0.0,43.7647812,63.68,0.0,0,0,5,0,0,0,0,0,1
29,30,31.7648702,6.072150751,6.072150751,2.980162819,2.980162819,1.757207109,0.812943773,0.812943773,0.458258706,-1.23,0.0,0.0,0.0,6.606881965,5.316788604,31.31428391,72.47,0.0,1,0,5,0,0,0,1,0,1
30,31,31.7826529,6.072150751,6.072150751,2.980162819,2.980162819,1.757207109,0.812943773,0.812943773,0.458258706,-1.23,0.0,0.0,0.0,6.606881965,5.316788604,31.31428391,72.47,0.0,1,0,5,0,0,0,1,0,1
31,32,32.1175191,5.210343431,5.210343431,2.309295861,2.309295861,1.389080684,0.51124953,0.51124953,0.168509337,-1.59,0.0,5.480096598,5.733667477,0.0,11.21376408,17.78366475,98.49,5.998434429,3,0,6,0,0,0,1,1,0
32,33,37.17355,5.586552191,5.586552191,2.870626365,2.870626365,2.178994952,1.393048426,1.393048426,0.869861742,-1.65,0.0,0.0,11.65157352,0.0,11.05045608,17.59760441,89.26,4.890462963,3,1,5,1,0,0,1,1,0
33,34,29.2748333,6.014604896,6.014604896,3.139200422,3.139200422,2.302297564,1.300426814,1.300426814,0.554221649,-0.52,4.390415048,0.0,0.0,0.0,0.0,46.08931727,77.76,0.0,3,0,5,0,3,3,0,0,0
34,35,28.3527538,7.19920909,7.19920909,3.71205887,3.71205887,2.567507445,1.666080684,1.666080684,0.885256055,-0.53,0.0,0.0,0.0,13.71667951,0.0,64.84481516,107.22,0.0,4,0,6,0,4,4,0,0,1
35,36,28.6420083,7.19920909,7.19920909,3.71205887,3.71205887,2.567507445,1.666080684,1.666080684,0.885256055,-0.53,0.0,0.0,0.0,13.71667951,0.0,64.84481516,107.22,0.0,4,0,6,0,4,4,0,0,1
36,37,29.5880719,6.096714615,6.096714615,2.977902316,2.977902316,1.733366999,0.984059815,0.984059815,0.433602639,-0.78,0.0,0.0,0.0,13.71667951,0.0,43.78952106,72.83,0.0,1,0,5,0,1,1,0,0,2
37,38,28.4531658,7.19920909,7.19920909,3.71205887,3.71205887,2.567507445,1.666080684,1.666080684,0.885256055,-0.53,0.0,0.0,0.0,13.71667951,0.0,64.84481516,107.22,0.0,4,0,6,0,4,4,0,0,1
38,39,28.8482596,5.766396935,5.766396935,3.070812446,3.070812446,2.20091248,1.226196297,1.226196297,0.559511326,-0.45,0.0,0.0,0.0,0.0,0.0,39.91764187,77.76,0.0,3,0,4,0,3,3,0,0,0
39,40,28.8726689,5.059290154,5.059290154,2.587649199,2.587649199,1.857871159,0.983590104,0.983590104,0.365855165,-0.45,0.0,0.0,0.0,0.0,0.0,39.91764187,77.76,0.0,3,0,4,0,3,3,0,0,0
40,41,28.4562899,5.059290154,5.059290154,2.587649199,2.587649199,1.857871159,0.983590104,0.983590104,0.365855165,-0.45,0.0,0.0,0.0,0.0,0.0,39.91764187,77.76,0.0,3,0,4,0,3,3,0,0,0
41,42,29.8067916,4.034726289,4.034726289,1.996116976,1.996116976,1.367278672,0.633679734,0.633679734,0.113703839,-0.41,0.0,0.0,0.0,0.0,0.0,28.70714809,57.53,0.0,2,0,3,0,2,2,0,0,0
42,43,29.7316448,4.034726289,4.034726289,1.996116976,1.996116976,1.367278672,0.633679734,0.633679734,0.113703839,-0.41,0.0,0.0,0.0,0.0,0.0,28.70714809,57.53,0.0,2,0,3,0,2,2,0,0,0
43,44,28.4680699,5.059290154,5.059290154,2.587649199,2.587649199,1.857871159,0.983590104,0.983590104,0.365855165,-0.45,0.0,0.0,0.0,0.0,0.0,39.91764187,77.76,0.0,3,0,4,0,3,3,0,0,0
44,45,28.2179808,5.059290154,5.059290154,2.587649199,2.587649199,1.857871159,0.983590104,0.983590104,0.365855165,-0.45,0.0,0.0,0.0,0.0,0.0,39.91764187,77.76,0.0,3,0,4,0,3,3,0,0,0
45,46,39.4668594,5.83682143,5.83682143,2.714982484,2.714982484,1.763448068,1.014363045,1.014363045,0.397224369,-1.22,9.589074368,11.79395094,11.79395094,0.0,11.79395094,34.35959814,145.1,0.0,6,0,8,0,2,2,0,2,0
46,47,34.4293967,7.293658972,7.293658972,3.859772676,3.859772676,2.500087738,1.411944749,1.411944749,0.85112624,-2.11,4.794537184,0.0,0.0,6.544756406,16.5657989,22.41989318,94.82,-1.389485072,3,0,6,0,0,0,3,0,0
47,48,28.3760693,4.487905156,4.487905156,2.315788793,2.315788793,1.476216578,0.822775914,0.822775914,0.265081621,-0.38,0.0,0.0,0.0,6.606881965,0.0,34.13439692,60.69,0.0,3,0,3,0,3,3,0,0,0
48,49,37.2669885,5.087132532,5.087132532,2.373512859,2.373512859,1.501077082,0.646898546,0.646898546,0.250387586,-1.26,0.0,0.0,10.8893802,6.544756406,11.05045608,23.49480895,87.71,5.006527778,4,0,5,0,0,0,1,1,0
49,50,29.7367081,6.238174395,7.132601586,3.56200947,4.078407249,2.719449317,1.86705949,2.29424154,1.081733811,0.15,0.0,0.0,0.0,6.606881965,0.0,56.88485547,90.15,-0.874490741,4,1,6,1,4,4,0,0,1
50,51,28.4911043,6.174645225,6.174645225,3.120526647,3.120526647,2.076914958,1.324175288,1.324175288,0.602426685,-0.49,0.0,0.0,0.0,13.71667951,0.0,53.63432138,86.99,0.0,3,0,5,0,3,3,0,0,1
51,52,31.1622838,6.569452578,6.569452578,3.383305567,3.383305567,2.455066461,1.454246485,1.454246485,0.637588753,-1.02,0.0,0.0,5.733667477,0.0,5.733667477,57.03531538,141.08,4.586273148,6,0,7,0,4,4,0,1,0
52,53,44.2281517,3.679264403,3.679264403,1.636506226,1.636506226,0.864969235,0.44483731,0.44483731,0.122648122,-0.56,16.38271179,5.114250126,16.79959067,0.0,22.53692333,6.289710395,112.31,10.52212963,7,0,6,0,0,0,3,2,0
53,54,29.5565926,6.368311069,6.368311069,3.401441653,3.401441653,2.444539837,1.482683922,1.482683922,0.643782612,-0.53,0.0,0.0,5.733667477,6.606881965,5.733667477,57.67289206,124.01,5.039091081,6,0,6,0,4,4,0,1,0
54,55,28.5807148,5.059290154,5.059290154,2.587649199,2.587649199,1.857871159,0.983590104,0.983590104,0.365855165,-0.45,0.0,0.0,0.0,0.0,0.0,39.91764187,77.76,0.0,3,0,4,0,3,3,0,0,0
55,56,31.1082009,5.45737602,5.45737602,2.346721999,2.346721999,1.713670332,0.607317177,0.607317177,0.210439655,-1.26,4.794537184,4.992404733,16.45973969,14.09534397,11.46733495,30.98592278,84.71,9.822777778,4,0,5,0,0,0,0,2,0
56,57,29.3529129,6.238174395,7.132601586,3.56200947,4.078407249,2.719449317,1.86705949,2.29424154,1.081733811,0.15,0.0,0.0,0.0,6.606881965,0.0,56.88485547,90.15,-0.874490741,4,1,6,1,4,4,0,0,1
57,58,33.7758585,4.524563865,4.524563865,2.059155957,2.059155957,1.108986171,0.675973469,0.675973469,0.273437012,-0.48,5.531128999,5.114250126,5.114250126,14.09534397,10.63357721,20.38505436,60.27,6.459907407,3,0,4,0,0,0,3,0,0
58,59,31.5391879,5.47177746,5.47177746,2.423106903,2.423106903,1.755054898,0.869622637,0.869622637,0.438218666,-0.48,5.531128999,5.114250126,5.114250126,21.14301595,5.316788604,32.33263607,51.48,6.611157407,2,0,4,0,0,0,2,0,0
59,60,30.2279882,7.255274008,7.255274008,3.816259302,3.816259302,2.418500583,1.101593008,1.101593008,0.561517585,-1.1,0.0,0.0,0.0,13.08951281,10.63357721,36.11436605,78.43,0.0,3,0,5,0,1,1,2,0,0
60,61,36.5115778,7.611116056,7.611116056,3.882878891,3.882878891,2.896408261,1.631402543,1.631402543,0.598423546,-1.14,0.0,0.0,0.0,0.0,16.15698348,35.17066046,117.1,3.374466175,5,0,6,0,1,1,1,0,0
61,62,29.8571698,6.548167227,6.548167227,3.25559913,3.25559913,2.138170497,0.991321254,0.991321254,0.434212924,-1.1,0.0,0.0,0.0,13.59242839,10.63357721,36.61728163,78.43,0.0,3,0,5,0,1,1,2,0,0
62,63,32.1041963,5.523603362,5.523603362,2.615355072,2.615355072,1.523129366,0.878791798,0.878791798,0.322602435,-1.06,0.0,0.0,0.0,14.09534397,10.63357721,25.90970342,58.2,0.0,2,0,4,0,0,0,2,0,0
63,64,36.1170753,6.523603362,6.523603362,3.115355072,3.115355072,1.688578376,0.952015103,0.952015103,0.381528,-1.46,9.589074368,0.0,0.0,20.76403515,21.26715442,32.82626418,82.26,0.0,4,0,6,0,0,0,4,0,0
64,65,31.9597647,6.86562431,6.86562431,3.335329672,3.335329672,2.11817616,1.329128609,1.329128609,0.582534488,-1.14,0.0,0.0,0.0,14.09534397,10.63357721,48.33069099,98.66,0.0,4,0,6,0,2,2,2,0,0
65,66,31.3243037,5.548167227,5.548167227,2.618322907,2.618322907,1.546994917,1.016738159,1.016738159,0.425932721,-0.61,0.0,0.0,0.0,20.76435149,5.316788604,37.882025,58.56,0.0,2,0,4,0,1,1,1,0,1
66,67,28.5136587,6.695941991,6.695941991,3.023395961,3.023395961,1.763849977,1.108481496,1.108481496,0.53605145,-1.59,9.589074368,0.0,0.0,14.21959508,5.316788604,38.61014179,81.7,0.0,1,0,6,0,0,0,1,0,2
67,68,27.8733712,5.177923739,5.177923739,2.704316941,2.704316941,2.12671957,1.400248212,1.400248212,0.69612208,-0.61,4.794537184,0.0,0.0,20.19931035,5.316788604,36.87619385,58.56,-1.241319444,2,1,4,1,1,0,1,0,1
68,69,32.7090235,6.812257565,6.812257565,3.135208987,3.135208987,2.016940211,1.256186747,1.256186747,0.532337018,-1.14,4.794537184,0.0,5.733667477,14.21959508,5.733667477,43.41054027,98.85,5.122361111,3,0,6,0,1,1,0,1,2
69,70,32.8711015,6.812257565,6.812257565,3.135208987,3.135208987,2.016940211,1.256186747,1.256186747,0.532337018,-1.14,4.794537184,0.0,5.733667477,14.21959508,5.733667477,43.41054027,98.85,5.122361111,3,0,6,0,1,1,0,1,2
70,71,29.244493,7.751995495,7.751995495,4.26691251,4.26691251,3.301503202,2.475063342,2.475063342,1.472917724,-0.2,0.0,0.0,5.917906046,13.71667951,0.0,53.63818758,79.15,0.0,3,1,5,1,3,3,0,0,2
71,72,29.3207855,7.751995495,7.751995495,4.26691251,4.26691251,3.301503202,2.475063342,2.475063342,1.472917724,-0.2,0.0,0.0,5.917906046,13.71667951,0.0,53.63818758,79.15,0.0,3,1,5,1,3,3,0,0,2
72,73,29.1596358,7.751995495,7.751995495,4.26691251,4.26691251,3.301503202,2.475063342,2.475063342,1.472917724,-0.2,0.0,0.0,5.917906046,13.71667951,0.0,53.63818758,79.15,0.0,3,1,5,1,3,3,0,0,2
73,74,29.5631546,7.63567992,7.63567992,4.085773296,4.085773296,3.135754621,2.235537183,2.235537183,1.35998789,-0.49,0.0,0.0,5.917906046,13.71667951,0.0,48.21093875,75.99,0.0,2,1,5,1,2,2,0,0,2
74,75,35.9940354,6.118591722,6.935088302,2.931304329,4.822715867,2.22412878,1.135121991,2.153978356,0.646012844,-1.37,13.21233417,0.0,0.0,6.255769184,11.24901029,24.64152321,99.86,-1.5675,2,0,7,0,0,0,2,0,0
75,76,31.1811102,7.241452909,7.241452909,3.667910752,3.667910752,3.042112177,1.50236801,1.50236801,0.530931263,-0.65,0.0,0.0,0.0,13.21376393,5.316788604,46.08341748,89.79,-1.061435185,4,0,5,0,3,3,1,0,0
76,77,29.4985594,6.164482801,6.164482801,3.175699279,3.175699279,2.270146446,0.951147215,0.951147215,0.39600347,-0.61,0.0,0.0,0.0,6.544756406,5.316788604,34.8729237,69.56,0.0,3,0,4,0,2,2,1,0,0
77,78,30.4009138,7.981559723,7.981559723,4.103695182,4.103695182,4.078914654,3.169652895,3.169652895,1.442836318,-0.2,0.0,0.0,0.0,6.606881965,0.0,50.12617071,90.15,-4.838726852,4,1,5,1,4,2,0,0,1
78,79,38.1352603,6.788274041,6.788274041,3.603632548,3.603632548,2.715816047,1.92612194,1.92612194,1.235773066,-1.98,4.794537184,0.0,7.047671983,0.0,11.24901029,19.64158408,90.88,-0.789398148,3,0,6,0,0,0,2,0,0
79,80,28.0500801,7.346065215,7.346065215,3.708725106,3.708725106,2.181377656,1.244086351,1.244086351,0.612235337,-1.1,0.0,0.0,0.0,27.30910789,10.63357721,39.12346735,67.43,0.0,2,0,5,0,0,0,2,0,1
80,81,27.7707882,6.638958434,6.638958434,3.208725106,3.208725106,1.827824266,1.025034161,1.025034161,0.460433747,-1.1,0.0,0.0,0.0,27.30910789,10.63357721,39.12346735,67.43,0.0,2,0,5,0,0,0,2,0,1
81,82,30.5969294,6.376594352,6.376594352,3.622386238,3.622386238,2.429547773,1.580599448,1.580599448,0.948999496,-0.81,4.794537184,0.0,5.733667477,32.97196793,11.05045608,43.90299217,67.59,4.901658872,3,1,5,1,0,0,1,1,1
82,83,32.0579227,5.948359511,5.948359511,3.461561087,3.461561087,2.704191024,1.921491072,1.921491072,1.265503891,-1.1,0.0,0.0,5.733667477,0.0,16.15698348,23.96016668,99.83,4.976578798,4,1,5,1,0,0,0,2,0
83,84,34.2044143,6.843547025,6.843547025,4.03435335,4.03435335,3.306518877,2.55658801,2.55658801,1.986334761,-1.36,0.0,0.0,23.30314705,0.0,11.46733495,24.02229223,95.41,10.3037037,4,2,5,1,0,0,0,2,1
84,85,32.6241186,6.713410351,6.713410351,4.162415566,4.162415566,3.548258647,2.94469722,2.94469722,2.326656447,-1.2,10.85158279,0.0,17.67848236,0.0,5.84267027,29.03120476,72.63,0.0,2,3,5,2,0,0,0,1,1
85,86,29.7238138,6.511708698,6.511708698,4.006551851,4.006551851,2.974096319,1.917883492,1.917883492,0.971867651,-1.46,0.0,0.0,0.0,35.97884509,9.799819462,46.57375286,57.58,0.0,0,2,6,2,0,0,0,0,0
86,87,32.6210427,4.910174726,4.910174726,2.924101533,2.924101533,1.995031937,1.389563801,1.389563801,0.908693667,-0.97,4.681802935,0.0,0.0,6.544756406,5.316788604,26.75201134,55.63,0.0,1,1,5,0,0,0,1,0,0
87,88,30.1997728,3.621320344,3.621320344,2.121320344,2.121320344,1.280330086,0.75,0.75,0.452665043,-0.12,0.0,0.0,0.0,20.00607357,15.95036581,20.00607357,36.09,0.0,3,1,3,1,0,0,3,0,0
88,89,31.3879275,5.991922326,5.991922326,3.433989504,3.433989504,2.505524653,1.794510801,1.794510801,1.186468401,-1.86,9.36360587,0.0,0.0,0.0,0.0,40.41450987,87.2,0.0,0,1,8,0,0,0,0,0,0
89,90,29.2233917,5.832624277,5.832624277,3.228178353,3.228178353,2.411821981,1.439142473,1.439142473,0.941925567,-0.61,0.0,0.0,0.0,13.21376393,5.316788604,36.37327827,58.56,0.0,2,1,4,1,1,1,1,0,1
90,91,31.2304693,7.72743163,7.72743163,4.291115097,4.291115097,3.329162833,2.109159456,2.109159456,1.47301995,-0.65,0.0,0.0,0.0,0.0,5.316788604,40.66003485,78.79,0.0,3,1,5,1,2,2,1,0,1
91,92,28.7669637,7.395573106,7.395573106,4.36624954,4.36624954,3.470262402,2.415935739,2.415935739,1.863859179,-0.65,0.0,0.0,0.0,13.21376393,5.316788604,48.58121105,67.79,0.0,2,2,5,2,1,1,1,0,2
92,93,30.4342836,7.442014077,7.442014077,4.17208419,4.17208419,3.436207554,2.597175093,2.597175093,1.846613406,-1.72,0.0,0.0,11.83581209,7.047671983,5.316788604,35.57630063,83.55,0.0,1,2,6,2,0,0,1,0,0
93,94,29.5646291,7.442014077,7.442014077,4.17208419,4.17208419,3.436207554,2.597175093,2.597175093,1.846613406,-1.72,0.0,0.0,11.83581209,7.047671983,5.316788604,35.57630063,83.55,0.0,1,2,6,2,0,0,1,0,0
94,95,29.5410086,4.46296113,4.46296113,2.21212466,2.21212466,1.444697282,0.723142037,0.723142037,0.241421356,-0.12,0.0,0.0,0.0,26.9301271,0.0,42.04309162,43.7,0.0,2,0,3,0,2,2,0,0,0
95,96,32.089926,4.217269206,4.217269206,2.221429063,2.221429063,1.825253373,1.163978387,1.163978387,0.633750988,-0.57,0.0,0.0,5.733667477,13.59242839,5.733667477,30.44135868,46.33,5.221203704,2,1,3,1,0,0,0,1,0
96,97,28.7013397,6.973503716,6.973503716,4.207736662,4.207736662,3.728272666,3.058220455,3.058220455,2.262316232,-0.45,0.0,0.0,0.0,7.047671983,0.0,52.23549588,60.77,0.0,2,2,4,2,2,2,0,0,0
97,98,33.1078623,4.703067944,4.703067944,2.486775909,2.486775909,1.53461572,0.87953669,0.87953669,0.479570114,-0.94,0.0,0.0,0.0,0.0,0.0,25.39439693,82.03,0.0,3,0,5,0,2,2,1,0,0
98,99,32.5018106,6.015167194,6.015167194,3.296258731,3.296258731,2.620343049,1.683025819,1.683025819,0.88465701,-0.61,0.0,0.0,5.733667477,19.69639478,11.05045608,31.20462532,64.35,4.304097222,3,1,4,1,0,0,1,1,1
99,100,32.1346147,6.213990692,6.213990692,3.490018126,3.490018126,2.777594198,1.889155426,1.889155426,1.082884725,-0.2,0.0,0.0,5.733667477,0.0,5.733667477,45.96334891,95.94,5.277962963,5,1,5,1,3,3,0,1,1
100,101,36.9376933,2.95737602,2.95737602,1.286388341,1.286388341,0.67934601,0.245833316,0.245833316,0.023570226,-0.52,0.0,5.480096598,10.91054941,0.0,11.21376408,11.49696342,87.71,6.045138889,4,0,5,0,0,0,1,1,0
101,102,31.9941325,6.213990692,6.213990692,3.490018126,3.490018126,2.777594198,1.889155426,1.889155426,1.082884725,-0.2,0.0,0.0,5.733667477,0.0,5.733667477,45.96334891,95.94,5.277962963,5,1,5,1,3,3,0,1,1
102,103,30.1035321,5.092517463,5.092517463,2.915284563,2.915284563,1.972435495,1.179810126,1.179810126,0.663481626,-0.61,0.0,0.0,5.733667477,19.75852033,11.05045608,31.70754089,64.35,5.341203704,3,1,4,1,0,0,1,1,1
103,104,30.3947549,5.092517463,5.092517463,2.915284563,2.915284563,1.972435495,1.179810126,1.179810126,0.663481626,-0.61,0.0,0.0,5.733667477,19.75852033,11.05045608,31.70754089,64.35,5.341203704,3,1,4,1,0,0,1,1,1
104,105,29.9013791,6.012469021,6.012469021,3.549549541,3.549549541,2.745848167,1.942262415,1.942262415,1.151781065,-0.2,0.0,0.0,0.0,13.15163837,5.316788604,57.93148794,92.95,0.0,5,1,5,1,4,4,1,0,0
105,106,31.3749526,6.368311069,6.368311069,3.637143913,3.637143913,2.8062071,1.948612922,1.948612922,1.117618325,-0.24,0.0,0.0,5.733667477,6.606881965,5.733667477,57.67675827,116.17,5.262470711,6,1,6,1,4,4,0,1,1
106,107,31.4876266,6.368311069,6.368311069,3.637143913,3.637143913,2.8062071,1.948612922,1.948612922,1.117618325,-0.24,0.0,0.0,5.733667477,6.606881965,5.733667477,57.67675827,116.17,5.262470711,6,1,6,1,4,4,0,1,1
107,108,31.9103915,4.294619475,4.294619475,2.429466517,2.429466517,1.838282678,1.202716372,1.202716372,0.624714338,-0.61,0.0,0.0,5.733667477,6.544756406,11.05045608,29.70427075,75.35,5.159722222,4,1,4,1,1,1,1,1,0
108,109,32.0136019,5.587512694,5.587512694,2.745015105,2.745015105,1.880637615,1.068867722,1.068867722,0.385738212,-0.61,0.0,0.0,5.733667477,7.047671983,11.05045608,30.20718632,75.35,5.208472222,4,0,4,0,1,1,1,1,0
109,110,33.4276655,6.202867765,6.202867765,3.247778255,3.247778255,2.123774369,1.218041093,1.218041093,0.643980959,-1.85,4.983978521,0.0,5.733667477,0.0,11.05045608,21.7823165,100.87,5.411220238,4,0,6,0,0,0,2,1,0
110,111,32.3229371,5.092517463,5.092517463,2.773038246,2.773038246,2.498261254,1.305332031,1.305332031,0.813304714,-0.61,0.0,0.0,11.46733495,13.21376393,11.46733495,24.65986891,78.34,10.03891204,4,1,4,1,0,0,0,2,1
111,112,34.9126664,4.664482801,4.664482801,2.424469926,2.424469926,1.607864023,0.82269212,0.82269212,0.490233468,-1.39,0.0,0.0,5.733667477,0.0,5.733667477,21.31792844,84.66,5.434814815,3,0,5,0,0,0,1,1,0
112,113,29.4583312,7.03129489,7.03129489,4.049089605,4.049089605,2.92184261,1.924050981,1.924050981,1.151881063,-0.65,0.0,0.0,11.46733495,32.84803315,11.46733495,49.69696344,81.58,10.52158518,4,1,5,1,0,0,0,2,1
113,114,32.1371421,5.04011122,5.04011122,3.013420006,3.013420006,2.321726157,1.654036137,1.654036137,1.093601866,-0.61,0.0,0.0,5.733667477,6.544756406,16.15698348,24.59774335,82.76,5.427824074,4,1,4,1,0,0,0,2,0
114,115,31.3115094,5.04011122,5.04011122,2.996583254,2.996583254,2.349462932,1.679007789,1.679007789,1.078309914,-0.61,0.0,0.0,11.65157352,13.08951281,16.15698348,25.10065893,82.76,5.427824074,4,1,4,1,0,0,0,2,0
115,116,30.7866446,5.343747204,5.343747204,3.040555688,3.040555688,2.346481568,1.540174021,1.540174021,0.828820891,-0.2,0.0,0.0,5.733667477,6.606881965,5.733667477,46.46626448,95.94,5.187546296,5,1,5,1,3,3,0,1,1
116,117,34.8519171,6.868311069,6.868311069,3.891226956,3.891226956,2.965343888,2.103353966,2.103353966,1.253748605,-0.28,0.0,5.480096598,5.733667477,6.606881965,11.21376408,57.71535834,128.2,7.140711451,7,1,7,1,3,3,1,1,1
117,118,34.5745645,6.868311069,6.868311069,3.891226956,3.891226956,2.965343888,2.103353966,2.103353966,1.253748605,-0.28,0.0,5.480096598,5.733667477,6.606881965,11.21376408,57.71535834,128.2,7.140711451,7,1,7,1,3,3,1,1,1
118,119,34.5739309,6.868311069,6.868311069,3.891226956,3.891226956,2.965343888,2.103353966,2.103353966,1.253748605,-0.28,0.0,5.480096598,5.733667477,6.606881965,11.21376408,57.71535834,128.2,7.140711451,7,1,7,1,3,3,1,1,1
119,120,32.1354293,5.04011122,5.04011122,3.013420006,3.013420006,2.321726157,1.654036137,1.654036137,1.093601866,-0.61,0.0,0.0,5.733667477,6.544756406,16.15698348,24.59774335,82.76,5.427824074,4,1,4,1,0,0,0,2,0
120,121,32.6067532,5.04011122,5.04011122,3.013420006,3.013420006,2.321726157,1.654036137,1.654036137,1.093601866,-0.61,0.0,0.0,5.733667477,6.544756406,16.15698348,24.59774335,82.76,5.427824074,4,1,4,1,0,0,0,2,0
121,122,32.4619018,5.04011122,5.04011122,2.996583254,2.996583254,2.392715103,1.582782745,1.582782745,1.050126251,-0.61,0.0,0.0,5.733667477,6.544756406,16.15698348,24.59774335,82.76,5.440555556,4,1,4,1,0,0,0,2,0
122,123,31.2641305,5.04011122,5.04011122,2.996583254,2.996583254,2.349462932,1.679007789,1.679007789,1.078309914,-0.61,0.0,0.0,11.65157352,13.08951281,16.15698348,25.10065893,82.76,5.427824074,4,1,4,1,0,0,0,2,0
123,124,30.9014393,5.04011122,5.04011122,2.996583254,2.996583254,2.349462932,1.679007789,1.679007789,1.078309914,-0.61,0.0,0.0,11.65157352,13.08951281,16.15698348,25.10065893,82.76,5.427824074,4,1,4,1,0,0,0,2,0
