SAMFid,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
192,9.435787037,-1.439351852,9.435787037,0.439675926,0.385501363,194.183,180.071,194.0790382,78,0,0.183580398,-0.393566515,0.393566515,0.183580398,1.230769231,1.846153846,2.307692308,16.64566786,9.991538671,2.432291108,-2.38711862,2.207959556,-2.586183131,4.886469955,-0.290248181,2.685344591,163.0617569,10.00807169,7.19920909,7.19920909,6.112590865,3.947761131,3.947761131,2.929174708,2.929174708,2.112610054,2.112610054,1.345805862,1.345805862,-0.24,768.3639299,10.83836991,4.316641101,1.984330851,75.32709803,29.89983549,24.41586555,6.290026729,0,0,0,0,0,0,0,0,0,7.109797541,6.606881965,29.89983549,0,0,0,0,30.70589228,13.71667951,0,0,0,0,0,0,0,64.84868137,9.473725908,0,0,0,0,0,0,99.38,37.31277424,10.21305479,0,0,0,0,7.109797541,0,0,0,19.6867807,9.48462963,0,0,36.58487339,0,0,0,-5.75837963,-0.439675926,1.295219199,1,13,4,6,0,1,1,0,0,0,6,4,6,2,0,1,1,1,-2.5673,40.7762,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,10.95784061,-1.159583333,10.95784061,0.089351852,0.578713663,190.195,176.083,190.0841235,76,0,0.185168936,-0.389372374,0.389372374,0.185168936,1.461538462,2.076923077,2.538461538,16.68733717,9.923125135,2.399550994,-2.348929304,2.208093194,-2.521580042,5.787611701,-0.246717445,2.638670562,192.9734076,10.00807169,7.63567992,7.63567992,6.074586063,4.085773296,4.085773296,3.135754621,3.135754621,2.235537183,2.235537183,1.35998789,1.35998789,-0.49,732.5605088,10.58993605,4.146755826,2.054401708,76.26509474,19.6867807,11.88721133,6.290026729,0,0,0,4.794537184,0,0,0,0,6.9237372,7.109797541,18.6287544,24.48131788,5.783244946,0,0,5.917906046,25.4216967,13.71667951,0,0,0,0,0,0,0,48.21093875,14.26826309,5.917906046,6.9237372,0,0,0,0,75.99,24.41586555,15.00759197,0,12.39012691,0,0,14.03353474,0,0,0,9.473725908,9.788998488,0,10.95784061,18.88310185,0,-0.844904573,0,-3.102361111,1.4475822,1.369742536,0.875,13,2,5,0,1,1,0,0,0,5,2,5,2,0,1,1,1,-1.0839,42.9336,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,9.403981481,-0.950277778,9.403981481,0.068981481,0.551305912,178.184,164.072,178.0841235,72,0,0.185613861,-0.387899519,0.387899519,0.185613861,1.25,1.916666667,2.416666667,16.70131765,10.05760425,2.384862333,-2.356400759,2.176132009,-2.537847542,4.828670385,-0.267609375,2.5800907,137.7584251,9.137828202,7.13567992,7.13567992,5.701907263,3.736924567,3.736924567,2.695684174,2.695684174,1.934799274,1.934799274,1.219501362,1.219501362,-0.2,518.7457472,9.884745763,4.154911072,1.754142012,70.85217575,24.42364365,18.31189916,6.290026729,0,0,0,0,0,0,0,0,0,14.21959508,6.606881965,24.42364365,0,0,0,0,24.60192589,20.82647705,0,0,0,0,0,0,0,55.64145773,14.21058886,0,0,0,0,0,0,68.15,24.60192589,10.21305479,0,6.606881965,0,0,14.21959508,0,0,0,14.21058886,14.86842593,0,0,18.58593821,0,0,0,-3.081296296,0.068981481,2.891284014,1,12,2,5,0,1,1,0,0,0,5,2,5,2,0,1,1,1,-1.2741,39.5596,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,9.14787037,-1.186388889,9.14787037,0.01712963,0.420449853,164.157,152.061,164.0684735,66,0,0.185350399,-0.387899698,0.387899698,0.185350399,1.272727273,1.909090909,2.454545455,16.69116025,10.06151767,2.36848445,-2.334318786,2.147356999,-2.52883908,4.814777674,-0.261270161,2.516424271,126.1410502,8.43072142,6.174645225,6.174645225,5.16390246,3.351172906,3.351172906,2.485958784,2.485958784,1.686546241,1.686546241,0.98667282,0.98667282,-0.2,299.5746516,8.892592593,3.464718773,1.686939792,64.16792216,24.79330809,18.31189916,6.290026729,0,0,0,0,0,0,0,0,0,7.109797541,6.606881965,24.79330809,0,0,0,0,24.60192589,13.71667951,0,0,0,0,0,0,0,53.63818758,9.473725908,0,0,0,0,0,0,79.15,24.60192589,0,0,6.606881965,0,0,7.109797541,0,0,4.736862954,20.05644514,9.518611111,0,0,27.20644747,0,0,0,-4.234027778,-0.01712963,1.359432162,1,11,3,5,0,1,1,0,0,0,5,3,5,1,0,1,1,1,-1.9282,34.7694,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,9.279537037,-1.364953704,9.279537037,0.439675926,0.385501363,194.183,180.071,194.0790382,78,0,0.185802245,-0.393566515,0.393566515,0.185802245,1.153846154,1.769230769,2.230769231,16.69964111,9.993892879,2.429132115,-2.384598117,2.204775417,-2.584302254,4.880349821,-0.293910681,2.65939048,143.0617569,10.00807169,7.19920909,7.19920909,6.112590865,3.947761131,3.947761131,2.932978932,2.932978932,2.080757311,2.080757311,1.262220929,1.262220929,-0.24,791.423182,10.83836991,4.316641101,1.984330851,75.32709803,29.89983549,24.41586555,6.290026729,0,0,0,0,0,0,0,0,0,7.109797541,6.606881965,29.89983549,0,0,0,0,30.70589228,13.71667951,0,0,0,0,0,0,0,64.84868137,9.473725908,0,0,0,0,0,0,99.38,37.31277424,15.31958218,0,0,0,0,7.109797541,0,0,0,14.5802533,9.647222222,0,0,36.57377457,0,0,0,-5.913009259,-0.439675926,1.298355064,1,13,4,6,0,1,1,0,0,0,6,4,6,2,0,1,1,1,-2.5673,40.7762,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,9.261018519,-0.826111111,9.261018519,0.17037037,0.477430673,178.184,164.072,178.0841235,72,0,0.183231209,-0.393568475,0.393568475,0.183231209,1.416666667,2.083333333,2.583333333,16.69638112,10.03186916,2.352057426,-2.347854133,2.196484985,-2.488578224,4.796705827,-0.261102706,2.502333356,125.7584251,9.137828202,6.881752007,6.881752007,5.68507051,3.839392155,3.839392155,2.831599022,2.831599022,1.947477384,1.947477384,1.241322719,1.241322719,-0.2,491.6277672,9.884745763,4.154911072,1.935802469,70.53286428,24.79330809,12.20793278,6.290026729,0,0,0,0,0,0,0,0,0,13.53061916,12.71084835,24.79330809,0,0,0,0,31.02274752,13.71667951,0,0,0,0,0,0,0,53.63818758,9.473725908,0,6.420821623,0,0,0,0,79.15,24.60192589,10.21305479,0,13.02770359,0,0,7.109797541,0,0,0,14.5802533,9.826388889,0,0,27.25192271,0,0,0,-2.877685185,-0.270092593,1.402799509,1,12,3,5,0,1,1,0,0,0,5,3,5,2,0,1,1,1,-1.5381,39.3864,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,9.279537037,-1.364953704,9.279537037,0.439675926,0.385501363,194.183,180.071,194.0790382,78,0,0.185802245,-0.393566515,0.393566515,0.185802245,1.153846154,1.769230769,2.230769231,16.69964111,9.993892879,2.429132115,-2.384598117,2.204775417,-2.584302254,4.880349821,-0.293910681,2.65939048,143.0617569,10.00807169,7.19920909,7.19920909,6.112590865,3.947761131,3.947761131,2.932978932,2.932978932,2.080757311,2.080757311,1.262220929,1.262220929,-0.24,791.423182,10.83836991,4.316641101,1.984330851,75.32709803,29.89983549,24.41586555,6.290026729,0,0,0,0,0,0,0,0,0,7.109797541,6.606881965,29.89983549,0,0,0,0,30.70589228,13.71667951,0,0,0,0,0,0,0,64.84868137,9.473725908,0,0,0,0,0,0,99.38,37.31277424,15.31958218,0,0,0,0,7.109797541,0,0,0,14.5802533,9.647222222,0,0,36.57377457,0,0,0,-5.913009259,-0.439675926,1.298355064,1,13,4,6,0,1,1,0,0,0,6,4,6,2,0,1,1,1,-2.5673,40.7762,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,9.435787037,-1.439351852,9.435787037,0.439675926,0.385501363,194.183,180.071,194.0790382,78,0,0.183580398,-0.393566515,0.393566515,0.183580398,1.230769231,1.846153846,2.307692308,16.64566786,9.991538671,2.432291108,-2.38711862,2.207959556,-2.586183131,4.886469955,-0.290248181,2.685344591,163.0617569,10.00807169,7.19920909,7.19920909,6.112590865,3.947761131,3.947761131,2.929174708,2.929174708,2.112610054,2.112610054,1.345805862,1.345805862,-0.24,768.3639299,10.83836991,4.316641101,1.984330851,75.32709803,29.89983549,24.41586555,6.290026729,0,0,0,0,0,0,0,0,0,7.109797541,6.606881965,29.89983549,0,0,0,0,30.70589228,13.71667951,0,0,0,0,0,0,0,64.84868137,9.473725908,0,0,0,0,0,0,99.38,37.31277424,10.21305479,0,0,0,0,7.109797541,0,0,0,19.6867807,9.48462963,0,0,36.58487339,0,0,0,-5.75837963,-0.439675926,1.295219199,1,13,4,6,0,1,1,0,0,0,6,4,6,2,0,1,1,1,-2.5673,40.7762,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,9.383287037,-1.487453704,9.383287037,0.389537037,0.385501363,194.183,180.071,194.0790382,78,0,0.183570729,-0.39356634,0.39356634,0.183570729,1.230769231,1.846153846,2.307692308,16.64884822,9.991614749,2.431731921,-2.387493967,2.20822115,-2.585931707,4.886352729,-0.290121956,2.686091484,161.0617569,10.00807169,7.19920909,7.19920909,6.112590865,3.947761131,3.947761131,2.929174708,2.929174708,2.111430819,2.111430819,1.358088108,1.358088108,-0.24,774.6988212,10.83836991,4.316641101,1.984330851,75.32709803,29.89983549,24.41586555,6.290026729,0,0,0,0,0,0,0,0,0,7.109797541,6.606881965,29.89983549,0,0,0,0,30.70589228,13.71667951,0,0,0,0,0,0,0,64.84868137,9.473725908,0,0,0,0,0,0,99.38,30.70589228,10.21305479,0,6.606881965,0,0,7.109797541,0,0,0,19.6867807,9.611712963,0,0,36.4272345,0,0,0,-5.806481481,-0.389537037,1.323737717,1,13,4,6,0,1,1,0,0,0,6,4,6,2,0,1,1,1,-2.5673,40.7762,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,9.403981481,-0.950277778,9.403981481,0.068981481,0.551305912,178.184,164.072,178.0841235,72,0,0.185613861,-0.387899519,0.387899519,0.185613861,1.25,1.916666667,2.416666667,16.70131765,10.05760425,2.384862333,-2.356400759,2.176132009,-2.537847542,4.828670385,-0.267609375,2.5800907,137.7584251,9.137828202,7.13567992,7.13567992,5.701907263,3.736924567,3.736924567,2.695684174,2.695684174,1.934799274,1.934799274,1.219501362,1.219501362,-0.2,518.7457472,9.884745763,4.154911072,1.754142012,70.85217575,24.42364365,18.31189916,6.290026729,0,0,0,0,0,0,0,0,0,14.21959508,6.606881965,24.42364365,0,0,0,0,24.60192589,20.82647705,0,0,0,0,0,0,0,55.64145773,14.21058886,0,0,0,0,0,0,68.15,24.60192589,10.21305479,0,6.606881965,0,0,14.21959508,0,0,0,14.21058886,14.86842593,0,0,18.58593821,0,0,0,-3.081296296,0.068981481,2.891284014,1,12,2,5,0,1,1,0,0,0,5,2,5,2,0,1,1,1,-1.2741,39.5596,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,9.14787037,-1.186388889,9.14787037,0.01712963,0.420449853,164.157,152.061,164.0684735,66,0,0.185350399,-0.387899698,0.387899698,0.185350399,1.272727273,1.909090909,2.454545455,16.69116025,10.06151767,2.36848445,-2.334318786,2.147356999,-2.52883908,4.814777674,-0.261270161,2.516424271,126.1410502,8.43072142,6.174645225,6.174645225,5.16390246,3.351172906,3.351172906,2.485958784,2.485958784,1.686546241,1.686546241,0.98667282,0.98667282,-0.2,299.5746516,8.892592593,3.464718773,1.686939792,64.16792216,24.79330809,18.31189916,6.290026729,0,0,0,0,0,0,0,0,0,7.109797541,6.606881965,24.79330809,0,0,0,0,24.60192589,13.71667951,0,0,0,0,0,0,0,53.63818758,9.473725908,0,0,0,0,0,0,79.15,24.60192589,0,0,6.606881965,0,0,7.109797541,0,0,4.736862954,20.05644514,9.518611111,0,0,27.20644747,0,0,0,-4.234027778,-0.01712963,1.359432162,1,11,3,5,0,1,1,0,0,0,5,3,5,1,0,1,1,1,-1.9282,34.7694,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,9.260197468,-1.026481481,9.260197468,0.230324074,0.477430673,178.184,164.072,178.0841235,72,0,0.15989173,-0.393566552,0.393566552,0.15989173,1.5,2.166666667,2.666666667,16.68765084,10.02131994,2.356282493,-2.348126466,2.196363081,-2.4975487,4.814878486,-0.248342677,2.516002697,139.7584251,9.137828202,6.881752007,6.881752007,5.68507051,3.839392155,3.839392155,2.81601167,2.81601167,1.978494223,1.978494223,1.218198791,1.218198791,-0.2,508.3235508,9.884745763,4.154911072,1.935802469,70.53286428,24.79330809,12.20793278,6.290026729,0,0,0,0,0,0,0,0,0,13.53061916,12.71084835,24.79330809,0,0,0,0,31.02274752,13.71667951,0,0,0,0,0,0,0,53.63818758,9.473725908,0,6.420821623,0,0,0,0,79.15,24.60192589,10.21305479,0,13.02770359,0,0,7.109797541,0,0,0,14.5802533,9.922685185,0,0,27.26067271,0,0,0,-2.97662037,-0.321342593,1.447938398,1,12,3,5,0,1,1,0,0,0,5,3,5,2,0,1,1,1,-1.5381,39.3864,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,10.82409061,-1.31962963,10.82409061,0.760552721,0.465268018,190.151,180.071,190.047738,74,0,0.337846587,-0.454481849,0.454481849,0.337846587,1.384615385,2.076923077,2.615384615,16.72649101,10.1053512,2.562185778,-2.140393735,2.314605205,-2.324733281,5.776763852,-0.176721037,2.141961252,229.0226569,9.585421959,6.914171699,6.914171699,6.147065708,3.89771187,3.89771187,3.04172335,3.04172335,2.267740457,2.267740457,1.58581496,1.58581496,-0.69,1285.511485,8.888472884,2.914473351,1.141117406,74.0078667,24.42364365,12.20793278,18.4979595,0,0,5.969305288,0,4.794537184,0,0,0,0,7.109797541,0,29.21818084,5.969305288,0,0,0,30.70589228,7.109797541,0,0,0,0,0,0,0,53.9980499,19.00512605,0,0,0,0,0,0,85.22,36.67519757,15.00759197,0,0,0,0,7.109797541,0,0,0,14.21058886,14.52801587,0,10.82409061,18.68908636,0,-0.760552721,0,-4.811527778,0,1.364220994,0.857142857,13,2,6,0,2,2,0,0,0,6,2,6,1,0,2,2,2,-1.9951,37.5636,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,9.14787037,-1.186388889,9.14787037,0.01712963,0.420449853,164.157,152.061,164.0684735,66,0,0.185350399,-0.387899698,0.387899698,0.185350399,1.272727273,1.909090909,2.454545455,16.69116025,10.06151767,2.36848445,-2.334318786,2.147356999,-2.52883908,4.814777674,-0.261270161,2.516424271,126.1410502,8.43072142,6.174645225,6.174645225,5.16390246,3.351172906,3.351172906,2.485958784,2.485958784,1.686546241,1.686546241,0.98667282,0.98667282,-0.2,299.5746516,8.892592593,3.464718773,1.686939792,64.16792216,24.79330809,18.31189916,6.290026729,0,0,0,0,0,0,0,0,0,7.109797541,6.606881965,24.79330809,0,0,0,0,24.60192589,13.71667951,0,0,0,0,0,0,0,53.63818758,9.473725908,0,0,0,0,0,0,79.15,24.60192589,0,0,6.606881965,0,0,7.109797541,0,0,4.736862954,20.05644514,9.518611111,0,0,27.20644747,0,0,0,-4.234027778,-0.01712963,1.359432162,1,11,3,5,0,1,1,0,0,0,5,3,5,1,0,1,1,1,-1.9282,34.7694,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,9.435787037,-1.439351852,9.435787037,0.439675926,0.385501363,194.183,180.071,194.0790382,78,0,0.183580398,-0.393566515,0.393566515,0.183580398,1.230769231,1.846153846,2.307692308,16.64566786,9.991538671,2.432291108,-2.38711862,2.207959556,-2.586183131,4.886469955,-0.290248181,2.685344591,163.0617569,10.00807169,7.19920909,7.19920909,6.112590865,3.947761131,3.947761131,2.929174708,2.929174708,2.112610054,2.112610054,1.345805862,1.345805862,-0.24,768.3639299,10.83836991,4.316641101,1.984330851,75.32709803,29.89983549,24.41586555,6.290026729,0,0,0,0,0,0,0,0,0,7.109797541,6.606881965,29.89983549,0,0,0,0,30.70589228,13.71667951,0,0,0,0,0,0,0,64.84868137,9.473725908,0,0,0,0,0,0,99.38,37.31277424,10.21305479,0,0,0,0,7.109797541,0,0,0,19.6867807,9.48462963,0,0,36.58487339,0,0,0,-5.75837963,-0.439675926,1.295219199,1,13,4,6,0,1,1,0,0,0,6,4,6,2,0,1,1,1,-2.5673,40.7762,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,9.435787037,-1.439351852,9.435787037,0.439675926,0.385501363,194.183,180.071,194.0790382,78,0,0.183580398,-0.393566515,0.393566515,0.183580398,1.230769231,1.846153846,2.307692308,16.64566786,9.991538671,2.432291108,-2.38711862,2.207959556,-2.586183131,4.886469955,-0.290248181,2.685344591,163.0617569,10.00807169,7.19920909,7.19920909,6.112590865,3.947761131,3.947761131,2.929174708,2.929174708,2.112610054,2.112610054,1.345805862,1.345805862,-0.24,768.3639299,10.83836991,4.316641101,1.984330851,75.32709803,29.89983549,24.41586555,6.290026729,0,0,0,0,0,0,0,0,0,7.109797541,6.606881965,29.89983549,0,0,0,0,30.70589228,13.71667951,0,0,0,0,0,0,0,64.84868137,9.473725908,0,0,0,0,0,0,99.38,37.31277424,10.21305479,0,0,0,0,7.109797541,0,0,0,19.6867807,9.48462963,0,0,36.58487339,0,0,0,-5.75837963,-0.439675926,1.295219199,1,13,4,6,0,1,1,0,0,0,6,4,6,2,0,1,1,1,-2.5673,40.7762,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,9.43837963,-1.626342593,9.43837963,0.18787037,0.385550776,194.183,180.071,194.0790382,78,0,0.220489387,-0.390651932,0.390651932,0.220489387,1.461538462,2.076923077,2.538461538,16.72003947,9.972434521,2.491951424,-2.423134893,2.257804578,-2.629457803,4.917028016,-0.340291992,2.771693872,168.3657024,10.06047793,7.251615333,7.251615333,6.070514633,3.913139633,3.913139633,2.987854577,2.987854577,2.232672348,2.232672348,1.264396528,1.264396528,-0.24,769.6787551,10.83836991,3.86871018,1.688166352,75.32709803,29.89983549,24.91878113,0,5.787111153,0,0,0,0,0,0,0,0,7.109797541,6.606881965,29.89983549,0,0,0,0,24.09901032,20.32356147,0,0,0,0,0,0,0,64.84868137,9.473725908,0,0,0,0,0,0,99.38,30.70589228,10.21305479,0,6.606881965,0,0,7.109797541,0,0,0,19.6867807,9.692222222,0,0,36.72373913,0,-1.626342593,0,-4.002847222,-0.776712963,1.239941421,1,13,4,6,0,1,1,0,0,0,6,4,6,2,0,1,1,1,-2.5657,40.7982,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
