SAMFid,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
892,10.56798375,-0.319444444,10.56798375,0.011574074,0.492465012,142.158,132.078,142.0742276,56,0,0.221824169,-0.369379274,0.369379274,0.221824169,1.7,2.4,2.8,16.15217909,9.988922354,2.210970641,-2.18171744,2.083881025,-2.403214782,5.820976276,-0.126544471,2.398156079,157.1307515,7.560477932,5.592517463,5.592517463,4.698377303,3.259201922,3.259201922,2.442044662,2.442044662,1.667860776,1.667860776,0.975662026,0.975662026,-1.06,180.9125147,7.051856823,2.682444776,1.462392017,58.77092753,11.05045608,0,0,11.81435946,0,0,9.589074368,0,0,0,0,6.420821623,12.96557803,5.917906046,9.589074368,11.81435946,0,5.316788604,11.65157352,12.84164325,6.544756406,0,0,0,11.05045608,0,0,0,18.35911586,9.589074368,5.917906046,12.84164325,0,0,0,0,72.19,0,9.589074368,0,17.7322655,19.38639965,0,0,0,0,5.316788604,5.733667477,0,0,21.09992819,2.573657407,5.022386621,-0.462777778,0,1.022592593,0.41087963,0,0.666666667,10,3,4,0,1,1,0,0,0,2,2,4,1,0,1,1,1,-1.0021,34.9281,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
893,10.40296296,-1.025462963,10.40296296,0.085648148,0.516044179,145.158,134.07,145.0738932,58,0,0.246148269,-0.382894247,0.382894247,0.246148269,1.8,2.5,2.9,16.48092476,10.01806686,2.268876928,-2.105915023,2.153510297,-2.34836082,5.783733509,-0.128189188,2.392095779,130.9546184,7.560477932,5.617081328,5.617081328,4.715214055,3.266853488,3.266853488,2.470875984,2.470875984,1.702934239,1.702934239,1.034071842,1.034071842,-0.61,250.1709627,7.496496273,2.984751814,1.457218133,58.96732223,15.57705783,6.103966388,0,5.907179729,0,0,4.794537184,0,0,0,0,6.420821623,12.52478801,6.606881965,14.63792753,5.907179729,0,0,11.65157352,12.52478801,13.21376393,0,0,0,5.733667477,0,0,0,30.33143744,9.531400138,5.917906046,6.420821623,0,0,0,0,72.55,12.01114612,4.794537184,0,5.917906046,13.21376393,6.420821623,0,0,0,0,15.57705783,4.960601852,0,10.40296296,9.071666667,4.871296296,-0.742592593,0,-0.299166667,1.068564815,0,0.833333333,10,3,4,0,1,1,0,0,0,3,2,4,2,0,1,1,1,-1.1309,34.1272,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
894,10.43902778,-0.395046296,10.43902778,0.084444444,0.455929121,128.131,120.067,128.0585775,50,0,0.222334302,-0.36936648,0.36936648,0.222334302,1.777777778,2.444444444,2.666666667,16.15457193,10.10592049,2.248334526,-1.961625925,2.058496371,-2.243140867,5.876996685,-0.123742614,2.480896527,155.0369846,6.853371151,4.885410682,4.885410682,4.198377303,2.759201922,2.759201922,2.107493673,2.107493673,1.379794469,1.379794469,0.806349353,0.806349353,-1.06,130.4959298,6.065944584,2.045962722,1.187967924,52.40598541,11.05045608,0,0,11.81435946,0,0,9.589074368,0,0,0,0,0,12.96557803,5.917906046,9.589074368,11.81435946,0,5.316788604,11.65157352,6.420821623,6.544756406,0,0,0,11.05045608,0,0,0,18.35911586,9.589074368,5.917906046,6.420821623,0,0,0,0,72.19,5.907179729,9.589074368,0,18.2459074,6.544756406,0,0,0,0,5.316788604,5.733667477,0,0,20.81615741,2.511157407,4.928796296,-0.759583333,0,0.259259259,0.41087963,0,0.6,9,3,4,0,1,1,0,0,0,2,2,4,1,0,1,1,1,-1.3922,30.3111,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
895,10.8237963,-0.58912037,10.8237963,0.22337963,0.460681498,142.158,132.078,142.0742276,56,0,0.232063674,-0.368987278,0.368987278,0.232063674,1.7,2.4,2.8,16.16102958,9.98318977,2.258171512,-2.176951435,2.089885942,-2.424775868,5.993788565,-0.134551788,2.560569718,167.1307515,7.560477932,5.592517463,5.592517463,4.715214055,3.286075375,3.286075375,2.388210775,2.388210775,1.628739948,1.628739948,1.043533854,1.043533854,-1.06,182.2382193,7.051856823,2.682444776,1.260105227,58.77092753,11.05045608,5.917906046,0,11.81435946,0,0,9.589074368,0,0,0,0,12.84164325,6.544756406,0,9.589074368,11.81435946,0,5.316788604,11.65157352,12.84164325,6.544756406,0,0,0,11.05045608,0,0,0,18.35911586,9.589074368,5.917906046,12.84164325,0,0,0,0,72.19,11.82508578,9.589074368,0,5.907179729,12.96557803,6.420821623,0,0,0,5.316788604,5.733667477,0,0,21.3499537,2.573657407,4.957824074,-1.328981481,0,1.444953704,0.669259259,0,0.666666667,10,3,4,0,1,1,0,0,0,2,2,4,1,0,1,1,1,-1.0021,34.9281,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
896,10.40296296,-1.025462963,10.40296296,0.085648148,0.516044179,145.158,134.07,145.0738932,58,0,0.246148269,-0.382894247,0.382894247,0.246148269,1.8,2.5,2.9,16.48092476,10.01806686,2.268876928,-2.105915023,2.153510297,-2.34836082,5.783733509,-0.128189188,2.392095779,130.9546184,7.560477932,5.617081328,5.617081328,4.715214055,3.266853488,3.266853488,2.470875984,2.470875984,1.702934239,1.702934239,1.034071842,1.034071842,-0.61,250.1709627,7.496496273,2.984751814,1.457218133,58.96732223,15.57705783,6.103966388,0,5.907179729,0,0,4.794537184,0,0,0,0,6.420821623,12.52478801,6.606881965,14.63792753,5.907179729,0,0,11.65157352,12.52478801,13.21376393,0,0,0,5.733667477,0,0,0,30.33143744,9.531400138,5.917906046,6.420821623,0,0,0,0,72.55,12.01114612,4.794537184,0,5.917906046,13.21376393,6.420821623,0,0,0,0,15.57705783,4.960601852,0,10.40296296,9.071666667,4.871296296,-0.742592593,0,-0.299166667,1.068564815,0,0.833333333,10,3,4,0,1,1,0,0,0,3,2,4,2,0,1,1,1,-1.1309,34.1272,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
897,10.43902778,-0.443657407,10.43902778,0.084444444,0.462827993,128.131,120.067,128.0585775,50,0,0.239514942,-0.367888309,0.367888309,0.239514942,1.777777778,2.444444444,2.666666667,16.15725546,10.20903326,2.239644091,-2.007374296,2.039275167,-2.37315846,5.892739653,-0.123345116,2.480896527,155.0369846,6.853371151,4.885410682,4.885410682,4.198377303,2.786075375,2.786075375,2.061143822,2.061143822,1.33873663,1.33873663,0.8274871,0.8274871,-1.06,130.4959298,6.065944584,2.045962722,1.187967924,52.40598541,11.05045608,6.041840829,0,11.81435946,0,0,9.589074368,0,0,0,0,6.420821623,6.420821623,0,9.589074368,11.81435946,0,5.316788604,5.733667477,18.88348407,0,0,0,0,11.05045608,0,0,0,17.85620029,9.589074368,0,12.84164325,0,0,0,0,72.19,11.94902056,9.589074368,0,5.907179729,12.84164325,0,0,0,0,5.316788604,5.733667477,0,0,20.79365741,2.439814815,4.906296296,-0.528101852,-0.418981481,0.973981481,0,0,0.6,9,3,4,0,1,1,0,0,0,2,2,4,1,0,1,1,1,-1.2497,30.3591,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
898,9.975972222,-1.263888889,9.975972222,0.148148148,0.39732608,118.136,108.056,118.0742276,48,0,0.102252997,-0.547899243,0.547899243,0.102252997,2,2.375,2.375,16.36919263,10.06478526,2.185646738,-2.197428874,1.886987986,-2.694249724,5.752015517,-0.388284144,3.908496638,100.2114327,6.78445705,4.808060412,4.808060412,3.504035845,2.300476816,2.300476816,1.954924412,1.954924412,0.98565041,0.98565041,0.102062073,0.102062073,-0.61,38.33669273,7.39,2.105461013,1.475685752,47.46961462,21.36839953,5.538925252,0,0,0,0,0,0,0,0,0,6.9237372,0,12.51406169,15.63473206,5.969305288,0,0,5.733667477,12.46266245,6.544756406,0,0,0,16.57386235,0,0,0,18.05298695,4.794537184,0,6.9237372,0,0,0,0,93.79,11.50823054,9.901064579,0,6.544756406,0,0,6.9237372,0,0,5.733667477,5.733667477,0,0,9.975972222,9.975972222,7.203148148,-1.256944444,0,0,1.518518519,0,0.75,8,5,4,0,0,0,0,0,0,3,2,4,2,0,0,0,0,-3.3044,25.3545,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
899,10.43407407,-0.338240741,10.43407407,0.278935185,0.451872695,130.147,120.067,130.0742276,52,0,0.236451771,-0.377957403,0.377957403,0.236451771,1.777777778,2.555555556,2.888888889,16.4782965,10.25718637,2.166816207,-2.197597968,1.894892909,-2.488867715,5.795519028,-0.122201149,2.312191534,109.5256224,6.690234444,5.092517463,5.092517463,4.304530453,2.909301499,2.909301499,1.983993887,1.983993887,1.265098006,1.265098006,0.748160679,0.748160679,-0.61,129.2253387,6.509189511,2.795213979,1.654910535,53.35800854,15.78731903,6.041840829,0,5.907179729,0,0,4.794537184,0,0,0,0,0,6.544756406,13.21376393,9.531400138,5.907179729,0,5.316788604,5.733667477,6.041840829,19.75852033,0,0,0,11.05045608,0,0,0,31.70754089,9.531400138,0,0,0,0,0,0,64.35,0,4.794537184,0,11.94902056,19.75852033,0,0,0,0,5.316788604,10.47053043,4.980046296,0,10.43407407,2.918981481,4.985740741,-0.338240741,-0.278935185,0,1.798333333,0,0.8,9,3,4,0,1,1,0,0,0,3,2,4,1,0,1,1,1,-1.5399,31.8041,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
900,10.70013889,-1.074675926,10.70013889,0.303240741,0.452960585,172.184,160.088,172.0847922,68,0,0.275186257,-0.549856703,0.549856703,0.275186257,1.5,2.166666667,2.666666667,16.36657277,9.922728184,2.284818115,-2.254200914,2.103178235,-2.943045411,5.79067714,-0.686098034,2.511165392,184.8281693,9.137828202,6.655466292,6.655466292,5.609060905,3.944724335,3.944724335,3.073575808,3.073575808,2.203548757,2.203548757,1.465579455,1.465579455,-1.1,472.1116866,8.991743119,3.532178731,1.944781345,69.93010339,20.95152066,0,6.041840829,0,5.907179729,0,4.794537184,0,0,0,0,0,24.72885458,6.544756406,20.01239037,11.87648502,0,0,11.65157352,18.88348407,6.544756406,0,0,0,16.15698348,0,0,0,24.46308225,9.589074368,5.917906046,12.84164325,0,0,0,0,99.83,17.79439106,14.69560176,0,6.041840829,19.38639965,0,0,5.316788604,0,0,5.733667477,0,0,21.14553005,12.22492819,5.046023243,-2.025185185,-0.387361111,0.864861111,0.631203704,0,0.714285714,12,4,5,0,1,1,0,0,0,3,2,5,2,0,1,1,1,-3.4364,37.5058,1,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
901,10.70013889,-1.074675926,10.70013889,0.303240741,0.452960585,172.184,160.088,172.0847922,68,0,0.275186257,-0.549856703,0.549856703,0.275186257,1.5,2.166666667,2.666666667,16.36657277,9.922728184,2.284818115,-2.254200914,2.103178235,-2.943045411,5.79067714,-0.686098034,2.511165392,184.8281693,9.137828202,6.655466292,6.655466292,5.609060905,3.944724335,3.944724335,3.073575808,3.073575808,2.203548757,2.203548757,1.465579455,1.465579455,-1.1,472.1116866,8.991743119,3.532178731,1.944781345,69.93010339,20.95152066,0,6.041840829,0,5.907179729,0,4.794537184,0,0,0,0,0,24.72885458,6.544756406,20.01239037,11.87648502,0,0,11.65157352,18.88348407,6.544756406,0,0,0,16.15698348,0,0,0,24.46308225,9.589074368,5.917906046,12.84164325,0,0,0,0,99.83,17.79439106,14.69560176,0,6.041840829,19.38639965,0,0,5.316788604,0,0,5.733667477,0,0,21.14553005,12.22492819,5.046023243,-2.025185185,-0.387361111,0.864861111,0.631203704,0,0.714285714,12,4,5,0,1,1,0,0,0,3,2,5,2,0,1,1,1,-3.4364,37.5058,1,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
902,10.53087963,-1.201388889,10.53087963,0.686296296,0.2834019,143.102,138.062,143.033091,54,0,0.322062738,-0.367414507,0.367414507,0.322062738,1.5,2.1,2.3,16.19216987,10.28244355,2.330707606,-1.971788013,1.89421085,-2.414565034,6.150305299,-0.127637303,2.72456679,211.7933559,7.723614639,4.87944541,4.87944541,4.609060905,2.517072974,2.517072974,1.798094112,1.798094112,1.058869267,1.058869267,0.617126575,0.617126575,-1.59,180.3496273,6.528906064,1.976927324,0.903492596,55.75242758,11.05045608,0,6.041840829,5.907179729,5.907179729,6.031114512,14.90586297,4.794537184,0,0,0,0,0,0,14.38361155,17.84547397,0,10.63357721,5.733667477,6.041840829,0,0,0,0,16.36724469,4.794537184,0,0,23.8873148,9.589074368,0,0,0,0,0,0,101.29,23.8873148,14.38361155,0,0,0,0,0,0,10.63357721,0,5.733667477,0,0,31.15259259,3.887314815,4.73587963,-1.554768519,-1.887685185,0,0,0,0.25,10,4,6,0,1,1,0,0,0,3,3,6,1,0,1,1,1,-2.3203,29.6568,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
903,10.31309288,-1.975740741,10.31309288,0.801876417,0.262901243,195.171,182.067,195.0742871,78,0,0.248584345,-0.393579133,0.393579133,0.248584345,1.153846154,1.615384615,1.923076923,16.3905786,10.03237045,2.322253398,-2.230824729,2.037412462,-2.499604761,5.787560729,-0.14554516,4.235100563,174.5074118,10.59385813,6.738174395,6.738174395,5.91279002,3.53874603,3.53874603,2.578313041,2.578313041,1.546194527,1.546194527,0.69067498,0.69067498,-0.73,507.2962514,12.27,5.097846203,3.247122771,74.03654316,31.26630445,18.31189916,6.103966388,5.907179729,0,0,4.794537184,0,0,0,0,0,0,6.606881965,30.32717416,5.907179729,0,0,5.733667477,24.41586555,6.606881965,0,0,0,5.733667477,0,0,0,62.46256422,4.794537184,0,0,0,0,0,0,144.24,36.92992724,4.794537184,0,0,0,0,0,0,0,5.733667477,25.53263697,0,0,10.31309288,43.95627409,4.61210223,-1.225287226,0,-7.354305556,-0.801876417,0,0.833333333,13,7,7,0,0,0,0,0,0,6,6,7,5,0,0,0,0,-4.0924,40.3074,0,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
904,10.8237963,-0.58912037,10.8237963,0.22337963,0.460681498,142.158,132.078,142.0742276,56,0,0.232063674,-0.368987278,0.368987278,0.232063674,1.7,2.4,2.8,16.16102958,9.98318977,2.258171512,-2.176951435,2.089885942,-2.424775868,5.993788565,-0.134551788,2.560569718,167.1307515,7.560477932,5.592517463,5.592517463,4.715214055,3.286075375,3.286075375,2.388210775,2.388210775,1.628739948,1.628739948,1.043533854,1.043533854,-1.06,182.2382193,7.051856823,2.682444776,1.260105227,58.77092753,11.05045608,5.917906046,0,11.81435946,0,0,9.589074368,0,0,0,0,12.84164325,6.544756406,0,9.589074368,11.81435946,0,5.316788604,11.65157352,12.84164325,6.544756406,0,0,0,11.05045608,0,0,0,18.35911586,9.589074368,5.917906046,12.84164325,0,0,0,0,72.19,11.82508578,9.589074368,0,5.907179729,12.96557803,6.420821623,0,0,0,5.316788604,5.733667477,0,0,21.3499537,2.573657407,4.957824074,-1.328981481,0,1.444953704,0.669259259,0,0.666666667,10,3,4,0,1,1,0,0,0,2,2,4,1,0,1,1,1,-1.0021,34.9281,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
905,10.40296296,-1.025462963,10.40296296,0.085648148,0.516044179,145.158,134.07,145.0738932,58,0,0.246148269,-0.382894247,0.382894247,0.246148269,1.8,2.5,2.9,16.48092476,10.01806686,2.268876928,-2.105915023,2.153510297,-2.34836082,5.783733509,-0.128189188,2.392095779,130.9546184,7.560477932,5.617081328,5.617081328,4.715214055,3.266853488,3.266853488,2.470875984,2.470875984,1.702934239,1.702934239,1.034071842,1.034071842,-0.61,250.1709627,7.496496273,2.984751814,1.457218133,58.96732223,15.57705783,6.103966388,0,5.907179729,0,0,4.794537184,0,0,0,0,6.420821623,12.52478801,6.606881965,14.63792753,5.907179729,0,0,11.65157352,12.52478801,13.21376393,0,0,0,5.733667477,0,0,0,30.33143744,9.531400138,5.917906046,6.420821623,0,0,0,0,72.55,12.01114612,4.794537184,0,5.917906046,13.21376393,6.420821623,0,0,0,0,15.57705783,4.960601852,0,10.40296296,9.071666667,4.871296296,-0.742592593,0,-0.299166667,1.068564815,0,0.833333333,10,3,4,0,1,1,0,0,0,3,2,4,2,0,1,1,1,-1.1309,34.1272,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
906,10.31309288,-1.975740741,10.31309288,0.801876417,0.262901243,195.171,182.067,195.0742871,78,0,0.248584345,-0.393579133,0.393579133,0.248584345,1.153846154,1.615384615,1.923076923,16.3905786,10.03237045,2.322253398,-2.230824729,2.037412462,-2.499604761,5.787560729,-0.14554516,4.235100563,174.5074118,10.59385813,6.738174395,6.738174395,5.91279002,3.53874603,3.53874603,2.578313041,2.578313041,1.546194527,1.546194527,0.69067498,0.69067498,-0.73,507.2962514,12.27,5.097846203,3.247122771,74.03654316,31.26630445,18.31189916,6.103966388,5.907179729,0,0,4.794537184,0,0,0,0,0,0,6.606881965,30.32717416,5.907179729,0,0,5.733667477,24.41586555,6.606881965,0,0,0,5.733667477,0,0,0,62.46256422,4.794537184,0,0,0,0,0,0,144.24,36.92992724,4.794537184,0,0,0,0,0,0,0,5.733667477,25.53263697,0,0,10.31309288,43.95627409,4.61210223,-1.225287226,0,-7.354305556,-0.801876417,0,0.833333333,13,7,7,0,0,0,0,0,0,6,6,7,5,0,0,0,0,-4.0924,40.3074,0,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
907,10.31309288,-1.975740741,10.31309288,0.801876417,0.262901243,195.171,182.067,195.0742871,78,0,0.248584345,-0.393579133,0.393579133,0.248584345,1.153846154,1.615384615,1.923076923,16.3905786,10.03237045,2.322253398,-2.230824729,2.037412462,-2.499604761,5.787560729,-0.14554516,4.235100563,174.5074118,10.59385813,6.738174395,6.738174395,5.91279002,3.53874603,3.53874603,2.578313041,2.578313041,1.546194527,1.546194527,0.69067498,0.69067498,-0.73,507.2962514,12.27,5.097846203,3.247122771,74.03654316,31.26630445,18.31189916,6.103966388,5.907179729,0,0,4.794537184,0,0,0,0,0,0,6.606881965,30.32717416,5.907179729,0,0,5.733667477,24.41586555,6.606881965,0,0,0,5.733667477,0,0,0,62.46256422,4.794537184,0,0,0,0,0,0,144.24,36.92992724,4.794537184,0,0,0,0,0,0,0,5.733667477,25.53263697,0,0,10.31309288,43.95627409,4.61210223,-1.225287226,0,-7.354305556,-0.801876417,0,0.833333333,13,7,7,0,0,0,0,0,0,6,6,7,5,0,0,0,0,-4.0924,40.3074,0,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
908,10.76455782,-0.697916667,10.76455782,0.235231481,0.379896567,187.199,174.095,187.0956913,74,0,0.234179903,-0.392975103,0.392975103,0.234179903,1.153846154,1.538461538,1.846153846,16.26695857,9.950067255,2.320607545,-2.299132855,2.125250564,-2.56915341,5.837060733,-0.125275897,2.624115368,209.0226569,10.00807169,7.064675085,7.064675085,6.002907755,4.03149115,4.03149115,3.201804263,3.201804263,2.104812016,2.104812016,1.415885018,1.415885018,-1.14,652.2176544,9.944317032,3.714227614,2.396701194,75.26999409,16.57386235,0,0,11.81435946,0,0,14.90586297,0,0,0,0,12.84164325,0,18.18764805,14.69560176,11.81435946,0,5.316788604,11.46733495,31.02929129,0,0,0,0,16.78412356,0,0,0,35.1085349,9.589074368,0,12.84164325,0,0,0,0,118.44,30.0020075,14.69560176,0,12.84164325,0,0,0,0,0,5.316788604,11.46733495,0,0,21.52911565,11.96587963,10.05421769,-1.157407407,-1.331018519,-0.227453704,0,0,0.714285714,13,6,6,0,1,1,0,0,0,4,4,6,2,0,1,1,1,-2.5615,44.3413,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
