SAMFid,Morgan0,Morgan1,Morgan2,Morgan3,Morgan4,Morgan5,Morgan6,Morgan7,Morgan8,Morgan9,Morgan10,Morgan11,Morgan12,Morgan13,Morgan14,Morgan15,Morgan16,Morgan17,Morgan18,Morgan19,Morgan20,Morgan21,Morgan22,Morgan23,Morgan24,Morgan25,Morgan26,Morgan27,Morgan28,Morgan29,Morgan30,Morgan31,Morgan32,Morgan33,Morgan34,Morgan35,Morgan36,Morgan37,Morgan38,Morgan39,Morgan40,Morgan41,Morgan42,Morgan43,Morgan44,Morgan45,Morgan46,Morgan47,Morgan48,Morgan49,Morgan50,Morgan51,Morgan52,Morgan53,Morgan54,Morgan55,Morgan56,Morgan57,Morgan58,Morgan59,Morgan60,Morgan61,Morgan62,Morgan63,Morgan64,Morgan65,Morgan66,Morgan67,Morgan68,Morgan69,Morgan70,Morgan71,Morgan72,Morgan73,Morgan74,Morgan75,Morgan76,Morgan77,Morgan78,Morgan79,Morgan80,Morgan81,Morgan82,Morgan83,Morgan84,Morgan85,Morgan86,Morgan87,Morgan88,Morgan89,Morgan90,Morgan91,Morgan92,Morgan93,Morgan94,Morgan95,Morgan96,Morgan97,Morgan98,Morgan99,Morgan100,Morgan101,Morgan102,Morgan103,Morgan104,Morgan105,Morgan106,Morgan107,Morgan108,Morgan109,Morgan110,Morgan111,Morgan112,Morgan113,Morgan114,Morgan115,Morgan116,Morgan117,Morgan118,Morgan119,Morgan120,Morgan121,Morgan122,Morgan123,Morgan124,Morgan125,Morgan126,Morgan127,Morgan128,Morgan129,Morgan130,Morgan131,Morgan132,Morgan133,Morgan134,Morgan135,Morgan136,Morgan137,Morgan138,Morgan139,Morgan140,Morgan141,Morgan142,Morgan143,Morgan144,Morgan145,Morgan146,Morgan147,Morgan148,Morgan149,Morgan150,Morgan151,Morgan152,Morgan153,Morgan154,Morgan155,Morgan156,Morgan157,Morgan158,Morgan159,Morgan160,Morgan161,Morgan162,Morgan163,Morgan164,Morgan165,Morgan166,Morgan167,Morgan168,Morgan169,Morgan170,Morgan171,Morgan172,Morgan173,Morgan174,Morgan175,Morgan176,Morgan177,Morgan178,Morgan179,Morgan180,Morgan181,Morgan182,Morgan183,Morgan184,Morgan185,Morgan186,Morgan187,Morgan188,Morgan189,Morgan190,Morgan191,Morgan192,Morgan193,Morgan194,Morgan195,Morgan196,Morgan197,Morgan198,Morgan199,Morgan200,Morgan201,Morgan202,Morgan203,Morgan204,Morgan205,Morgan206,Morgan207,Morgan208,Morgan209,Morgan210,Morgan211,Morgan212,Morgan213,Morgan214,Morgan215,Morgan216,Morgan217,Morgan218,Morgan219,Morgan220,Morgan221,Morgan222,Morgan223,Morgan224,Morgan225,Morgan226,Morgan227,Morgan228,Morgan229,Morgan230,Morgan231,Morgan232,Morgan233,Morgan234,Morgan235,Morgan236,Morgan237,Morgan238,Morgan239,Morgan240,Morgan241,Morgan242,Morgan243,Morgan244,Morgan245,Morgan246,Morgan247,Morgan248,Morgan249,Morgan250,Morgan251,Morgan252,Morgan253,Morgan254,Morgan255,Morgan256,Morgan257,Morgan258,Morgan259,Morgan260,Morgan261,Morgan262,Morgan263,Morgan264,Morgan265,Morgan266,Morgan267,Morgan268,Morgan269,Morgan270,Morgan271,Morgan272,Morgan273,Morgan274,Morgan275,Morgan276,Morgan277,Morgan278,Morgan279,Morgan280,Morgan281,Morgan282,Morgan283,Morgan284,Morgan285,Morgan286,Morgan287,Morgan288,Morgan289,Morgan290,Morgan291,Morgan292,Morgan293,Morgan294,Morgan295,Morgan296,Morgan297,Morgan298,Morgan299,Morgan300,Morgan301,Morgan302,Morgan303,Morgan304,Morgan305,Morgan306,Morgan307,Morgan308,Morgan309,Morgan310,Morgan311,Morgan312,Morgan313,Morgan314,Morgan315,Morgan316,Morgan317,Morgan318,Morgan319,Morgan320,Morgan321,Morgan322,Morgan323,Morgan324,Morgan325,Morgan326,Morgan327,Morgan328,Morgan329,Morgan330,Morgan331,Morgan332,Morgan333,Morgan334,Morgan335,Morgan336,Morgan337,Morgan338,Morgan339,Morgan340,Morgan341,Morgan342,Morgan343,Morgan344,Morgan345,Morgan346,Morgan347,Morgan348,Morgan349,Morgan350,Morgan351,Morgan352,Morgan353,Morgan354,Morgan355,Morgan356,Morgan357,Morgan358,Morgan359,Morgan360,Morgan361,Morgan362,Morgan363,Morgan364,Morgan365,Morgan366,Morgan367,Morgan368,Morgan369,Morgan370,Morgan371,Morgan372,Morgan373,Morgan374,Morgan375,Morgan376,Morgan377,Morgan378,Morgan379,Morgan380,Morgan381,Morgan382,Morgan383,Morgan384,Morgan385,Morgan386,Morgan387,Morgan388,Morgan389,Morgan390,Morgan391,Morgan392,Morgan393,Morgan394,Morgan395,Morgan396,Morgan397,Morgan398,Morgan399,Morgan400,Morgan401,Morgan402,Morgan403,Morgan404,Morgan405,Morgan406,Morgan407,Morgan408,Morgan409,Morgan410,Morgan411,Morgan412,Morgan413,Morgan414,Morgan415,Morgan416,Morgan417,Morgan418,Morgan419,Morgan420,Morgan421,Morgan422,Morgan423,Morgan424,Morgan425,Morgan426,Morgan427,Morgan428,Morgan429,Morgan430,Morgan431,Morgan432,Morgan433,Morgan434,Morgan435,Morgan436,Morgan437,Morgan438,Morgan439,Morgan440,Morgan441,Morgan442,Morgan443,Morgan444,Morgan445,Morgan446,Morgan447,Morgan448,Morgan449,Morgan450,Morgan451,Morgan452,Morgan453,Morgan454,Morgan455,Morgan456,Morgan457,Morgan458,Morgan459,Morgan460,Morgan461,Morgan462,Morgan463,Morgan464,Morgan465,Morgan466,Morgan467,Morgan468,Morgan469,Morgan470,Morgan471,Morgan472,Morgan473,Morgan474,Morgan475,Morgan476,Morgan477,Morgan478,Morgan479,Morgan480,Morgan481,Morgan482,Morgan483,Morgan484,Morgan485,Morgan486,Morgan487,Morgan488,Morgan489,Morgan490,Morgan491,Morgan492,Morgan493,Morgan494,Morgan495,Morgan496,Morgan497,Morgan498,Morgan499,Morgan500,Morgan501,Morgan502,Morgan503,Morgan504,Morgan505,Morgan506,Morgan507,Morgan508,Morgan509,Morgan510,Morgan511,Morgan512,Morgan513,Morgan514,Morgan515,Morgan516,Morgan517,Morgan518,Morgan519,Morgan520,Morgan521,Morgan522,Morgan523,Morgan524,Morgan525,Morgan526,Morgan527,Morgan528,Morgan529,Morgan530,Morgan531,Morgan532,Morgan533,Morgan534,Morgan535,Morgan536,Morgan537,Morgan538,Morgan539,Morgan540,Morgan541,Morgan542,Morgan543,Morgan544,Morgan545,Morgan546,Morgan547,Morgan548,Morgan549,Morgan550,Morgan551,Morgan552,Morgan553,Morgan554,Morgan555,Morgan556,Morgan557,Morgan558,Morgan559,Morgan560,Morgan561,Morgan562,Morgan563,Morgan564,Morgan565,Morgan566,Morgan567,Morgan568,Morgan569,Morgan570,Morgan571,Morgan572,Morgan573,Morgan574,Morgan575,Morgan576,Morgan577,Morgan578,Morgan579,Morgan580,Morgan581,Morgan582,Morgan583,Morgan584,Morgan585,Morgan586,Morgan587,Morgan588,Morgan589,Morgan590,Morgan591,Morgan592,Morgan593,Morgan594,Morgan595,Morgan596,Morgan597,Morgan598,Morgan599,Morgan600,Morgan601,Morgan602,Morgan603,Morgan604,Morgan605,Morgan606,Morgan607,Morgan608,Morgan609,Morgan610,Morgan611,Morgan612,Morgan613,Morgan614,Morgan615,Morgan616,Morgan617,Morgan618,Morgan619,Morgan620,Morgan621,Morgan622,Morgan623,Morgan624,Morgan625,Morgan626,Morgan627,Morgan628,Morgan629,Morgan630,Morgan631,Morgan632,Morgan633,Morgan634,Morgan635,Morgan636,Morgan637,Morgan638,Morgan639,Morgan640,Morgan641,Morgan642,Morgan643,Morgan644,Morgan645,Morgan646,Morgan647,Morgan648,Morgan649,Morgan650,Morgan651,Morgan652,Morgan653,Morgan654,Morgan655,Morgan656,Morgan657,Morgan658,Morgan659,Morgan660,Morgan661,Morgan662,Morgan663,Morgan664,Morgan665,Morgan666,Morgan667,Morgan668,Morgan669,Morgan670,Morgan671,Morgan672,Morgan673,Morgan674,Morgan675,Morgan676,Morgan677,Morgan678,Morgan679,Morgan680,Morgan681,Morgan682,Morgan683,Morgan684,Morgan685,Morgan686,Morgan687,Morgan688,Morgan689,Morgan690,Morgan691,Morgan692,Morgan693,Morgan694,Morgan695,Morgan696,Morgan697,Morgan698,Morgan699,Morgan700,Morgan701,Morgan702,Morgan703,Morgan704,Morgan705,Morgan706,Morgan707,Morgan708,Morgan709,Morgan710,Morgan711,Morgan712,Morgan713,Morgan714,Morgan715,Morgan716,Morgan717,Morgan718,Morgan719,Morgan720,Morgan721,Morgan722,Morgan723,Morgan724,Morgan725,Morgan726,Morgan727,Morgan728,Morgan729,Morgan730,Morgan731,Morgan732,Morgan733,Morgan734,Morgan735,Morgan736,Morgan737,Morgan738,Morgan739,Morgan740,Morgan741,Morgan742,Morgan743,Morgan744,Morgan745,Morgan746,Morgan747,Morgan748,Morgan749,Morgan750,Morgan751,Morgan752,Morgan753,Morgan754,Morgan755,Morgan756,Morgan757,Morgan758,Morgan759,Morgan760,Morgan761,Morgan762,Morgan763,Morgan764,Morgan765,Morgan766,Morgan767,Morgan768,Morgan769,Morgan770,Morgan771,Morgan772,Morgan773,Morgan774,Morgan775,Morgan776,Morgan777,Morgan778,Morgan779,Morgan780,Morgan781,Morgan782,Morgan783,Morgan784,Morgan785,Morgan786,Morgan787,Morgan788,Morgan789,Morgan790,Morgan791,Morgan792,Morgan793,Morgan794,Morgan795,Morgan796,Morgan797,Morgan798,Morgan799,Morgan800,Morgan801,Morgan802,Morgan803,Morgan804,Morgan805,Morgan806,Morgan807,Morgan808,Morgan809,Morgan810,Morgan811,Morgan812,Morgan813,Morgan814,Morgan815,Morgan816,Morgan817,Morgan818,Morgan819,Morgan820,Morgan821,Morgan822,Morgan823,Morgan824,Morgan825,Morgan826,Morgan827,Morgan828,Morgan829,Morgan830,Morgan831,Morgan832,Morgan833,Morgan834,Morgan835,Morgan836,Morgan837,Morgan838,Morgan839,Morgan840,Morgan841,Morgan842,Morgan843,Morgan844,Morgan845,Morgan846,Morgan847,Morgan848,Morgan849,Morgan850,Morgan851,Morgan852,Morgan853,Morgan854,Morgan855,Morgan856,Morgan857,Morgan858,Morgan859,Morgan860,Morgan861,Morgan862,Morgan863,Morgan864,Morgan865,Morgan866,Morgan867,Morgan868,Morgan869,Morgan870,Morgan871,Morgan872,Morgan873,Morgan874,Morgan875,Morgan876,Morgan877,Morgan878,Morgan879,Morgan880,Morgan881,Morgan882,Morgan883,Morgan884,Morgan885,Morgan886,Morgan887,Morgan888,Morgan889,Morgan890,Morgan891,Morgan892,Morgan893,Morgan894,Morgan895,Morgan896,Morgan897,Morgan898,Morgan899,Morgan900,Morgan901,Morgan902,Morgan903,Morgan904,Morgan905,Morgan906,Morgan907,Morgan908,Morgan909,Morgan910,Morgan911,Morgan912,Morgan913,Morgan914,Morgan915,Morgan916,Morgan917,Morgan918,Morgan919,Morgan920,Morgan921,Morgan922,Morgan923,Morgan924,Morgan925,Morgan926,Morgan927,Morgan928,Morgan929,Morgan930,Morgan931,Morgan932,Morgan933,Morgan934,Morgan935,Morgan936,Morgan937,Morgan938,Morgan939,Morgan940,Morgan941,Morgan942,Morgan943,Morgan944,Morgan945,Morgan946,Morgan947,Morgan948,Morgan949,Morgan950,Morgan951,Morgan952,Morgan953,Morgan954,Morgan955,Morgan956,Morgan957,Morgan958,Morgan959,Morgan960,Morgan961,Morgan962,Morgan963,Morgan964,Morgan965,Morgan966,Morgan967,Morgan968,Morgan969,Morgan970,Morgan971,Morgan972,Morgan973,Morgan974,Morgan975,Morgan976,Morgan977,Morgan978,Morgan979,Morgan980,Morgan981,Morgan982,Morgan983,Morgan984,Morgan985,Morgan986,Morgan987,Morgan988,Morgan989,Morgan990,Morgan991,Morgan992,Morgan993,Morgan994,Morgan995,Morgan996,Morgan997,Morgan998,Morgan999,Morgan1000,Morgan1001,Morgan1002,Morgan1003,Morgan1004,Morgan1005,Morgan1006,Morgan1007,Morgan1008,Morgan1009,Morgan1010,Morgan1011,Morgan1012,Morgan1013,Morgan1014,Morgan1015,Morgan1016,Morgan1017,Morgan1018,Morgan1019,Morgan1020,Morgan1021,Morgan1022,Morgan1023
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
